full_name,census_tract,poverty,bachelors,associates,car,diff_countyHouse,diff_countyRent,diff_stateHouse,diff_stateRent,health_ins,house_val,population,self_income,museums,pharmacies,score
"Census Tract 21, Mercer County, New Jersey",21,1677,181,102,5320,0,23,0,121,5320,159100,5320,0,28,1,
"Census Tract 21.01, Middlesex County, New Jersey",21.01,108,441,95,2419,31,3,10,9,2419,477100,2419,68,16,7,
"Census Tract 21.02, Middlesex County, New Jersey",21.02,74,945,225,3837,0,52,18,62,3837,422500,3837,140,16,3,
"Census Tract 210, Essex County, New Jersey",210,76,1295,136,5207,73,91,0,0,5207,449700,5207,220,18,6,
"Census Tract 210, Salem County, New Jersey",210,194,135,81,1375,6,46,12,0,1375,191400,1375,57,4,2,
"Census Tract 210.01, Cape May County, New Jersey",210.01,59,324,107,2580,0,5,0,0,1891,343300,2580,98,18,1,
"Census Tract 210.02, Cape May County, New Jersey",210.02,170,498,268,3662,52,0,40,0,3662,306000,3662,189,18,6,
"Census Tract 211, Bergen County, New Jersey",211,784,636,270,6731,9,71,0,68,6731,344300,6731,153,20,2,
"Census Tract 211, Cape May County, New Jersey",211,516,690,211,5664,13,0,0,53,5447,287600,5664,364,18,2,
"Census Tract 211, Essex County, New Jersey",211,229,1191,260,4668,99,18,0,37,4668,347500,4668,337,18,6,
"Census Tract 211.01, Salem County, New Jersey",211.01,144,750,243,4778,39,30,0,0,4718,218300,4778,208,4,4,
"Census Tract 211.02, Salem County, New Jersey",211.02,522,435,316,4509,44,0,32,14,4435,205500,4509,125,4,2,
"Census Tract 212, Bergen County, New Jersey",212,737,705,135,5821,9,73,0,50,5821,346500,5821,100,20,6,
"Census Tract 212, Essex County, New Jersey",212,39,921,87,3633,80,43,8,0,3633,496500,3633,212,18,5,
"Census Tract 212.01, Salem County, New Jersey",212.01,231,449,234,3375,10,24,7,38,3301,194900,3375,125,4,4,
"Census Tract 212.02, Salem County, New Jersey",212.02,212,252,142,2655,30,0,10,0,2655,175600,2655,62,4,2,
"Census Tract 213, Bergen County, New Jersey",213,545,478,106,4196,34,0,0,44,4196,319900,4196,207,20,6,
"Census Tract 213, Cape May County, New Jersey",213,505,593,166,3995,75,0,126,75,3995,388300,3995,280,18,2,
"Census Tract 213, Essex County, New Jersey",213,269,1401,158,5967,99,0,9,8,5564,451500,5967,181,18,1,
"Census Tract 213, Salem County, New Jersey",213,142,154,78,1749,0,0,69,3,1391,212900,1749,45,4,3,
"Census Tract 214, Bergen County, New Jersey",214,435,544,207,4755,0,45,0,20,4747,337200,4755,128,20,6,
"Census Tract 214, Cape May County, New Jersey",214,1486,262,98,4023,30,151,2,19,4023,248300,4023,104,18,4,
"Census Tract 214, Essex County, New Jersey",214,266,1546,244,6532,41,61,19,0,6155,441700,6532,235,18,5,
"Census Tract 214, Salem County, New Jersey",214,301,337,254,3274,5,8,15,14,3274,154900,3274,77,4,1,
"Census Tract 215, Bergen County, New Jersey",215,806,433,190,5024,19,57,0,12,5024,325500,5024,126,20,5,
"Census Tract 215, Cape May County, New Jersey",215,300,145,60,1754,7,0,8,16,1746,212000,1754,44,18,7,
"Census Tract 215, Salem County, New Jersey",215,273,157,183,2105,8,26,0,5,2105,158200,2105,8,4,3,
"Census Tract 216, Bergen County, New Jersey",216,1047,299,146,4469,0,71,0,8,4469,312000,4469,103,20,6,
"Census Tract 216, Cape May County, New Jersey",216,171,631,203,3225,44,24,85,19,3225,445300,3225,165,18,7,
"Census Tract 216, Salem County, New Jersey",216,660,581,328,5968,34,0,129,0,5968,175000,5968,155,4,5,
"Census Tract 216.01, Essex County, New Jersey",216.01,80,1414,387,7475,28,55,62,13,7475,484000,7475,342,18,2,
"Census Tract 216.02, Essex County, New Jersey",216.02,182,1619,131,6407,23,0,16,0,6407,733300,6407,340,18,2,
"Census Tract 2167.01, Passaic County, New Jersey",2167.01,164,1303,301,6779,71,0,39,0,6705,372400,6779,206,15,2,
"Census Tract 2167.02, Passaic County, New Jersey",2167.02,339,917,278,5541,139,0,31,0,5541,354400,5541,220,15,7,
"Census Tract 217, Salem County, New Jersey",217,214,275,143,1882,0,8,7,63,1882,174600,1882,44,4,7,
"Census Tract 217.01, Cape May County, New Jersey",217.01,235,306,105,2620,0,0,0,0,2499,294600,2620,131,18,1,
"Census Tract 217.01, Essex County, New Jersey",217.01,154,735,223,3521,11,35,42,8,3521,410500,3521,121,18,2,
"Census Tract 217.02, Cape May County, New Jersey",217.02,129,468,55,2381,24,0,35,0,2342,309200,2381,173,18,1,
"Census Tract 217.02, Essex County, New Jersey",217.02,134,838,198,4343,20,141,71,0,4301,444000,4343,161,18,2,
"Census Tract 218.01, Essex County, New Jersey",218.01,56,581,98,2713,29,8,8,0,2712,480300,2713,197,18,2,
"Census Tract 218.02, Essex County, New Jersey",218.02,148,738,284,3601,31,7,10,18,3405,444400,3601,99,18,2,
"Census Tract 218.03, Cape May County, New Jersey",218.03,656,350,114,3483,0,0,21,20,3479,209800,3483,131,18,2,
"Census Tract 218.03, Essex County, New Jersey",218.03,100,1155,128,4589,65,29,38,9,4589,451000,4589,134,18,2,
"Census Tract 218.04, Cape May County, New Jersey",218.04,798,209,216,5716,0,51,15,18,5686,187400,5716,134,18,1,
"Census Tract 218.05, Cape May County, New Jersey",218.05,448,499,206,4464,10,4,28,4,4429,250900,4464,102,18,1,
"Census Tract 218.06, Cape May County, New Jersey",218.06,379,286,150,2863,10,0,79,17,2863,245200,2863,116,18,1,
"Census Tract 219, Cape May County, New Jersey",219,198,357,109,2100,19,8,7,0,2098,487200,2100,191,18,1,
"Census Tract 219, Salem County, New Jersey",219,460,103,39,1775,17,31,0,37,1775,128900,1775,22,4,6,
"Census Tract 22, Bergen County, New Jersey",22,268,1123,102,5233,0,118,1,18,4934,469000,5233,194,20,7,
"Census Tract 22, Hudson County, New Jersey",22,207,535,52,1494,18,22,4,100,1494,366300,1494,75,14,16,
"Census Tract 22, Mercer County, New Jersey",22,1230,161,113,5410,6,0,20,56,5410,93300,5410,15,28,2,
"Census Tract 22, Middlesex County, New Jersey",22,101,775,116,3471,20,6,10,0,3471,331200,3471,152,16,1,
"Census Tract 22.01, Essex County, New Jersey",22.01,2025,438,196,7709,0,71,0,203,7709,269100,7709,108,18,3,
"Census Tract 22.02, Essex County, New Jersey",22.02,632,356,136,3499,0,86,35,94,3457,231300,3499,120,18,5,
"Census Tract 220, Cape May County, New Jersey",220,422,587,175,3576,8,24,71,170,2902,562500,3576,57,18,1,
"Census Tract 220, Salem County, New Jersey",220,1200,32,22,2091,5,91,0,14,2091,92800,2091,11,4,1,
"Census Tract 221, Bergen County, New Jersey",221,109,920,152,4114,74,11,118,0,4114,592000,4114,230,20,1,
"Census Tract 221, Salem County, New Jersey",221,404,93,50,1179,8,97,16,9,1179,96700,1179,31,4,3,
"Census Tract 221.01, Cape May County, New Jersey",221.01,493,130,32,1599,6,7,0,12,1577,173400,1599,12,18,1,
"Census Tract 221.02, Cape May County, New Jersey",221.02,403,531,285,5377,45,0,41,0,5347,189700,5377,117,18,1,
"Census Tract 222, Bergen County, New Jersey",222,174,1995,212,7670,116,0,111,0,7670,605700,7670,370,20,1,
"Census Tract 222.01, Salem County, New Jersey",222.01,137,140,113,1715,2,0,6,0,1710,224000,1715,67,4,3,
"Census Tract 222.02, Salem County, New Jersey",222.02,93,83,85,1082,12,13,0,3,1082,216000,1082,45,4,1,
"Census Tract 2238.01, Passaic County, New Jersey",2238.01,81,480,228,2818,23,148,0,0,2813,317800,2818,28,15,6,
"Census Tract 2238.02, Passaic County, New Jersey",2238.02,312,1308,404,7341,17,52,20,0,7230,415800,7341,267,15,6,
"Census Tract 2239, Passaic County, New Jersey",2239,417,39,0,713,0,0,0,0,635,NA,713,0,15,2,
"Census Tract 227, Essex County, New Jersey",227,1661,102,101,3209,0,0,0,8,3209,245000,3209,49,18,6,
"Census Tract 228, Essex County, New Jersey",228,912,105,24,2323,0,38,0,0,2323,271000,2323,0,18,11,
"Census Tract 229, Essex County, New Jersey",229,1456,639,55,4598,0,143,0,107,4598,174400,4598,87,18,11,
"Census Tract 23, Atlantic County, New Jersey",23,1197,158,97,2678,0,27,0,0,2678,163800,2678,65,21,4,
"Census Tract 23, Bergen County, New Jersey",23,147,1488,174,5769,0,0,11,0,5530,616600,5769,202,20,6,
"Census Tract 23, Essex County, New Jersey",23,883,367,92,4381,0,32,9,10,4339,201200,4381,65,18,7,
"Census Tract 23, Hudson County, New Jersey",23,368,674,17,2088,0,169,23,55,2088,367600,2088,111,14,16,
"Census Tract 23.01, Middlesex County, New Jersey",23.01,73,605,262,3921,257,70,20,0,3921,340100,3921,82,16,4,
"Census Tract 23.02, Middlesex County, New Jersey",23.02,114,575,162,3724,22,0,0,0,3724,360100,3724,54,16,2,
"Census Tract 230, Essex County, New Jersey",230,1025,76,100,2794,0,0,33,25,2648,149500,2794,24,18,11,
"Census Tract 231, Bergen County, New Jersey",231,745,373,95,2870,0,100,8,107,2870,246300,2870,44,20,6,
"Census Tract 231, Essex County, New Jersey",231,879,169,127,2489,11,6,0,0,2489,249100,2489,21,18,11,
"Census Tract 232, Bergen County, New Jersey",232,708,1087,204,7163,44,119,0,25,7163,283400,7163,319,20,2,
"Census Tract 232, Essex County, New Jersey",232,1631,86,58,3571,13,25,47,71,3571,214200,3571,53,18,3,
"Census Tract 233.01, Bergen County, New Jersey",233.01,118,427,152,3051,0,0,59,179,3051,353800,3051,74,20,5,
"Census Tract 233.02, Bergen County, New Jersey",233.02,534,1481,214,5097,0,150,0,78,5091,240300,5097,59,20,2,
"Census Tract 234.01, Bergen County, New Jersey",234.01,459,824,113,3973,27,74,21,182,3973,127200,3973,99,20,6,
"Census Tract 234.02, Bergen County, New Jersey",234.02,1444,659,282,5964,37,299,9,135,5844,329300,5964,77,20,5,
"Census Tract 235.01, Bergen County, New Jersey",235.01,823,340,136,3344,0,0,0,20,3141,237400,3344,67,20,4,
"Census Tract 235.02, Bergen County, New Jersey",235.02,854,509,130,4333,0,22,9,42,4333,212200,4333,196,20,1,
"Census Tract 236.01, Bergen County, New Jersey",236.01,535,341,111,3123,0,29,0,0,3123,280400,3123,74,20,1,
"Census Tract 236.02, Bergen County, New Jersey",236.02,853,466,151,4985,0,148,0,22,4143,325700,4985,157,20,2,
"Census Tract 2366.01, Passaic County, New Jersey",2366.01,146,528,176,4144,111,0,0,0,3789,283600,4144,47,15,1,
"Census Tract 2366.02, Passaic County, New Jersey",2366.02,249,1306,375,7099,109,42,95,0,7084,325000,7099,305,15,4,
"Census Tract 24, Atlantic County, New Jersey",24,1225,199,22,2566,0,0,0,55,2557,202300,2566,7,21,3,
"Census Tract 24, Essex County, New Jersey",24,1071,132,173,3029,0,23,15,141,3029,197700,3029,38,18,2,
"Census Tract 24, Hudson County, New Jersey",24,103,969,44,2707,0,108,55,49,2706,552500,2707,199,14,16,
"Census Tract 24, Mercer County, New Jersey",24,0,33,13,1838,0,0,0,0,0,NA,1838,0,28,7,
"Census Tract 24.01, Middlesex County, New Jersey",24.01,172,669,312,5219,67,0,0,66,5219,325500,5219,163,16,4,
"Census Tract 24.02, Middlesex County, New Jersey",24.02,54,250,51,1396,0,5,0,0,1396,484100,1396,35,16,4,
"Census Tract 241, Bergen County, New Jersey",241,236,1247,169,5835,38,0,115,20,5829,751500,5835,426,20,4,
"Census Tract 242, Bergen County, New Jersey",242,172,1048,179,4736,63,0,5,64,4736,608500,4736,266,20,7,
"Census Tract 2460.01, Passaic County, New Jersey",2460.01,311,1082,147,6201,131,75,0,75,6068,481300,6201,146,15,6,
"Census Tract 2460.02, Passaic County, New Jersey",2460.02,47,769,129,3158,0,0,60,0,2993,496700,3158,183,15,6,
"Census Tract 2460.03, Passaic County, New Jersey",2460.03,160,1193,188,5504,19,31,12,0,5344,409500,5504,151,15,4,
"Census Tract 2461.01, Passaic County, New Jersey",2461.01,265,1590,108,7125,0,40,30,0,7125,452000,7125,381,15,13,
"Census Tract 2461.02, Passaic County, New Jersey",2461.02,123,761,111,2618,17,78,0,181,2618,232300,2618,75,15,13,
"Census Tract 2461.03, Passaic County, New Jersey",2461.03,229,1717,230,6914,48,31,26,0,6693,475800,6914,399,15,6,
"Census Tract 2461.04, Passaic County, New Jersey",2461.04,177,717,142,3193,17,46,0,88,3193,457900,3193,183,15,6,
"Census Tract 2462.01, Passaic County, New Jersey",2462.01,21,1324,246,6053,0,27,78,0,5847,509300,6053,184,15,6,
"Census Tract 2462.02, Passaic County, New Jersey",2462.02,185,1519,221,5596,97,31,31,0,5596,488000,5596,249,15,2,
"Census Tract 2462.03, Passaic County, New Jersey",2462.03,107,619,179,3960,88,11,29,32,3960,440600,3960,165,15,3,
"Census Tract 2463, Passaic County, New Jersey",2463,528,782,310,4681,133,100,58,187,4681,317600,4681,269,15,6,
"Census Tract 25, Atlantic County, New Jersey",25,1614,384,328,4308,25,65,13,33,4145,173100,4308,34,21,4,
"Census Tract 25, Essex County, New Jersey",25,830,160,140,2704,0,35,0,37,2704,170800,2704,25,18,7,
"Census Tract 25, Mercer County, New Jersey",25,623,475,394,6237,49,0,16,44,6237,182000,6237,242,28,7,
"Census Tract 25, Middlesex County, New Jersey",25,358,1539,175,7125,68,0,0,0,7125,294700,7125,164,16,5,
"Census Tract 251, Bergen County, New Jersey",251,697,1018,365,6104,0,0,0,0,6104,404000,6104,69,20,4,
"Census Tract 252, Bergen County, New Jersey",252,197,1229,141,5885,0,0,33,0,5885,422800,5885,317,20,1,
"Census Tract 2568.01, Passaic County, New Jersey",2568.01,406,606,284,5293,0,37,73,36,5293,276900,5293,235,15,3,
"Census Tract 2568.02, Passaic County, New Jersey",2568.02,157,740,200,4143,12,0,0,0,4143,287500,4143,246,15,7,
"Census Tract 2568.03, Passaic County, New Jersey",2568.03,137,557,255,4787,30,0,0,77,4787,222000,4787,258,15,1,
"Census Tract 2568.04, Passaic County, New Jersey",2568.04,194,1352,351,7131,71,0,108,0,7013,352500,7131,334,15,5,
"Census Tract 2568.05, Passaic County, New Jersey",2568.05,285,801,252,5138,62,82,46,31,5138,340900,5138,280,15,4,
"Census Tract 26, Essex County, New Jersey",26,976,92,55,1996,0,42,0,35,1996,178800,1996,18,18,11,
"Census Tract 26.01, Mercer County, New Jersey",26.01,526,271,168,4207,9,22,19,0,4195,166300,4207,60,28,2,
"Census Tract 26.02, Mercer County, New Jersey",26.02,476,325,156,4015,10,0,0,25,4015,192700,4015,59,28,6,
"Census Tract 26.03, Middlesex County, New Jersey",26.03,373,1055,107,5185,59,166,9,34,5185,331700,5185,191,16,2,
"Census Tract 26.04, Middlesex County, New Jersey",26.04,510,1103,454,6482,126,127,30,89,6482,290900,6482,317,16,5,
"Census Tract 26.05, Middlesex County, New Jersey",26.05,107,368,85,2683,0,54,0,5,2675,317400,2683,39,16,1,
"Census Tract 261, Bergen County, New Jersey",261,435,933,300,4715,58,0,16,37,4715,515400,4715,289,20,1,
"Census Tract 262, Bergen County, New Jersey",262,371,1445,268,5666,0,0,81,0,5666,504800,5666,279,20,3,
"Census Tract 2641.01, Passaic County, New Jersey",2641.01,476,615,210,5104,13,37,0,11,5104,336000,5104,178,15,4,
"Census Tract 2641.02, Passaic County, New Jersey",2641.02,217,977,311,7025,54,101,41,0,7016,381900,7025,256,15,6,
"Census Tract 2642, Passaic County, New Jersey",2642,2170,259,65,4309,0,0,9,0,4309,320200,4309,0,15,3,
"Census Tract 27, Hudson County, New Jersey",27,1493,764,194,5349,7,6,0,48,5349,241900,5349,87,14,16,
"Census Tract 27.01, Mercer County, New Jersey",27.01,376,310,231,4003,0,0,0,118,4003,199800,4003,202,28,1,
"Census Tract 27.01, Middlesex County, New Jersey",27.01,571,853,126,5573,20,51,0,11,5573,283500,5573,92,16,2,
"Census Tract 27.02, Mercer County, New Jersey",27.02,955,645,490,6919,44,141,0,18,6919,259200,6919,115,28,3,
"Census Tract 27.03, Middlesex County, New Jersey",27.03,269,792,216,5608,0,46,0,0,5608,275800,5608,152,16,7,
"Census Tract 270, Bergen County, New Jersey",270,24,1279,132,4125,0,0,116,37,4125,740600,4125,265,20,3,
"Census Tract 28, Essex County, New Jersey",28,568,63,46,1622,6,20,13,0,1622,190300,1622,15,18,5,
"Census Tract 28, Hudson County, New Jersey",28,1181,1157,76,6750,0,31,23,238,6750,276100,6750,289,14,16,
"Census Tract 28, Mercer County, New Jersey",28,1893,546,306,7691,0,0,0,0,7691,162900,7691,126,28,7,
"Census Tract 28.05, Middlesex County, New Jersey",28.05,27,351,169,2736,0,0,10,0,2736,315400,2736,73,16,2,
"Census Tract 280.01, Bergen County, New Jersey",280.01,614,1337,273,5317,74,12,0,31,5317,458000,5317,260,20,1,
"Census Tract 280.02, Bergen County, New Jersey",280.02,376,893,130,3734,29,29,6,45,3734,505200,3734,199,20,5,
"Census Tract 29, Hudson County, New Jersey",29,629,986,182,4018,0,10,0,145,4018,264500,4018,173,14,7,
"Census Tract 29.01, Middlesex County, New Jersey",29.01,170,533,117,3293,35,103,9,10,3293,284100,3293,41,16,3,
"Census Tract 29.02, Mercer County, New Jersey",29.02,530,627,184,4586,0,14,0,0,4586,235200,4586,132,28,4,
"Census Tract 29.02, Middlesex County, New Jersey",29.02,502,398,74,2902,14,26,0,0,2902,285900,2902,49,16,6,
"Census Tract 29.03, Mercer County, New Jersey",29.03,224,226,204,2865,0,0,11,18,2865,260800,2865,118,28,2,
"Census Tract 29.04, Mercer County, New Jersey",29.04,40,1119,469,5432,43,20,0,0,5432,300400,5432,369,28,7,
"Census Tract 291, Bergen County, New Jersey",291,306,922,293,4879,37,75,11,44,4879,311000,4879,98,20,3,
"Census Tract 292, Bergen County, New Jersey",292,552,781,242,5894,0,14,7,302,5894,364500,5894,233,20,4,
"Census Tract 3, Atlantic County, New Jersey",3,1348,473,75,4329,0,35,0,48,4329,213700,4329,39,21,4,
"Census Tract 3, Essex County, New Jersey",3,1193,304,129,3652,0,15,0,69,3652,324200,3652,10,18,3,
"Census Tract 3, Hudson County, New Jersey",3,824,635,261,4456,0,24,33,83,4456,359700,4456,207,14,6,
"Census Tract 3, Mercer County, New Jersey",3,641,282,86,4228,48,88,26,91,4228,116300,4228,32,28,6,
"Census Tract 3, Middlesex County, New Jersey",3,317,778,429,7317,0,47,0,0,7301,281900,7317,128,16,4,
"Census Tract 30, Hudson County, New Jersey",30,682,496,65,3027,8,208,0,175,3027,313500,3027,56,14,16,
"Census Tract 30.01, Mercer County, New Jersey",30.01,208,770,396,6216,117,0,0,36,6216,338500,6216,232,28,3,
"Census Tract 30.01, Middlesex County, New Jersey",30.01,433,599,228,4443,107,27,0,56,4443,287900,4443,112,16,3,
"Census Tract 30.02, Mercer County, New Jersey",30.02,22,1100,387,5587,67,0,7,0,5474,342200,5587,154,28,4,
"Census Tract 30.02, Middlesex County, New Jersey",30.02,40,1633,113,6702,15,245,0,272,6702,255600,6702,220,16,3,
"Census Tract 30.03, Mercer County, New Jersey",30.03,142,848,462,6175,17,28,8,165,6162,268000,6175,103,28,2,
"Census Tract 30.04, Mercer County, New Jersey",30.04,20,739,348,5258,0,0,55,0,5258,269000,5258,125,28,2,
"Census Tract 30.06, Mercer County, New Jersey",30.06,37,1094,344,5848,30,0,52,17,5809,297500,5848,277,28,6,
"Census Tract 30.07, Mercer County, New Jersey",30.07,136,544,177,3479,24,98,32,9,3479,270100,3479,153,28,4,
"Census Tract 30.08, Mercer County, New Jersey",30.08,59,779,424,5374,58,41,0,40,5086,273100,5374,119,28,2,
"Census Tract 30.09, Mercer County, New Jersey",30.09,104,830,289,4917,0,47,0,62,4867,206500,4917,143,28,6,
"Census Tract 301, Bergen County, New Jersey",301,1068,674,279,5055,0,155,15,22,5055,351100,5055,151,20,5,
"Census Tract 301, Cumberland County, New Jersey",301,318,12,42,926,0,19,0,0,926,104200,926,6,18,4,
"Census Tract 302, Bergen County, New Jersey",302,903,918,278,7603,20,115,0,87,7603,370100,7603,208,20,6,
"Census Tract 302, Cumberland County, New Jersey",302,1958,233,252,5921,102,234,13,39,5921,135000,5921,132,18,7,
"Census Tract 302, Union County, New Jersey",302,610,34,41,3018,0,37,0,0,3018,235800,3018,29,11,5,
"Census Tract 303, Bergen County, New Jersey",303,490,472,130,3939,0,34,0,0,3900,346000,3939,91,20,2,
"Census Tract 303, Cumberland County, New Jersey",303,658,121,151,3588,0,43,0,6,3588,106400,3588,50,18,1,
"Census Tract 304, Bergen County, New Jersey",304,849,922,444,7831,75,99,0,15,7831,343800,7831,168,20,2,
"Census Tract 304, Cumberland County, New Jersey",304,426,911,446,7422,0,31,26,0,7277,190400,7422,201,18,6,
"Census Tract 304, Union County, New Jersey",304,2002,50,98,5941,12,62,0,200,5933,231300,5941,140,11,4,
"Census Tract 305, Union County, New Jersey",305,1185,142,51,5499,0,106,0,0,5499,276900,5499,88,11,3,
"Census Tract 305.01, Cumberland County, New Jersey",305.01,205,657,322,6498,29,0,58,3,6498,178200,6498,146,18,5,
"Census Tract 305.02, Cumberland County, New Jersey",305.02,1216,229,106,4248,74,7,44,0,4248,170600,4248,75,18,4,
"Census Tract 306, Union County, New Jersey",306,1107,139,70,3493,0,54,0,7,3493,227100,3493,66,11,6,
"Census Tract 306, Warren County, New Jersey",306,554,377,98,3962,64,56,11,24,3962,179400,3962,159,10,1,
"Census Tract 307, Warren County, New Jersey",307,917,427,193,4602,0,24,9,80,4602,127900,4602,109,10,3,
"Census Tract 307.01, Union County, New Jersey",307.01,431,58,38,1954,0,0,0,152,1954,263800,1954,29,11,3,
"Census Tract 307.02, Union County, New Jersey",307.02,1169,576,210,8850,52,63,0,0,8850,269600,8850,293,11,5,
"Census Tract 308, Warren County, New Jersey",308,481,246,208,3327,37,14,10,67,3259,165900,3327,132,10,2,
"Census Tract 308.02, Union County, New Jersey",308.02,436,80,65,3097,5,17,0,93,2960,235200,3097,40,11,6,
"Census Tract 309, Union County, New Jersey",309,887,230,88,6392,0,56,28,0,6392,271400,6392,137,11,7,
"Census Tract 309, Warren County, New Jersey",309,625,134,66,2826,0,92,0,53,2826,124800,2826,81,10,2,
"Census Tract 31, Bergen County, New Jersey",31,302,900,229,4792,0,25,31,26,4792,316300,4792,125,20,5,
"Census Tract 31, Essex County, New Jersey",31,447,124,84,1932,0,0,26,6,1932,261300,1932,13,18,11,
"Census Tract 31, Hudson County, New Jersey",31,944,709,105,4141,0,51,10,76,3894,329400,4141,181,14,16,
"Census Tract 31, Mercer County, New Jersey",31,336,631,296,4591,42,0,22,31,4591,213800,4591,220,28,6,
"Census Tract 31.01, Middlesex County, New Jersey",31.01,89,608,106,2885,28,66,32,18,2885,290100,2885,73,16,2,
"Census Tract 31.02, Middlesex County, New Jersey",31.02,542,891,410,4849,39,199,20,109,4849,318300,4849,94,16,4,
"Census Tract 310, Union County, New Jersey",310,1075,95,10,4032,0,1,0,133,4032,212500,4032,51,11,5,
"Census Tract 311, Bergen County, New Jersey",311,538,906,261,5260,31,163,68,133,5260,391300,5260,87,20,2,
"Census Tract 311, Union County, New Jersey",311,971,271,76,4896,35,45,5,68,4896,268200,4896,58,11,6,
"Census Tract 311.01, Warren County, New Jersey",311.01,183,742,507,5892,36,0,35,97,5875,319000,5892,377,10,2,
"Census Tract 311.02, Warren County, New Jersey",311.02,155,623,204,4005,21,0,20,17,3905,351900,4005,186,10,2,
"Census Tract 312, Bergen County, New Jersey",312,301,715,144,4851,53,64,20,28,4851,348900,4851,171,20,6,
"Census Tract 312, Union County, New Jersey",312,1186,168,122,5710,0,31,155,81,5532,237000,5710,42,11,3,
"Census Tract 312, Warren County, New Jersey",312,432,1125,550,7785,95,124,40,33,7746,293100,7785,456,10,2,
"Census Tract 313, Bergen County, New Jersey",313,417,624,128,5197,181,151,0,0,5197,368300,5197,94,20,2,
"Census Tract 313, Union County, New Jersey",313,1223,127,53,6945,127,27,0,0,6945,254500,6945,120,11,6,
"Census Tract 313.01, Warren County, New Jersey",313.01,254,1007,382,5594,60,0,69,38,5585,261700,5594,275,10,1,
"Census Tract 313.02, Warren County, New Jersey",313.02,152,1124,238,4470,61,11,0,118,4470,269700,4470,223,10,7,
"Census Tract 314, Bergen County, New Jersey",314,676,607,200,5899,61,451,36,51,5899,359400,5899,175,20,2,
"Census Tract 314, Union County, New Jersey",314,1065,135,159,5156,0,70,0,225,5156,242800,5156,80,11,2,
"Census Tract 314.01, Warren County, New Jersey",314.01,146,592,225,4363,22,61,0,13,4269,273400,4363,161,10,3,
"Census Tract 314.02, Warren County, New Jersey",314.02,787,524,256,5270,140,184,0,145,5261,264600,5270,222,10,2,
"Census Tract 315, Union County, New Jersey",315,475,279,158,5383,12,26,30,147,5383,284300,5383,60,11,3,
"Census Tract 315, Warren County, New Jersey",315,521,1125,369,7614,69,307,17,92,7420,294000,7614,282,10,5,
"Census Tract 316.01, Union County, New Jersey",316.01,353,337,214,3591,0,175,0,111,3591,213200,3591,108,11,7,
"Census Tract 316.01, Warren County, New Jersey",316.01,218,397,221,4815,47,0,39,0,4641,268800,4815,292,10,5,
"Census Tract 316.02, Union County, New Jersey",316.02,1091,502,143,5998,0,268,0,94,5993,284300,5998,160,11,4,
"Census Tract 316.02, Warren County, New Jersey",316.02,74,305,143,2438,41,0,0,0,2431,200800,2438,88,10,5,
"Census Tract 317, Union County, New Jersey",317,1599,357,300,5788,0,130,0,165,5770,268000,5788,158,11,3,
"Census Tract 317, Warren County, New Jersey",317,242,363,105,2647,0,7,0,10,2647,196300,2647,142,10,1,
"Census Tract 318, Warren County, New Jersey",318,88,321,163,2623,3,0,34,0,2619,274900,2623,107,10,5,
"Census Tract 318.01, Union County, New Jersey",318.01,1051,272,130,5284,15,110,0,40,5284,302100,5284,177,11,2,
"Census Tract 318.02, Union County, New Jersey",318.02,384,228,136,2652,0,90,0,61,2652,268100,2652,67,11,1,
"Census Tract 319, Warren County, New Jersey",319,193,1259,356,6547,16,15,23,0,6539,315700,6547,223,10,5,
"Census Tract 319.03, Union County, New Jersey",319.03,1417,411,120,5795,0,130,8,147,5611,271500,5795,149,11,2,
"Census Tract 319.04, Union County, New Jersey",319.04,1000,180,63,3519,0,83,0,108,3519,239300,3519,143,11,3,
"Census Tract 32, Bergen County, New Jersey",32,648,993,163,4787,0,106,30,8,4787,318800,4787,118,20,5,
"Census Tract 32.01, Mercer County, New Jersey",32.01,321,931,457,7405,90,101,23,30,7405,265200,7405,216,28,7,
"Census Tract 32.01, Middlesex County, New Jersey",32.01,80,384,118,3262,0,0,49,16,3262,299700,3262,101,16,7,
"Census Tract 32.02, Mercer County, New Jersey",32.02,431,1007,355,5602,165,244,0,28,5514,303300,5602,233,28,2,
"Census Tract 32.03, Middlesex County, New Jersey",32.03,412,383,79,3190,0,0,0,0,3183,250200,3190,69,16,5,
"Census Tract 320, Warren County, New Jersey",320,1077,635,350,6439,0,262,75,150,6439,208500,6439,173,10,5,
"Census Tract 320.01, Union County, New Jersey",320.01,1370,300,233,6668,11,72,16,296,6664,288400,6668,165,11,5,
"Census Tract 320.02, Union County, New Jersey",320.02,444,354,175,4429,0,20,0,24,4225,275200,4429,90,11,4,
"Census Tract 321, Union County, New Jersey",321,203,838,315,6672,0,0,0,21,6672,308600,6672,369,11,1,
"Census Tract 321.01, Warren County, New Jersey",321.01,78,489,246,3142,10,0,70,0,3136,306900,3142,122,10,5,
"Census Tract 321.02, Bergen County, New Jersey",321.02,196,1353,258,5995,30,0,118,0,5995,762100,5995,333,20,3,
"Census Tract 321.02, Warren County, New Jersey",321.02,121,1022,266,5626,38,19,79,49,5626,355400,5626,213,10,3,
"Census Tract 321.03, Bergen County, New Jersey",321.03,138,1193,210,4777,59,38,44,61,4777,355900,4777,294,20,6,
