full_name,census_tract,poverty,bachelors,associates,car,diff_countyHouse,diff_countyRent,diff_stateHouse,diff_stateRent,health_ins,house_val,population,self_income,museums,pharmacies,score
"Census Tract 11, Atlantic County, New Jersey",11,837,112,74,1884,0,0,0,10,1884,217400,1884,19,21,4,
"Census Tract 11, Essex County, New Jersey",11,580,184,108,3141,24,15,0,48,3141,221700,3141,6,18,11,
"Census Tract 11, Hudson County, New Jersey",11,812,876,220,5299,16,57,0,38,5299,265400,5299,73,14,6,
"Census Tract 11, Middlesex County, New Jersey",11,423,878,64,4436,0,216,30,251,4431,394700,4436,266,16,4,
"Census Tract 11.01, Mercer County, New Jersey",11.01,652,103,42,2285,22,0,0,14,2285,151000,2285,36,28,2,
"Census Tract 11.02, Mercer County, New Jersey",11.02,1573,172,154,3644,0,74,0,13,3519,84600,3644,80,28,2,
"Census Tract 110, Atlantic County, New Jersey",110,236,270,138,2566,0,6,0,0,2566,258700,2566,71,21,4,
"Census Tract 110, Hudson County, New Jersey",110,502,279,124,2239,0,0,0,43,2213,275000,2239,64,14,11,
"Census Tract 110.01, Hunterdon County, New Jersey",110.01,49,1182,211,7132,65,24,13,20,4594,436300,7132,235,12,4,
"Census Tract 110.02, Hunterdon County, New Jersey",110.02,282,1566,271,5987,152,94,0,29,5881,391800,5987,307,12,9,
"Census Tract 111, Atlantic County, New Jersey",111,577,194,153,2912,10,0,0,0,2912,198900,2912,93,21,5,
"Census Tract 111, Bergen County, New Jersey",111,274,619,158,4293,46,0,26,53,4293,326100,4293,120,20,2,
"Census Tract 111, Essex County, New Jersey",111,1137,187,208,4082,8,38,0,67,4082,110000,4082,52,18,6,
"Census Tract 111, Hudson County, New Jersey",111,1046,626,140,4770,0,0,0,15,4770,295200,4770,148,14,11,
"Census Tract 111, Hunterdon County, New Jersey",111,304,980,210,5064,35,0,20,0,5064,379500,5064,319,12,5,
"Census Tract 112, Bergen County, New Jersey",112,764,677,212,5077,117,47,14,0,5077,353400,5077,166,20,6,
"Census Tract 112, Essex County, New Jersey",112,641,163,115,3024,0,31,0,199,3024,209100,3024,48,18,7,
"Census Tract 112, Hudson County, New Jersey",112,725,1100,211,6689,0,36,13,34,6689,314300,6689,64,14,11,
"Census Tract 112.01, Atlantic County, New Jersey",112.01,151,192,108,1859,3,0,20,0,1859,191500,1859,34,21,5,
"Census Tract 112.01, Hunterdon County, New Jersey",112.01,119,1806,265,7342,261,0,36,0,7342,512700,7342,435,12,9,
"Census Tract 112.02, Atlantic County, New Jersey",112.02,1316,636,329,7524,69,108,87,0,7524,184600,7524,159,21,6,
"Census Tract 112.02, Hunterdon County, New Jersey",112.02,120,782,132,3516,86,21,38,7,3516,376500,3516,116,12,9,
"Census Tract 113, Atlantic County, New Jersey",113,592,357,221,4534,0,165,47,0,4534,178000,4534,69,21,5,
"Census Tract 113, Bergen County, New Jersey",113,349,774,154,4240,14,41,0,9,4240,343300,4240,83,20,4,
"Census Tract 113, Essex County, New Jersey",113,843,210,285,3532,0,32,0,191,3526,NA,3532,58,18,4,
"Census Tract 113, Hudson County, New Jersey",113,663,422,65,2755,0,34,0,0,2755,267100,2755,77,14,11,
"Census Tract 113.01, Hunterdon County, New Jersey",113.01,180,1385,203,6420,109,15,268,0,6215,417300,6420,205,12,9,
"Census Tract 113.02, Hunterdon County, New Jersey",113.02,493,1578,416,7367,67,36,0,21,7361,423700,7367,393,12,9,
"Census Tract 113.03, Hunterdon County, New Jersey",113.03,326,746,553,4652,112,0,0,0,4652,271300,4652,203,12,9,
"Census Tract 113.04, Hunterdon County, New Jersey",113.04,170,841,179,3587,35,0,32,22,3552,450300,3587,153,12,9,
"Census Tract 114, Bergen County, New Jersey",114,505,1145,178,6525,41,73,43,34,6525,375100,6525,188,20,3,
"Census Tract 114, Essex County, New Jersey",114,984,579,151,4790,0,66,0,98,4667,179700,4790,151,18,1,
"Census Tract 114, Hudson County, New Jersey",114,139,466,169,3794,0,24,0,9,3794,306200,3794,76,14,11,
"Census Tract 114, Hunterdon County, New Jersey",114,941,638,125,4663,29,85,0,73,4573,289000,4663,207,12,9,
"Census Tract 114.01, Atlantic County, New Jersey",114.01,233,622,238,4383,7,0,12,0,4383,220900,4383,189,21,1,
"Census Tract 114.03, Atlantic County, New Jersey",114.03,700,760,179,5788,91,404,75,156,5788,130300,5788,331,21,1,
"Census Tract 114.04, Atlantic County, New Jersey",114.04,1554,1150,568,10157,10,31,106,257,9383,189000,10157,194,21,6,
"Census Tract 115, Atlantic County, New Jersey",115,333,902,340,6434,0,0,0,96,6434,206300,6434,313,21,5,
"Census Tract 115, Essex County, New Jersey",115,563,107,157,2328,15,18,0,0,2323,171400,2328,48,18,4,
"Census Tract 115, Hudson County, New Jersey",115,515,485,122,3484,0,31,0,0,3484,324000,3484,60,14,11,
"Census Tract 115, Hunterdon County, New Jersey",115,183,1044,279,5177,153,37,63,6,5158,363100,5177,466,12,9,
"Census Tract 116, Atlantic County, New Jersey",116,396,516,214,4935,26,14,35,26,4916,179100,4935,221,21,2,
"Census Tract 116, Essex County, New Jersey",116,1075,144,68,2981,21,103,0,10,2981,215300,2981,13,18,7,
"Census Tract 116, Hudson County, New Jersey",116,738,761,123,4443,0,17,0,15,4443,305600,4443,79,14,11,
"Census Tract 116, Hunterdon County, New Jersey",116,112,1020,172,5126,60,11,32,5,5126,447600,5126,469,12,9,
"Census Tract 1165, Passaic County, New Jersey",1165,662,1253,480,7995,110,167,0,24,7884,306800,7995,280,15,1,
"Census Tract 117, Essex County, New Jersey",117,800,435,91,3439,0,11,63,85,3411,203400,3439,37,18,2,
"Census Tract 117, Hunterdon County, New Jersey",117,139,563,281,3930,57,20,0,0,3906,405400,3930,262,12,9,
"Census Tract 117.01, Atlantic County, New Jersey",117.01,1681,1106,498,9028,0,0,53,90,9028,192300,9028,347,21,5,
"Census Tract 117.02, Atlantic County, New Jersey",117.02,611,199,167,3269,0,0,3,43,3269,106100,3269,72,21,4,
"Census Tract 118, Essex County, New Jersey",118,385,203,73,2343,0,0,27,38,2343,201900,2343,36,18,4,
"Census Tract 118, Hunterdon County, New Jersey",118,72,567,113,2783,7,57,42,46,2780,392000,2783,239,12,2,
"Census Tract 118.02, Atlantic County, New Jersey",118.02,893,2970,827,16535,76,191,64,159,16535,248200,16535,564,21,2,
"Census Tract 118.03, Atlantic County, New Jersey",118.03,770,677,293,4816,74,12,59,31,4816,186100,4816,106,21,7,
"Census Tract 118.04, Atlantic County, New Jersey",118.04,432,833,358,7042,34,87,0,0,7042,227200,7042,330,21,3,
"Census Tract 118.05, Atlantic County, New Jersey",118.05,401,333,123,2038,11,0,0,0,2038,237100,2038,101,21,1,
"Census Tract 119, Atlantic County, New Jersey",119,1842,690,146,8363,73,64,0,50,8289,168100,8363,169,21,6,
"Census Tract 119, Essex County, New Jersey",119,447,82,82,1684,0,36,0,12,1684,127100,1684,14,18,6,
"Census Tract 119, Hunterdon County, New Jersey",119,278,1068,148,3841,61,201,118,11,3841,365200,3841,296,12,2,
"Census Tract 12, Atlantic County, New Jersey",12,1163,117,182,3193,0,31,0,9,3193,170000,3193,23,21,4,
"Census Tract 12, Mercer County, New Jersey",12,523,399,124,4212,0,0,0,0,4176,159000,4212,104,28,4,
"Census Tract 12, Middlesex County, New Jersey",12,627,805,230,5326,0,150,0,77,5326,329700,5326,123,16,2,
"Census Tract 12.01, Hudson County, New Jersey",12.01,381,667,54,2221,0,53,2,19,2221,342700,2221,56,14,16,
"Census Tract 12.02, Hudson County, New Jersey",12.02,513,272,48,1636,0,6,0,96,1621,278500,1636,47,14,16,
"Census Tract 120, Atlantic County, New Jersey",120,1022,406,161,4612,11,17,11,70,4612,138400,4612,33,21,6,
"Census Tract 120, Essex County, New Jersey",120,1132,561,411,6332,0,40,0,18,6126,174300,6332,70,18,3,
"Census Tract 120.01, Bergen County, New Jersey",120.01,854,1559,311,5933,0,62,72,79,5933,410500,5933,273,20,4,
"Census Tract 120.02, Bergen County, New Jersey",120.02,155,779,81,3303,23,53,13,80,3303,362500,3303,115,20,4,
"Census Tract 121, Atlantic County, New Jersey",121,818,161,99,3148,0,17,11,0,2964,138000,3148,71,21,2,
"Census Tract 121, Essex County, New Jersey",121,589,260,118,3845,0,96,0,79,3845,174400,3845,74,18,2,
"Census Tract 122, Atlantic County, New Jersey",122,1183,254,67,5128,16,0,148,96,5010,174700,5128,85,21,6,
"Census Tract 122, Essex County, New Jersey",122,1139,293,269,5101,0,0,0,0,5101,223200,5101,59,18,5,
"Census Tract 123, Essex County, New Jersey",123,895,427,300,4994,0,71,28,43,4982,185900,4994,64,18,1,
"Census Tract 123, Hudson County, New Jersey",123,259,372,74,2476,0,74,0,0,2476,306500,2476,45,14,5,
"Census Tract 123.02, Atlantic County, New Jersey",123.02,191,685,179,3383,120,0,7,60,3383,252700,3383,118,21,3,
"Census Tract 124, Essex County, New Jersey",124,971,310,256,4376,0,85,0,0,4376,190900,4376,35,18,1,
"Census Tract 124, Hudson County, New Jersey",124,170,543,138,2998,150,12,0,0,2978,348200,2998,93,14,5,
"Census Tract 124.01, Atlantic County, New Jersey",124.01,449,324,187,3108,32,0,0,0,2969,219300,3108,173,21,6,
"Census Tract 124.02, Atlantic County, New Jersey",124.02,219,323,156,2046,10,0,23,0,2041,230100,2046,44,21,3,
"Census Tract 1242, Passaic County, New Jersey",1242,252,1245,211,7177,60,0,0,0,7177,346600,7177,244,15,13,
"Census Tract 1243.11, Passaic County, New Jersey",1243.11,193,829,329,4650,99,19,4,13,4650,352600,4650,204,15,13,
"Census Tract 1243.12, Passaic County, New Jersey",1243.12,124,1032,183,4549,196,0,15,72,4549,428400,4549,183,15,13,
"Census Tract 1243.21, Passaic County, New Jersey",1243.21,235,1071,436,6005,109,133,16,45,6005,338600,6005,132,15,13,
"Census Tract 1243.22, Passaic County, New Jersey",1243.22,99,938,284,4407,93,27,31,49,4407,332600,4407,135,15,13,
"Census Tract 1243.23, Passaic County, New Jersey",1243.23,184,666,92,2894,48,170,0,123,2894,313600,2894,64,15,13,
"Census Tract 1244.01, Passaic County, New Jersey",1244.01,340,1051,425,6901,16,0,103,43,6901,356000,6901,298,15,13,
"Census Tract 1244.02, Passaic County, New Jersey",1244.02,473,1231,174,5198,74,17,0,0,5198,329100,5198,233,15,13,
"Census Tract 1245, Passaic County, New Jersey",1245,732,805,247,5978,31,0,42,0,5978,288800,5978,130,15,13,
"Census Tract 1246.01, Passaic County, New Jersey",1246.01,810,415,285,5243,14,274,0,8,5013,291800,5243,81,15,13,
"Census Tract 1246.02, Passaic County, New Jersey",1246.02,419,675,212,5078,86,4,10,26,5078,331100,5078,107,15,13,
"Census Tract 1247, Passaic County, New Jersey",1247,650,587,179,6144,33,75,8,0,6117,287400,6144,88,15,4,
"Census Tract 1248, Passaic County, New Jersey",1248,625,479,186,4914,20,5,35,0,4893,299100,4914,186,15,13,
"Census Tract 1249, Passaic County, New Jersey",1249,554,476,227,5449,40,44,14,8,5449,287500,5449,83,15,13,
"Census Tract 125, Essex County, New Jersey",125,1002,345,143,3800,17,53,0,53,3800,206400,3800,42,18,4,
"Census Tract 125, Hudson County, New Jersey",125,292,726,88,4660,58,49,0,0,4660,328600,4660,124,14,5,
"Census Tract 125.01, Atlantic County, New Jersey",125.01,14,416,98,2750,5,0,20,42,2586,271500,2750,110,21,1,
"Census Tract 125.02, Atlantic County, New Jersey",125.02,24,275,50,1523,0,0,0,21,1509,269600,1523,104,21,5,
"Census Tract 1250, Passaic County, New Jersey",1250,1143,555,182,6838,0,211,23,0,6838,275700,6838,141,15,13,
"Census Tract 1251, Passaic County, New Jersey",1251,583,216,157,4153,20,23,0,0,4153,266700,4153,87,15,13,
"Census Tract 126, Essex County, New Jersey",126,936,141,101,3065,39,150,0,0,3065,166000,3065,18,18,7,
"Census Tract 126, Hudson County, New Jersey",126,440,532,91,3534,11,28,8,23,3534,298200,3534,84,14,2,
"Census Tract 126.02, Atlantic County, New Jersey",126.02,17,311,104,1407,39,16,0,0,1407,3.00E+05,1407,89,21,6,
"Census Tract 127, Essex County, New Jersey",127,482,155,240,4472,44,62,32,0,4472,172500,4472,46,18,4,
"Census Tract 127, Hudson County, New Jersey",127,507,522,220,6035,25,76,10,28,5203,293400,6035,209,14,4,
"Census Tract 127.01, Atlantic County, New Jersey",127.01,219,359,117,3303,8,17,0,7,3303,221300,3303,82,21,4,
"Census Tract 127.02, Atlantic County, New Jersey",127.02,349,167,99,1774,67,0,13,10,1774,228700,1774,36,21,1,
"Census Tract 128, Essex County, New Jersey",128,573,258,266,3336,0,2,53,0,3336,165900,3336,43,18,4,
"Census Tract 128, Hudson County, New Jersey",128,368,365,127,4230,28,104,20,197,4230,306000,4230,211,14,1,
"Census Tract 128.01, Atlantic County, New Jersey",128.01,616,464,49,4061,0,320,43,9,3987,204100,4061,173,21,6,
"Census Tract 128.02, Atlantic County, New Jersey",128.02,180,265,153,1548,0,12,5,9,1548,222300,1548,112,21,1,
"Census Tract 129, Essex County, New Jersey",129,1439,231,112,3784,0,0,0,22,3784,167500,3784,91,18,4,
"Census Tract 129, Hudson County, New Jersey",129,819,361,169,4068,18,0,13,101,3962,322000,4068,132,14,6,
"Census Tract 13, Atlantic County, New Jersey",13,348,135,105,1653,4,14,2,0,1653,204500,1653,8,21,4,
"Census Tract 13, Essex County, New Jersey",13,477,140,102,1765,0,9,7,15,1765,NA,1765,31,18,11,
"Census Tract 13, Hudson County, New Jersey",13,755,570,67,2924,0,17,49,57,2744,292500,2924,134,14,6,
"Census Tract 13, Mercer County, New Jersey",13,347,495,132,4584,16,111,86,0,3173,205300,4584,99,28,3,
"Census Tract 13, Middlesex County, New Jersey",13,558,848,83,4483,32,243,0,135,4483,356800,4483,259,16,3,
"Census Tract 130, Atlantic County, New Jersey",130,312,805,222,3285,10,10,62,0,3285,478500,3285,157,21,6,
"Census Tract 130, Essex County, New Jersey",130,335,274,71,1982,0,0,0,153,1982,NA,1982,56,18,4,
"Census Tract 130, Hudson County, New Jersey",130,419,256,133,3639,0,70,11,31,3639,306200,3639,56,14,3,
"Census Tract 130.01, Bergen County, New Jersey",130.01,473,2604,153,6526,0,308,0,247,6526,617000,6526,166,20,1,
"Census Tract 130.02, Bergen County, New Jersey",130.02,297,1544,210,5472,70,81,0,455,5472,477900,5472,303,20,6,
"Census Tract 131, Essex County, New Jersey",131,694,81,75,1940,0,51,6,0,1940,179700,1940,25,18,5,
"Census Tract 131, Hudson County, New Jersey",131,379,225,99,2298,0,58,156,0,2298,314000,2298,9,14,2,
"Census Tract 131.01, Atlantic County, New Jersey",131.01,18,357,44,1240,10,0,11,0,1240,597000,1240,69,21,1,
"Census Tract 131.02, Atlantic County, New Jersey",131.02,252,269,73,1725,18,61,46,17,1725,353600,1725,74,21,1,
"Census Tract 132, Essex County, New Jersey",132,719,132,84,2245,0,0,0,20,2245,157600,2245,21,18,2,
"Census Tract 132, Hudson County, New Jersey",132,741,438,101,4783,0,11,0,43,4773,286700,4783,163,14,6,
"Census Tract 132.01, Atlantic County, New Jersey",132.01,860,394,72,3275,20,8,9,71,3275,331500,3275,51,21,4,
"Census Tract 132.02, Atlantic County, New Jersey",132.02,305,318,126,2327,0,0,63,12,2327,209500,2327,35,21,1,
"Census Tract 133, Essex County, New Jersey",133,1265,139,104,3347,0,21,0,14,3347,158200,3347,20,18,11,
"Census Tract 133, Hudson County, New Jersey",133,358,301,182,3308,10,29,12,76,3215,292800,3308,110,14,3,
"Census Tract 133.01, Atlantic County, New Jersey",133.01,182,348,114,2259,77,0,6,0,2259,337900,2259,42,21,6,
"Census Tract 133.02, Atlantic County, New Jersey",133.02,222,304,98,2644,19,9,0,0,2644,297100,2644,165,21,2,
"Census Tract 1337.01, Passaic County, New Jersey",1337.01,829,643,290,5371,9,0,0,6,5345,248700,5371,85,15,1,
"Census Tract 1337.02, Passaic County, New Jersey",1337.02,305,360,99,3028,0,78,0,14,3028,276600,3028,55,15,5,
"Census Tract 134, Essex County, New Jersey",134,167,1005,103,3676,61,43,0,25,3676,386600,3676,87,18,6,
"Census Tract 134, Hudson County, New Jersey",134,356,157,133,2717,11,49,6,4,2717,260500,2717,91,14,6,
"Census Tract 135, Atlantic County, New Jersey",135,107,677,190,2635,11,4,68,67,2589,533700,2635,120,21,7,
"Census Tract 135, Essex County, New Jersey",135,344,1106,139,4665,0,10,0,47,4665,403800,4665,251,18,5,
"Census Tract 135, Hudson County, New Jersey",135,965,637,210,5069,0,8,0,63,5069,295300,5069,119,14,5,
"Census Tract 136, Essex County, New Jersey",136,211,1801,146,6635,31,190,55,90,6635,354000,6635,202,18,3,
"Census Tract 136, Hudson County, New Jersey",136,365,219,29,2281,0,42,13,22,2281,363200,2281,42,14,7,
"Census Tract 137, Essex County, New Jersey",137,568,610,173,4532,66,197,0,0,4532,341900,4532,88,18,2,
"Census Tract 137, Hudson County, New Jersey",137,234,211,114,2492,0,44,0,69,2492,290400,2492,125,14,1,
"Census Tract 138, Essex County, New Jersey",138,237,850,102,4147,23,19,6,6,4147,362800,4147,139,18,6,
"Census Tract 138, Hudson County, New Jersey",138,241,388,67,2285,11,108,0,63,2285,321300,2285,93,14,1,
"Census Tract 139, Essex County, New Jersey",139,111,851,302,4931,101,0,19,0,4931,336500,4931,185,18,6,
"Census Tract 139, Hudson County, New Jersey",139,354,335,163,2880,21,126,0,45,2880,326900,2880,152,14,2,
"Census Tract 14, Atlantic County, New Jersey",14,2173,210,0,3890,0,0,0,28,3881,202000,3890,18,21,4,
"Census Tract 14, Essex County, New Jersey",14,1270,104,57,2748,4,14,0,0,2748,165800,2748,30,18,11,
"Census Tract 14, Hudson County, New Jersey",14,646,696,70,3902,0,64,0,64,3733,317700,3902,104,14,4,
"Census Tract 14.01, Mercer County, New Jersey",14.01,1692,61,78,4058,0,105,0,0,4058,85500,4058,36,28,4,
"Census Tract 14.02, Mercer County, New Jersey",14.02,826,113,90,2131,0,31,0,65,2131,82300,2131,12,28,6,
"Census Tract 14.09, Middlesex County, New Jersey",14.09,82,753,152,3311,15,52,10,11,3311,510200,3311,148,16,14,
"Census Tract 14.10, Middlesex County, New Jersey",14.1,218,1215,144,4244,75,0,8,31,4244,479500,4244,107,16,14,
"Census Tract 14.11, Middlesex County, New Jersey",14.11,62,825,144,3450,59,0,80,0,3450,472900,3450,139,16,14,
"Census Tract 14.12, Middlesex County, New Jersey",14.12,167,810,90,3546,124,0,7,0,3412,383900,3546,140,16,8,
"Census Tract 14.13, Middlesex County, New Jersey",14.13,273,900,152,5495,11,56,12,129,5387,479100,5495,159,16,14,
"Census Tract 14.14, Middlesex County, New Jersey",14.14,220,1393,116,5692,25,37,0,107,5692,372600,5692,161,16,14,
"Census Tract 14.15, Middlesex County, New Jersey",14.15,106,1362,104,5477,74,0,10,0,5477,538900,5477,227,16,14,
"Census Tract 14.16, Middlesex County, New Jersey",14.16,695,2241,358,8937,0,467,0,62,8937,439500,8937,58,16,14,
"Census Tract 14.17, Middlesex County, New Jersey",14.17,60,445,87,2184,0,15,6,6,2078,494600,2184,75,16,14,
"Census Tract 140, Bergen County, New Jersey",140,593,1353,340,7621,0,14,19,231,7397,465000,7621,327,20,2,
"Census Tract 140, Essex County, New Jersey",140,188,650,186,4042,23,89,18,9,4042,279500,4042,169,18,6,
"Census Tract 140, Hudson County, New Jersey",140,673,519,132,5213,56,64,8,104,5213,357700,5213,193,14,5,
