full_name,census_tract,poverty,bachelors,associates,car,diff_countyHouse,diff_countyRent,diff_stateHouse,diff_stateRent,health_ins,house_val,population,self_income,museums,pharmacies,score
"Census Tract 203.02, Cape May County, New Jersey",203.02,258,973,268,4565,129,0,90,0,4565,326000,4565,186,18,6,
"Census Tract 2036, Passaic County, New Jersey",2036,1196,491,201,5919,0,0,0,0,5896,249800,5919,102,15,1,
"Census Tract 204, Cape May County, New Jersey",204,139,469,168,3150,22,30,32,0,3150,296100,3150,120,18,1,
"Census Tract 204, Cumberland County, New Jersey",204,637,91,158,3303,32,0,0,0,3303,124200,3303,53,18,6,
"Census Tract 204, Essex County, New Jersey",204,92,1343,84,4923,132,0,11,0,4923,576100,4923,281,18,1,
"Census Tract 204, Salem County, New Jersey",204,531,134,163,2950,0,18,0,113,2794,172700,2950,26,4,5,
"Census Tract 205, Cape May County, New Jersey",205,802,76,48,2690,55,15,3,33,2681,171200,2690,58,18,5,
"Census Tract 205, Essex County, New Jersey",205,66,2009,96,7995,109,0,99,29,7995,630000,7995,418,18,1,
"Census Tract 205, Salem County, New Jersey",205,147,248,283,2493,53,0,0,0,2429,169100,2493,23,4,2,
"Census Tract 205.02, Cumberland County, New Jersey",205.02,0,11,37,1767,0,0,0,0,0,NA,1767,0,18,7,
"Census Tract 205.03, Cumberland County, New Jersey",205.03,1510,35,126,5203,0,7,5,15,3424,89300,5203,20,18,6,
"Census Tract 206, Cape May County, New Jersey",206,168,230,138,2218,0,70,11,0,2195,238300,2218,101,18,2,
"Census Tract 206, Cumberland County, New Jersey",206,528,251,229,4027,51,0,8,0,4027,116000,4027,51,18,6,
"Census Tract 206, Essex County, New Jersey",206,21,1075,139,4683,58,15,33,7,4611,629900,4683,276,18,6,
"Census Tract 206, Salem County, New Jersey",206,334,165,176,2419,13,0,0,6,2265,137000,2419,50,4,7,
"Census Tract 207, Cape May County, New Jersey",207,653,523,219,4124,35,0,21,0,4023,275700,4124,199,18,4,
"Census Tract 207, Essex County, New Jersey",207,108,1061,136,4271,0,0,45,0,4271,466400,4271,143,18,7,
"Census Tract 207, Salem County, New Jersey",207,519,655,186,4098,87,92,41,0,4022,269800,4098,163,4,7,
"Census Tract 208, Cape May County, New Jersey",208,107,396,150,1905,62,4,32,15,1905,640700,1905,91,18,5,
"Census Tract 208, Essex County, New Jersey",208,347,2079,361,7819,85,0,85,14,7608,597400,7819,414,18,2,
"Census Tract 208, Salem County, New Jersey",208,377,660,185,3548,29,79,16,52,3548,225400,3548,129,4,2,
"Census Tract 209, Salem County, New Jersey",209,231,394,247,3428,10,127,32,47,3370,235500,3428,156,4,4,
"Census Tract 209.01, Cape May County, New Jersey",209.01,51,259,34,925,10,0,41,7,925,1190900,925,75,18,6,
"Census Tract 209.01, Essex County, New Jersey",209.01,30,604,48,2164,13,3,4,7,2164,832400,2164,138,18,2,
"Census Tract 209.02, Cape May County, New Jersey",209.02,62,413,58,1421,19,3,90,16,1421,1060800,1421,77,18,5,
"Census Tract 209.02, Essex County, New Jersey",209.02,228,1455,206,5875,18,16,0,0,5875,477200,5875,313,18,6,
"Census Tract 21, Bergen County, New Jersey",21,156,493,27,1522,6,0,11,0,1522,2000001,1522,69,20,2,
"Census Tract 21, Essex County, New Jersey",21,671,256,124,3155,0,0,7,21,3155,222500,3155,35,18,2,
"Census Tract 21, Mercer County, New Jersey",21,1253,132,57,4999,0,119,0,89,4999,87400,4999,24,28,1,
"Census Tract 21.01, Middlesex County, New Jersey",21.01,115,423,79,2283,53,9,9,12,2283,489200,2283,88,16,7,
"Census Tract 21.02, Middlesex County, New Jersey",21.02,42,751,280,3988,0,36,15,78,3988,433700,3988,146,16,3,
"Census Tract 210, Essex County, New Jersey",210,107,1427,134,5089,8,190,0,0,5089,461500,5089,396,18,6,
"Census Tract 210, Salem County, New Jersey",210,155,147,93,1408,13,82,0,11,1408,193800,1408,45,4,2,
"Census Tract 210.01, Cape May County, New Jersey",210.01,63,347,144,2375,6,0,0,0,1881,320400,2375,76,18,1,
"Census Tract 210.02, Cape May County, New Jersey",210.02,151,610,218,3460,38,0,73,0,3460,281900,3460,246,18,6,
"Census Tract 211, Bergen County, New Jersey",211,1136,631,236,6869,12,50,0,91,6856,363900,6869,166,20,2,
"Census Tract 211, Cape May County, New Jersey",211,369,1001,279,5492,0,0,0,84,5267,268400,5492,259,18,2,
"Census Tract 211, Essex County, New Jersey",211,101,1099,176,4749,72,14,19,28,4749,355200,4749,311,18,6,
"Census Tract 211.01, Salem County, New Jersey",211.01,135,729,365,4879,37,0,0,0,4811,212400,4879,253,4,4,
"Census Tract 211.02, Salem County, New Jersey",211.02,359,480,302,4224,69,0,64,16,4146,220600,4224,142,4,2,
"Census Tract 212, Bergen County, New Jersey",212,780,624,171,5947,10,42,0,60,5947,333700,5947,146,20,6,
"Census Tract 212, Essex County, New Jersey",212,150,913,84,3643,0,37,10,0,3643,525800,3643,240,18,5,
"Census Tract 212.01, Salem County, New Jersey",212.01,166,378,218,3303,17,25,13,0,3219,204400,3303,118,4,4,
"Census Tract 212.02, Salem County, New Jersey",212.02,119,209,131,2235,35,0,0,0,2235,176900,2235,65,4,2,
"Census Tract 213, Bergen County, New Jersey",213,738,445,169,4502,35,0,0,0,4502,315900,4502,157,20,6,
"Census Tract 213, Cape May County, New Jersey",213,355,616,281,3943,39,16,56,0,3943,345400,3943,264,18,2,
"Census Tract 213, Essex County, New Jersey",213,232,1330,185,6034,89,17,0,9,5602,448500,6034,296,18,1,
"Census Tract 213, Salem County, New Jersey",213,152,193,86,1859,0,0,17,8,1430,204200,1859,80,4,3,
"Census Tract 214, Bergen County, New Jersey",214,727,501,226,4668,0,16,0,7,4661,343400,4668,147,20,6,
"Census Tract 214, Cape May County, New Jersey",214,1183,291,227,3786,54,130,30,76,3786,239900,3786,103,18,4,
"Census Tract 214, Essex County, New Jersey",214,232,1796,236,6511,0,117,0,0,6160,440600,6511,265,18,5,
"Census Tract 214, Salem County, New Jersey",214,385,274,209,3130,6,0,25,32,3130,151300,3130,49,4,1,
"Census Tract 215, Bergen County, New Jersey",215,1188,334,169,4742,0,41,0,24,4742,325000,4742,142,20,5,
"Census Tract 215, Cape May County, New Jersey",215,278,160,87,1906,23,0,0,19,1899,215300,1906,59,18,7,
"Census Tract 215, Salem County, New Jersey",215,152,157,171,1944,0,19,22,0,1944,152200,1944,0,4,3,
"Census Tract 216, Bergen County, New Jersey",216,1277,235,151,4728,0,18,0,36,4728,265400,4728,84,20,6,
"Census Tract 216, Cape May County, New Jersey",216,109,645,193,3210,29,9,101,41,3210,424800,3210,160,18,7,
"Census Tract 216, Salem County, New Jersey",216,770,363,522,5822,39,0,80,0,5822,158800,5822,105,4,5,
"Census Tract 216.01, Essex County, New Jersey",216.01,29,1387,486,7531,36,72,75,27,7531,472100,7531,295,18,2,
"Census Tract 216.02, Essex County, New Jersey",216.02,157,1652,168,6519,11,0,35,5,6519,713500,6519,286,18,2,
"Census Tract 2167.01, Passaic County, New Jersey",2167.01,100,1123,366,6739,65,0,51,0,6665,358400,6739,297,15,2,
"Census Tract 2167.02, Passaic County, New Jersey",2167.02,196,1128,306,5659,202,24,35,0,5659,337700,5659,151,15,7,
"Census Tract 217, Salem County, New Jersey",217,157,286,133,2019,0,0,20,64,2012,174400,2019,67,4,7,
"Census Tract 217.01, Cape May County, New Jersey",217.01,203,354,154,2773,7,0,0,12,2654,288900,2773,139,18,1,
"Census Tract 217.01, Essex County, New Jersey",217.01,256,841,197,3724,28,21,84,7,3724,413900,3724,133,18,2,
"Census Tract 217.02, Cape May County, New Jersey",217.02,140,434,108,2484,25,0,48,0,2472,314200,2484,166,18,1,
"Census Tract 217.02, Essex County, New Jersey",217.02,210,1101,144,4243,31,212,106,0,4189,443500,4243,113,18,2,
"Census Tract 218.01, Essex County, New Jersey",218.01,74,711,129,2698,26,7,6,0,2698,499100,2698,156,18,2,
"Census Tract 218.02, Essex County, New Jersey",218.02,137,737,312,3701,18,8,8,19,3494,460800,3701,91,18,2,
"Census Tract 218.03, Cape May County, New Jersey",218.03,524,322,104,3154,18,50,30,0,3150,197100,3154,87,18,2,
"Census Tract 218.03, Essex County, New Jersey",218.03,107,1135,88,4446,63,34,0,19,4446,468400,4446,156,18,2,
"Census Tract 218.04, Cape May County, New Jersey",218.04,843,345,273,5799,0,53,36,34,5799,173100,5799,119,18,1,
"Census Tract 218.05, Cape May County, New Jersey",218.05,448,508,275,4448,29,12,64,42,4410,245500,4448,178,18,1,
"Census Tract 218.06, Cape May County, New Jersey",218.06,144,210,136,2725,57,169,48,15,2725,234000,2725,128,18,1,
"Census Tract 219, Cape May County, New Jersey",219,194,382,147,2058,12,0,4,0,2057,485200,2058,140,18,1,
"Census Tract 219, Salem County, New Jersey",219,548,93,59,1561,6,42,0,1,1561,106300,1561,6,4,6,
"Census Tract 22, Bergen County, New Jersey",22,407,1402,127,5389,33,131,0,27,5038,453800,5389,174,20,7,
"Census Tract 22, Hudson County, New Jersey",22,98,555,29,1573,9,32,8,121,1573,555600,1573,85,14,16,
"Census Tract 22, Mercer County, New Jersey",22,991,174,119,5415,11,0,0,121,5415,85400,5415,21,28,2,
"Census Tract 22, Middlesex County, New Jersey",22,108,889,211,3679,15,17,16,11,3679,331300,3679,101,16,1,
"Census Tract 22.01, Essex County, New Jersey",22.01,2539,474,360,9075,0,176,0,219,9075,228200,9075,203,18,3,
"Census Tract 22.02, Essex County, New Jersey",22.02,730,253,70,3585,19,94,20,29,3585,216700,3585,103,18,5,
"Census Tract 220, Cape May County, New Jersey",220,245,605,216,3529,10,0,164,61,2577,557200,3529,114,18,1,
"Census Tract 220, Salem County, New Jersey",220,1155,44,40,2023,5,64,0,37,2023,69400,2023,34,4,1,
"Census Tract 221, Bergen County, New Jersey",221,130,1015,122,3970,94,6,119,0,3961,614700,3970,189,20,1,
"Census Tract 221, Salem County, New Jersey",221,384,94,36,1347,0,127,24,13,1347,90500,1347,28,4,3,
"Census Tract 221.01, Cape May County, New Jersey",221.01,283,156,22,1713,8,5,58,11,1698,172800,1713,28,18,1,
"Census Tract 221.02, Cape May County, New Jersey",221.02,768,511,235,5738,0,28,64,0,5715,222500,5738,172,18,1,
"Census Tract 222, Bergen County, New Jersey",222,171,2249,233,7917,324,0,47,0,7917,608800,7917,321,20,1,
"Census Tract 222.01, Salem County, New Jersey",222.01,168,137,145,1868,2,0,5,0,1868,228700,1868,64,4,3,
"Census Tract 222.02, Salem County, New Jersey",222.02,119,106,72,1131,22,12,6,3,1131,213700,1131,48,4,1,
"Census Tract 2238.01, Passaic County, New Jersey",2238.01,166,360,122,2526,18,77,17,0,2526,318300,2526,73,15,6,
"Census Tract 2238.02, Passaic County, New Jersey",2238.02,257,1517,421,7818,57,48,15,0,7697,408400,7818,309,15,6,
"Census Tract 2239, Passaic County, New Jersey",2239,377,43,0,556,0,0,0,0,475,NA,556,0,15,2,
"Census Tract 227, Essex County, New Jersey",227,1445,183,99,3045,16,40,0,8,3045,266700,3045,49,18,6,
"Census Tract 228, Essex County, New Jersey",228,905,65,108,2231,0,22,0,0,2231,NA,2231,25,18,11,
"Census Tract 229, Essex County, New Jersey",229,1281,552,18,4265,0,132,0,121,4265,174000,4265,124,18,11,
"Census Tract 23, Atlantic County, New Jersey",23,1048,129,79,2557,0,11,0,0,2557,119600,2557,38,21,4,
"Census Tract 23, Bergen County, New Jersey",23,186,1512,349,5828,0,37,11,0,5617,610000,5828,237,20,6,
"Census Tract 23, Essex County, New Jersey",23,1004,336,153,4605,0,0,0,34,4605,183600,4605,78,18,7,
"Census Tract 23, Hudson County, New Jersey",23,191,747,78,2182,0,157,64,56,2182,506000,2182,113,14,16,
"Census Tract 23.01, Middlesex County, New Jersey",23.01,40,613,148,3952,98,89,7,0,3952,345500,3952,95,16,4,
"Census Tract 23.02, Middlesex County, New Jersey",23.02,78,515,214,3682,27,0,0,0,3682,359000,3682,56,16,2,
"Census Tract 230, Essex County, New Jersey",230,1296,74,22,2882,0,8,0,19,2743,180100,2882,68,18,11,
"Census Tract 231, Bergen County, New Jersey",231,923,505,130,3436,0,139,9,91,3436,258500,3436,28,20,6,
"Census Tract 231, Essex County, New Jersey",231,854,176,52,2451,10,8,0,0,2451,263500,2451,8,18,11,
"Census Tract 232, Bergen County, New Jersey",232,632,1349,271,6632,44,115,11,0,6632,300900,6632,156,20,2,
"Census Tract 232, Essex County, New Jersey",232,1391,48,61,3251,18,0,0,5,3251,216100,3251,65,18,3,
"Census Tract 233.01, Bergen County, New Jersey",233.01,115,428,150,2981,0,0,11,0,2981,355300,2981,106,20,5,
"Census Tract 233.02, Bergen County, New Jersey",233.02,473,1369,345,5015,25,46,0,42,5015,226700,5015,125,20,2,
"Census Tract 234.01, Bergen County, New Jersey",234.01,483,990,102,3857,22,116,11,120,3857,NA,3857,80,20,6,
"Census Tract 234.02, Bergen County, New Jersey",234.02,1203,975,173,6351,70,323,6,120,6226,336500,6351,84,20,5,
"Census Tract 235.01, Bergen County, New Jersey",235.01,624,470,143,3559,35,0,0,21,3343,238600,3559,81,20,4,
"Census Tract 235.02, Bergen County, New Jersey",235.02,519,629,144,4164,0,14,16,94,4164,219000,4164,255,20,1,
"Census Tract 236.01, Bergen County, New Jersey",236.01,421,453,105,3063,0,28,0,0,3063,270200,3063,101,20,1,
"Census Tract 236.02, Bergen County, New Jersey",236.02,886,459,167,5213,0,218,9,0,4363,303000,5213,51,20,2,
"Census Tract 2366.01, Passaic County, New Jersey",2366.01,388,559,163,4608,41,0,60,0,4218,260200,4608,84,15,1,
"Census Tract 2366.02, Passaic County, New Jersey",2366.02,215,1314,261,7028,57,37,81,0,7013,322900,7028,166,15,4,
"Census Tract 24, Atlantic County, New Jersey",24,1197,314,35,2570,0,0,0,29,2560,272200,2570,8,21,3,
"Census Tract 24, Essex County, New Jersey",24,1113,115,187,2531,0,0,0,240,2531,179900,2531,37,18,2,
"Census Tract 24, Hudson County, New Jersey",24,108,1002,76,2571,6,108,93,129,2571,490600,2571,165,14,16,
"Census Tract 24, Mercer County, New Jersey",24,0,27,10,1219,0,0,0,0,0,NA,1219,0,28,7,
"Census Tract 24.01, Middlesex County, New Jersey",24.01,142,893,302,5386,48,0,0,16,5386,324100,5386,122,16,4,
"Census Tract 24.02, Middlesex County, New Jersey",24.02,59,179,98,1550,0,8,0,0,1550,475800,1550,48,16,4,
"Census Tract 241, Bergen County, New Jersey",241,357,1565,199,5942,33,0,131,11,5942,740400,5942,405,20,4,
"Census Tract 242, Bergen County, New Jersey",242,205,1094,186,4790,51,25,49,88,4790,600900,4790,291,20,7,
"Census Tract 2460.01, Passaic County, New Jersey",2460.01,371,1185,174,6330,122,97,55,56,6125,458900,6330,133,15,6,
"Census Tract 2460.02, Passaic County, New Jersey",2460.02,73,689,158,3005,12,0,43,0,2840,482000,3005,146,15,6,
"Census Tract 2460.03, Passaic County, New Jersey",2460.03,114,1213,305,5643,67,7,86,0,5470,393400,5643,202,15,4,
"Census Tract 2461.01, Passaic County, New Jersey",2461.01,378,1559,286,6803,0,0,0,0,6803,411200,6803,259,15,13,
"Census Tract 2461.02, Passaic County, New Jersey",2461.02,76,772,155,2944,18,92,0,135,2944,230200,2944,112,15,13,
"Census Tract 2461.03, Passaic County, New Jersey",2461.03,242,1568,163,6427,35,0,0,0,6247,472600,6427,435,15,6,
"Census Tract 2461.04, Passaic County, New Jersey",2461.04,122,597,134,3078,11,38,0,68,3078,469300,3078,133,15,6,
"Census Tract 2462.01, Passaic County, New Jersey",2462.01,51,1412,258,6237,12,0,0,0,6033,487200,6237,199,15,6,
"Census Tract 2462.02, Passaic County, New Jersey",2462.02,147,1459,155,5320,80,0,32,0,5320,494900,5320,262,15,2,
"Census Tract 2462.03, Passaic County, New Jersey",2462.03,112,754,168,4114,35,8,8,25,4114,437300,4114,145,15,3,
"Census Tract 2463, Passaic County, New Jersey",2463,544,836,278,5019,38,103,17,212,5019,278300,5019,177,15,6,
"Census Tract 25, Atlantic County, New Jersey",25,1485,375,174,4155,3,101,35,24,4018,160600,4155,61,21,4,
"Census Tract 25, Essex County, New Jersey",25,1359,142,57,3283,0,112,0,19,3283,161400,3283,9,18,7,
"Census Tract 25, Mercer County, New Jersey",25,301,396,358,6115,35,0,10,83,6115,173100,6115,122,28,7,
"Census Tract 25, Middlesex County, New Jersey",25,669,1820,376,7297,18,0,0,0,7297,287400,7297,153,16,5,
"Census Tract 251, Bergen County, New Jersey",251,643,1133,362,6320,0,0,0,17,6320,369400,6320,168,20,4,
"Census Tract 252, Bergen County, New Jersey",252,244,1350,102,5804,15,0,64,0,5804,428200,5804,323,20,1,
"Census Tract 2568.01, Passaic County, New Jersey",2568.01,534,694,335,5481,31,48,55,47,5481,258500,5481,203,15,3,
"Census Tract 2568.02, Passaic County, New Jersey",2568.02,112,565,290,3786,25,0,44,0,3786,283800,3786,248,15,7,
"Census Tract 2568.03, Passaic County, New Jersey",2568.03,139,664,303,5081,24,0,13,12,5057,225500,5081,212,15,1,
"Census Tract 2568.04, Passaic County, New Jersey",2568.04,146,1515,223,6917,28,0,37,0,6790,337900,6917,264,15,5,
"Census Tract 2568.05, Passaic County, New Jersey",2568.05,246,862,304,5310,113,16,29,0,5310,331900,5310,202,15,4,
"Census Tract 26, Essex County, New Jersey",26,804,80,90,1912,0,17,0,32,1912,169200,1912,14,18,11,
"Census Tract 26.01, Mercer County, New Jersey",26.01,655,233,163,4362,11,16,18,15,4362,160600,4362,100,28,2,
"Census Tract 26.02, Mercer County, New Jersey",26.02,642,442,212,4454,19,80,0,120,4443,189400,4454,105,28,6,
"Census Tract 26.03, Middlesex County, New Jersey",26.03,320,1008,154,5292,0,34,0,27,5292,314600,5292,102,16,2,
"Census Tract 26.04, Middlesex County, New Jersey",26.04,556,1407,317,6267,91,99,37,0,6267,285900,6267,398,16,5,
"Census Tract 26.05, Middlesex County, New Jersey",26.05,34,423,101,2745,0,0,17,6,2745,331800,2745,101,16,1,
"Census Tract 261, Bergen County, New Jersey",261,377,1037,244,4820,80,0,19,0,4820,498900,4820,230,20,1,
"Census Tract 262, Bergen County, New Jersey",262,303,1164,297,5634,41,0,25,0,5634,530400,5634,326,20,3,
"Census Tract 2641.01, Passaic County, New Jersey",2641.01,536,732,233,5867,11,59,10,21,5867,327700,5867,140,15,4,
"Census Tract 2641.02, Passaic County, New Jersey",2641.02,364,948,301,6491,142,118,58,252,6480,395100,6491,263,15,6,
"Census Tract 2642, Passaic County, New Jersey",2642,1851,237,41,4500,0,0,0,11,4500,348600,4500,20,15,3,
"Census Tract 27, Hudson County, New Jersey",27,1635,771,162,5632,8,21,14,124,5632,265200,5632,115,14,16,
"Census Tract 27.01, Mercer County, New Jersey",27.01,625,264,298,4262,31,0,0,46,4262,182000,4262,255,28,1,
"Census Tract 27.01, Middlesex County, New Jersey",27.01,335,896,166,5546,14,64,15,39,5546,267600,5546,80,16,2,
"Census Tract 27.02, Mercer County, New Jersey",27.02,876,450,353,6396,34,195,0,14,6396,234800,6396,69,28,3,
"Census Tract 27.03, Middlesex County, New Jersey",27.03,269,579,210,5607,0,52,0,0,5607,279300,5607,150,16,7,
"Census Tract 270, Bergen County, New Jersey",270,10,1326,143,4139,15,0,113,31,4139,716800,4139,255,20,3,
"Census Tract 28, Essex County, New Jersey",28,678,89,36,1678,6,6,14,11,1678,197200,1678,32,18,5,
"Census Tract 28, Hudson County, New Jersey",28,1100,1352,134,6175,0,156,31,295,6175,293800,6175,208,14,16,
"Census Tract 28, Mercer County, New Jersey",28,1209,757,280,7077,0,22,0,71,7077,162600,7077,139,28,7,
"Census Tract 28.05, Middlesex County, New Jersey",28.05,54,347,176,2667,0,0,14,0,2667,308000,2667,50,16,2,
"Census Tract 280.01, Bergen County, New Jersey",280.01,597,1458,244,5412,64,15,16,61,5412,453100,5412,282,20,1,
"Census Tract 280.02, Bergen County, New Jersey",280.02,300,873,152,3725,27,26,15,5,3725,503000,3725,149,20,5,
"Census Tract 29, Hudson County, New Jersey",29,726,959,259,4297,0,6,0,135,4297,275900,4297,114,14,7,
"Census Tract 29.01, Middlesex County, New Jersey",29.01,111,487,241,3395,18,104,10,0,3395,279400,3395,29,16,3,
"Census Tract 29.02, Mercer County, New Jersey",29.02,371,577,236,4879,96,55,0,0,4879,232600,4879,120,28,4,
"Census Tract 29.02, Middlesex County, New Jersey",29.02,513,371,94,2952,9,22,10,0,2952,274300,2952,18,16,6,
"Census Tract 29.03, Mercer County, New Jersey",29.03,181,318,195,3041,13,34,26,7,3041,255600,3041,102,28,2,
"Census Tract 29.04, Mercer County, New Jersey",29.04,218,1116,437,5296,50,61,0,0,5296,298000,5296,313,28,7,
"Census Tract 291, Bergen County, New Jersey",291,533,1002,281,4995,0,42,85,77,4995,291400,4995,88,20,3,
"Census Tract 292, Bergen County, New Jersey",292,756,713,250,5873,0,35,12,237,5873,344400,5873,251,20,4,
"Census Tract 3, Atlantic County, New Jersey",3,1372,499,57,4297,0,76,30,41,4297,183300,4297,69,21,4,
"Census Tract 3, Essex County, New Jersey",3,1486,191,110,4119,17,15,0,90,4119,193400,4119,44,18,3,
"Census Tract 3, Hudson County, New Jersey",3,525,528,256,4539,0,87,35,11,4539,371300,4539,140,14,6,
"Census Tract 3, Mercer County, New Jersey",3,884,323,57,4399,0,73,14,76,4399,104300,4399,86,28,6,
"Census Tract 3, Middlesex County, New Jersey",3,711,983,418,7355,22,8,0,0,7338,285200,7355,131,16,4,
"Census Tract 30, Hudson County, New Jersey",30,545,482,110,2900,0,58,0,120,2900,327700,2900,64,14,16,
"Census Tract 30.01, Mercer County, New Jersey",30.01,164,875,417,5969,196,0,0,18,5969,345100,5969,203,28,3,
"Census Tract 30.01, Middlesex County, New Jersey",30.01,397,661,177,4151,18,0,0,0,4151,280000,4151,132,16,3,
"Census Tract 30.02, Mercer County, New Jersey",30.02,65,1020,390,5501,84,0,18,0,5391,320800,5501,133,28,4,
"Census Tract 30.02, Middlesex County, New Jersey",30.02,127,1448,190,6193,16,150,0,93,6193,257500,6193,91,16,3,
"Census Tract 30.03, Mercer County, New Jersey",30.03,258,889,480,6195,72,44,31,139,6195,250500,6195,137,28,2,
"Census Tract 30.04, Mercer County, New Jersey",30.04,141,639,322,5201,15,0,44,0,5201,260400,5201,104,28,2,
"Census Tract 30.06, Mercer County, New Jersey",30.06,23,1048,230,5919,39,12,40,0,5919,291300,5919,293,28,6,
"Census Tract 30.07, Mercer County, New Jersey",30.07,73,654,151,3555,78,110,12,8,3555,253200,3555,142,28,4,
"Census Tract 30.08, Mercer County, New Jersey",30.08,193,743,431,5438,31,33,0,9,5133,272000,5438,95,28,2,
"Census Tract 30.09, Mercer County, New Jersey",30.09,197,926,304,5169,0,52,0,63,5117,211400,5169,172,28,6,
"Census Tract 301, Bergen County, New Jersey",301,1058,706,271,5391,0,131,20,11,5391,354800,5391,138,20,5,
"Census Tract 301, Cumberland County, New Jersey",301,267,14,69,958,0,4,0,0,958,85000,958,8,18,4,
"Census Tract 302, Bergen County, New Jersey",302,1181,872,238,7148,0,101,0,148,7148,377400,7148,253,20,6,
"Census Tract 302, Cumberland County, New Jersey",302,1171,291,261,5035,125,40,0,0,5035,119400,5035,160,18,7,
"Census Tract 302, Union County, New Jersey",302,869,46,17,3557,0,91,0,30,3557,235600,3557,50,11,5,
"Census Tract 303, Bergen County, New Jersey",303,522,565,76,4396,0,39,0,30,4345,338600,4396,88,20,2,
"Census Tract 303, Cumberland County, New Jersey",303,858,142,243,3248,0,27,0,9,3248,118500,3248,43,18,1,
"Census Tract 304, Bergen County, New Jersey",304,955,814,582,7719,274,77,47,30,7719,331700,7719,125,20,2,
"Census Tract 304, Cumberland County, New Jersey",304,948,1053,354,8253,0,48,19,23,8091,177800,8253,232,18,6,
"Census Tract 304, Union County, New Jersey",304,1609,86,69,5658,18,48,0,14,5658,227600,5658,113,11,4,
"Census Tract 305, Union County, New Jersey",305,1024,253,70,5584,0,141,0,0,5584,251700,5584,83,11,3,
"Census Tract 305.01, Cumberland County, New Jersey",305.01,485,549,414,6582,0,0,48,40,6582,178700,6582,151,18,5,
"Census Tract 305.02, Cumberland County, New Jersey",305.02,1311,309,112,4323,10,8,38,0,4323,159100,4323,92,18,4,
"Census Tract 306, Union County, New Jersey",306,944,101,105,3272,10,125,0,0,3272,227300,3272,79,11,6,
"Census Tract 306, Warren County, New Jersey",306,644,488,127,3857,72,172,10,28,3857,165900,3857,174,10,1,
"Census Tract 307, Warren County, New Jersey",307,1041,399,180,4499,0,255,65,331,4499,113400,4499,201,10,3,
"Census Tract 307.01, Union County, New Jersey",307.01,308,107,48,1815,0,0,0,0,1815,271000,1815,58,11,3,
"Census Tract 307.02, Union County, New Jersey",307.02,1646,482,336,8495,24,45,13,0,8495,267800,8495,315,11,5,
"Census Tract 308, Warren County, New Jersey",308,407,240,141,3338,67,12,0,50,3264,159100,3338,124,10,2,
"Census Tract 308.02, Union County, New Jersey",308.02,594,102,119,3166,0,25,0,17,2979,287100,3166,57,11,6,
"Census Tract 309, Union County, New Jersey",309,939,234,127,6418,0,10,0,10,6418,253200,6418,189,11,7,
"Census Tract 309, Warren County, New Jersey",309,746,148,103,2876,0,77,0,0,2876,128200,2876,47,10,2,
"Census Tract 31, Bergen County, New Jersey",31,293,1054,280,4946,14,27,189,49,4946,301900,4946,117,20,5,
"Census Tract 31, Essex County, New Jersey",31,680,58,120,1952,0,0,7,5,1952,163700,1952,23,18,11,
"Census Tract 31, Hudson County, New Jersey",31,1045,848,126,4463,0,35,10,104,4278,342300,4463,163,14,16,
"Census Tract 31, Mercer County, New Jersey",31,414,595,267,4511,34,0,35,65,4511,218000,4511,216,28,6,
"Census Tract 31.01, Middlesex County, New Jersey",31.01,51,539,120,2636,26,12,40,4,2636,300900,2636,80,16,2,
"Census Tract 31.02, Middlesex County, New Jersey",31.02,441,999,433,5139,37,158,43,51,5139,315200,5139,71,16,4,
"Census Tract 310, Union County, New Jersey",310,948,93,15,4352,0,27,0,111,4352,242600,4352,97,11,5,
"Census Tract 311, Bergen County, New Jersey",311,565,1010,282,5684,32,161,18,159,5684,370700,5684,125,20,2,
"Census Tract 311, Union County, New Jersey",311,1243,338,76,5574,36,12,6,123,5574,292500,5574,127,11,6,
"Census Tract 311.01, Warren County, New Jersey",311.01,296,894,407,5818,27,0,42,0,5805,304300,5818,315,10,2,
"Census Tract 311.02, Warren County, New Jersey",311.02,158,657,196,3931,32,0,17,20,3806,357100,3931,215,10,2,
"Census Tract 312, Bergen County, New Jersey",312,707,817,170,4636,26,104,63,28,4636,347400,4636,162,20,6,
"Census Tract 312, Union County, New Jersey",312,1228,217,235,5910,0,57,100,83,5712,173800,5910,69,11,3,
"Census Tract 312, Warren County, New Jersey",312,368,1209,416,7715,66,117,81,72,7667,295000,7715,440,10,2,
"Census Tract 313, Bergen County, New Jersey",313,410,534,190,5259,214,142,0,12,5259,365200,5259,56,20,2,
"Census Tract 313, Union County, New Jersey",313,709,331,157,7060,171,27,0,0,7060,264500,7060,261,11,6,
"Census Tract 313.01, Warren County, New Jersey",313.01,293,843,531,5545,184,81,57,39,5534,255300,5545,260,10,1,
"Census Tract 313.02, Warren County, New Jersey",313.02,141,1011,220,4519,52,21,12,62,4519,255200,4519,243,10,7,
"Census Tract 314, Bergen County, New Jersey",314,462,764,191,6003,23,171,0,16,6003,361800,6003,134,20,2,
"Census Tract 314, Union County, New Jersey",314,1185,134,170,5074,0,104,0,197,5074,232500,5074,120,11,2,
"Census Tract 314.01, Warren County, New Jersey",314.01,309,603,181,4447,87,96,0,19,4375,276700,4447,126,10,3,
"Census Tract 314.02, Warren County, New Jersey",314.02,846,609,268,5138,77,250,0,98,5129,258500,5138,246,10,2,
