"full_name","census_tract","poverty","bachelors","associates","car","diff_countyHouse","diff_countyRent","diff_stateHouse","diff_stateRent","health_ins","house_val","population","self_income","museums","pharmacy","score"
"Census Tract 405, Morris County, New Jersey","405",225,609,145,3709,69,119,0,0,3709,349600,3709,103,NA,NA,NA
"Census Tract 406, Cumberland County, New Jersey","406",1261,671,367,6984,58,0,22,35,6821,197500,6984,251,NA,NA,NA
"Census Tract 406, Morris County, New Jersey","406",44,773,253,3838,128,77,0,75,3838,365400,3838,124,NA,NA,NA
"Census Tract 407, Cumberland County, New Jersey","407",921,884,377,8145,0,136,33,0,7819,193700,8145,245,NA,NA,NA
"Census Tract 407.01, Morris County, New Jersey","407.01",159,1426,235,6175,160,0,14,0,6175,511000,6175,200,NA,NA,NA
"Census Tract 407.02, Morris County, New Jersey","407.02",109,1083,188,4101,27,40,27,29,4101,671400,4101,279,NA,NA,NA
"Census Tract 408, Cumberland County, New Jersey","408",347,925,358,5339,92,7,55,0,5308,256800,5339,169,NA,NA,NA
"Census Tract 408.01, Morris County, New Jersey","408.01",313,1198,122,4793,49,34,0,0,4793,565900,4793,311,NA,NA,NA
"Census Tract 408.03, Morris County, New Jersey","408.03",130,1535,237,7298,46,124,8,156,7183,625200,7298,166,NA,NA,NA
"Census Tract 408.04, Morris County, New Jersey","408.04",126,743,146,3580,42,0,48,0,3580,460900,3580,187,NA,NA,NA
"Census Tract 408.05, Morris County, New Jersey","408.05",193,1440,110,5909,22,18,49,50,5909,653000,5909,488,NA,NA,NA
"Census Tract 409, Morris County, New Jersey","409",176,865,131,4311,8,0,46,43,4214,602000,4311,257,NA,NA,NA
"Census Tract 409.01, Cumberland County, New Jersey","409.01",303,142,146,2985,33,23,22,0,2985,169000,2985,124,NA,NA,NA
"Census Tract 409.02, Cumberland County, New Jersey","409.02",513,364,238,6541,150,12,75,0,6520,162000,6541,155,NA,NA,NA
"Census Tract 41, Essex County, New Jersey","41",637,247,129,2765,0,0,26,0,2749,199100,2765,43,NA,NA,NA
"Census Tract 41, Middlesex County, New Jersey","41",333,239,108,2783,20,0,14,44,2783,236600,2783,27,NA,NA,NA
"Census Tract 41.01, Hudson County, New Jersey","41.01",1707,1097,313,6402,0,100,11,53,6402,246700,6402,161,NA,NA,NA
"Census Tract 41.02, Hudson County, New Jersey","41.02",918,195,120,3549,19,0,13,10,3549,306700,3549,61,NA,NA,NA
"Census Tract 410, Cumberland County, New Jersey","410",460,594,457,7578,151,0,39,0,7525,163800,7578,56,NA,NA,NA
"Census Tract 410, Morris County, New Jersey","410",211,1245,185,4797,11,180,0,14,4725,405900,4797,183,NA,NA,NA
"Census Tract 411, Bergen County, New Jersey","411",675,1347,120,5517,0,37,0,7,5517,472600,5517,176,NA,NA,NA
"Census Tract 411, Cumberland County, New Jersey","411",2244,260,143,6631,0,58,41,44,6631,169100,6631,108,NA,NA,NA
"Census Tract 411, Morris County, New Jersey","411",154,705,179,3606,8,0,8,0,3592,438800,3606,149,NA,NA,NA
"Census Tract 412, Bergen County, New Jersey","412",543,824,51,4472,0,0,0,41,4472,603100,4472,87,NA,NA,NA
"Census Tract 412, Morris County, New Jersey","412",70,1219,72,4206,0,0,25,0,4206,882400,4206,271,NA,NA,NA
"Census Tract 413, Morris County, New Jersey","413",111,923,198,4562,45,0,20,98,4436,442400,4562,146,NA,NA,NA
"Census Tract 413.01, Bergen County, New Jersey","413.01",985,1006,238,5352,0,41,51,135,5352,460400,5352,122,NA,NA,NA
"Census Tract 413.02, Bergen County, New Jersey","413.02",446,962,137,4220,0,0,11,45,4220,584000,4220,136,NA,NA,NA
"Census Tract 414, Morris County, New Jersey","414",81,1128,372,5822,85,85,14,0,5822,359600,5822,177,NA,NA,NA
"Census Tract 415, Morris County, New Jersey","415",70,1595,288,6265,92,47,13,72,6265,454100,6265,245,NA,NA,NA
"Census Tract 416.01, Morris County, New Jersey","416.01",277,1556,349,7360,37,215,35,101,7043,418300,7360,252,NA,NA,NA
"Census Tract 416.02, Morris County, New Jersey","416.02",65,678,98,3150,0,14,0,18,3150,375300,3150,92,NA,NA,NA
"Census Tract 416.03, Morris County, New Jersey","416.03",291,1132,158,4286,0,102,9,12,4286,450100,4286,143,NA,NA,NA
"Census Tract 416.04, Morris County, New Jersey","416.04",86,1211,171,4833,72,0,0,0,4823,497400,4833,190,NA,NA,NA
"Census Tract 417.01, Morris County, New Jersey","417.01",220,982,329,5961,0,183,0,89,5961,346200,5961,233,NA,NA,NA
"Census Tract 417.02, Morris County, New Jersey","417.02",115,535,139,3701,28,140,23,0,3701,341800,3701,88,NA,NA,NA
"Census Tract 417.04, Morris County, New Jersey","417.04",192,1076,161,4372,6,44,11,45,4372,467000,4372,43,NA,NA,NA
"Census Tract 417.05, Morris County, New Jersey","417.05",188,404,73,1466,20,9,0,0,1466,488100,1466,63,NA,NA,NA
"Census Tract 417.06, Morris County, New Jersey","417.06",289,1114,332,5250,0,274,61,199,5250,498200,5250,72,NA,NA,NA
"Census Tract 418.01, Morris County, New Jersey","418.01",246,662,70,2818,32,48,0,122,2792,408300,2818,46,NA,NA,NA
"Census Tract 418.02, Morris County, New Jersey","418.02",142,990,195,5387,78,0,12,0,5387,362500,5387,227,NA,NA,NA
"Census Tract 418.03, Morris County, New Jersey","418.03",83,1110,99,4700,65,25,0,0,4522,540200,4700,256,NA,NA,NA
"Census Tract 419.01, Morris County, New Jersey","419.01",399,928,185,5875,0,25,0,0,5875,508800,5875,284,NA,NA,NA
"Census Tract 419.02, Morris County, New Jersey","419.02",154,1063,269,5347,80,0,11,24,5347,554500,5347,277,NA,NA,NA
"Census Tract 42, Essex County, New Jersey","42",1304,101,41,3078,0,0,0,38,3078,227100,3078,35,NA,NA,NA
"Census Tract 42, Hudson County, New Jersey","42",1264,479,70,4551,0,30,21,0,4551,313300,4551,151,NA,NA,NA
"Census Tract 42, Middlesex County, New Jersey","42",346,439,216,3419,0,5,0,0,3410,291700,3419,28,NA,NA,NA
"Census Tract 42.01, Mercer County, New Jersey","42.01",433,1164,95,6106,146,9,84,102,6028,644200,6106,539,NA,NA,NA
"Census Tract 42.03, Mercer County, New Jersey","42.03",143,824,45,3899,29,15,108,114,3828,1000001,3899,316,NA,NA,NA
"Census Tract 42.04, Mercer County, New Jersey","42.04",362,1048,50,6296,0,107,123,395,6296,830500,6296,325,NA,NA,NA
"Census Tract 420, Morris County, New Jersey","420",118,820,245,4595,88,29,0,182,4595,499700,4595,181,NA,NA,NA
"Census Tract 421, Bergen County, New Jersey","421",160,1473,242,6875,17,0,9,0,6727,512500,6875,268,NA,NA,NA
"Census Tract 421, Morris County, New Jersey","421",135,902,291,4097,30,60,18,0,4063,452900,4097,181,NA,NA,NA
"Census Tract 422, Morris County, New Jersey","422",198,1140,188,5074,135,10,38,71,5074,487800,5074,196,NA,NA,NA
"Census Tract 423.01, Bergen County, New Jersey","423.01",228,1105,154,4617,22,77,54,8,4469,550000,4617,230,NA,NA,NA
"Census Tract 423.01, Morris County, New Jersey","423.01",146,516,106,2556,52,8,21,38,2388,473300,2556,47,NA,NA,NA
"Census Tract 423.02, Bergen County, New Jersey","423.02",123,1080,225,5457,30,0,26,0,4642,544000,5457,210,NA,NA,NA
"Census Tract 423.02, Morris County, New Jersey","423.02",26,628,136,3030,7,0,5,13,3023,492200,3030,99,NA,NA,NA
"Census Tract 424, Bergen County, New Jersey","424",127,966,134,4553,0,0,27,0,4543,617700,4553,225,NA,NA,NA
"Census Tract 425, Bergen County, New Jersey","425",339,1083,191,4799,17,0,71,15,4780,645500,4799,220,NA,NA,NA
"Census Tract 425, Morris County, New Jersey","425",1,789,77,3538,95,28,88,0,3538,652600,3538,166,NA,NA,NA
"Census Tract 426, Morris County, New Jersey","426",318,1542,351,8169,19,222,0,16,8114,605300,8169,483,NA,NA,NA
"Census Tract 427, Morris County, New Jersey","427",28,1131,122,3952,65,76,13,48,3928,648800,3952,155,NA,NA,NA
"Census Tract 428, Morris County, New Jersey","428",105,1274,51,5026,33,210,48,0,5026,785800,5026,209,NA,NA,NA
"Census Tract 429, Morris County, New Jersey","429",184,826,103,3460,22,57,0,34,3460,517000,3460,169,NA,NA,NA
"Census Tract 43, Essex County, New Jersey","43",759,90,109,2489,0,40,16,0,2489,213000,2489,11,NA,NA,NA
"Census Tract 43, Hudson County, New Jersey","43",560,351,54,2284,0,93,43,0,2284,296800,2284,9,NA,NA,NA
"Census Tract 43, Middlesex County, New Jersey","43",429,168,138,4407,0,11,0,0,4407,252400,4407,89,NA,NA,NA
"Census Tract 43.01, Mercer County, New Jersey","43.01",534,1424,230,8074,80,207,82,134,8052,475400,8074,371,NA,NA,NA
"Census Tract 43.04, Mercer County, New Jersey","43.04",348,1710,191,8126,70,0,49,0,8126,647300,8126,417,NA,NA,NA
"Census Tract 43.06, Mercer County, New Jersey","43.06",112,1017,181,4992,139,25,29,0,4927,588200,4992,164,NA,NA,NA
"Census Tract 43.07, Mercer County, New Jersey","43.07",245,1681,173,6104,44,272,139,363,6104,587400,6104,397,NA,NA,NA
"Census Tract 43.09, Mercer County, New Jersey","43.09",243,992,163,4119,71,0,0,0,4119,474300,4119,220,NA,NA,NA
"Census Tract 43.10, Mercer County, New Jersey","43.10",221,2191,399,9493,332,0,128,0,9468,382500,9493,336,NA,NA,NA
"Census Tract 430, Morris County, New Jersey","430",180,917,129,4459,153,115,8,54,4459,586300,4459,192,NA,NA,NA
"Census Tract 430.01, Bergen County, New Jersey","430.01",38,984,160,3794,0,0,43,0,3791,575700,3794,229,NA,NA,NA
"Census Tract 430.02, Bergen County, New Jersey","430.02",234,1053,114,4905,0,0,12,134,4729,510000,4905,221,NA,NA,NA
"Census Tract 431, Morris County, New Jersey","431",80,919,87,3622,67,35,8,44,3622,971200,3622,174,NA,NA,NA
"Census Tract 432, Morris County, New Jersey","432",70,571,101,4368,84,19,0,25,4282,634200,4368,157,NA,NA,NA
"Census Tract 433.01, Morris County, New Jersey","433.01",73,547,70,2793,20,24,0,19,2659,562600,2793,86,NA,NA,NA
"Census Tract 433.02, Morris County, New Jersey","433.02",73,826,103,3099,9,0,51,0,3099,620700,3099,197,NA,NA,NA
"Census Tract 433.03, Morris County, New Jersey","433.03",29,880,111,3636,33,0,49,0,3636,613100,3636,231,NA,NA,NA
"Census Tract 434.01, Morris County, New Jersey","434.01",341,1346,194,7071,80,297,43,60,6756,491300,7071,397,NA,NA,NA
"Census Tract 434.02, Morris County, New Jersey","434.02",317,1633,102,5776,80,11,70,31,5751,601800,5776,374,NA,NA,NA
"Census Tract 435, Morris County, New Jersey","435",1092,417,40,4538,0,58,0,10,4538,357200,4538,107,NA,NA,NA
"Census Tract 436, Morris County, New Jersey","436",283,1186,193,5387,73,161,28,193,5337,405600,5387,385,NA,NA,NA
"Census Tract 437, Morris County, New Jersey","437",194,1088,104,3218,41,72,30,30,2922,409100,3218,110,NA,NA,NA
"Census Tract 438, Morris County, New Jersey","438",412,839,301,5318,66,15,81,68,5133,362700,5318,254,NA,NA,NA
"Census Tract 439, Morris County, New Jersey","439",273,1294,132,4611,54,59,51,75,4611,648500,4611,178,NA,NA,NA
"Census Tract 44, Essex County, New Jersey","44",487,30,90,1873,0,5,0,91,1873,271100,1873,19,NA,NA,NA
"Census Tract 44, Hudson County, New Jersey","44",964,165,85,2381,0,29,0,0,2381,325400,2381,38,NA,NA,NA
"Census Tract 44, Middlesex County, New Jersey","44",424,243,172,4177,25,0,0,0,4177,265300,4177,47,NA,NA,NA
"Census Tract 44.03, Mercer County, New Jersey","44.03",188,728,207,5510,52,258,103,44,5492,270700,5510,233,NA,NA,NA
"Census Tract 44.04, Mercer County, New Jersey","44.04",460,940,396,7051,154,53,21,77,7051,220700,7051,252,NA,NA,NA
"Census Tract 44.05, Mercer County, New Jersey","44.05",544,1470,449,8338,0,196,51,59,8255,376600,8338,350,NA,NA,NA
"Census Tract 44.06, Mercer County, New Jersey","44.06",446,969,333,5018,173,154,249,58,4984,291800,5018,225,NA,NA,NA
"Census Tract 44.07, Mercer County, New Jersey","44.07",391,1200,327,6730,91,126,52,89,6635,363100,6730,275,NA,NA,NA
"Census Tract 440, Morris County, New Jersey","440",149,1603,122,5892,55,102,59,0,5804,793200,5892,250,NA,NA,NA
"Census Tract 441, Bergen County, New Jersey","441",230,1431,293,5933,14,0,150,0,5933,661200,5933,154,NA,NA,NA
"Census Tract 441.01, Morris County, New Jersey","441.01",47,750,87,3068,97,19,4,14,3068,547200,3068,123,NA,NA,NA
"Census Tract 441.02, Morris County, New Jersey","441.02",200,1128,198,5672,25,29,33,81,5672,471400,5672,204,NA,NA,NA
"Census Tract 442, Morris County, New Jersey","442",312,934,186,3833,20,0,7,0,3833,1000001,3833,156,NA,NA,NA
"Census Tract 442.01, Bergen County, New Jersey","442.01",78,1026,322,3834,0,0,51,57,3834,586000,3834,150,NA,NA,NA
"Census Tract 442.02, Bergen County, New Jersey","442.02",96,1155,290,4761,0,81,11,22,4761,399500,4761,240,NA,NA,NA
"Census Tract 443, Morris County, New Jersey","443",372,789,487,6451,0,41,0,71,6451,358800,6451,215,NA,NA,NA
"Census Tract 444.01, Morris County, New Jersey","444.01",107,1026,297,4804,0,0,13,0,4723,433800,4804,195,NA,NA,NA
"Census Tract 444.03, Morris County, New Jersey","444.03",39,1148,311,4904,35,51,18,0,4904,363700,4904,102,NA,NA,NA
"Census Tract 444.04, Morris County, New Jersey","444.04",33,818,174,3739,6,0,45,0,3739,349800,3739,103,NA,NA,NA
"Census Tract 445.01, Morris County, New Jersey","445.01",168,1174,376,6404,268,0,103,0,6404,345600,6404,221,NA,NA,NA
"Census Tract 445.02, Morris County, New Jersey","445.02",112,923,155,4348,0,71,0,6,4337,359400,4348,98,NA,NA,NA
"Census Tract 446.01, Morris County, New Jersey","446.01",105,920,189,5181,35,25,10,0,5181,364300,5181,122,NA,NA,NA
"Census Tract 446.02, Morris County, New Jersey","446.02",218,965,334,5747,11,0,18,0,5747,340800,5747,149,NA,NA,NA
"Census Tract 447.01, Morris County, New Jersey","447.01",172,682,232,4497,64,35,0,23,4467,309300,4497,177,NA,NA,NA
"Census Tract 447.02, Morris County, New Jersey","447.02",175,1228,218,5867,185,68,159,180,5867,383100,5867,270,NA,NA,NA
"Census Tract 448, Morris County, New Jersey","448",382,369,371,7078,0,135,0,169,7075,291500,7078,236,NA,NA,NA
"Census Tract 449, Morris County, New Jersey","449",435,364,260,5913,0,69,72,0,5827,290900,5913,233,NA,NA,NA
"Census Tract 45, Essex County, New Jersey","45",401,149,102,3165,0,44,32,0,3165,224500,3165,15,NA,NA,NA
"Census Tract 45, Hudson County, New Jersey","45",810,352,83,3732,14,0,25,0,3723,280600,3732,65,NA,NA,NA
"Census Tract 45, Middlesex County, New Jersey","45",2237,477,177,6982,25,107,0,168,6969,225900,6982,123,NA,NA,NA
"Census Tract 45.01, Mercer County, New Jersey","45.01",51,348,17,6069,0,16,0,384,6048,750000,6069,169,NA,NA,NA
"Census Tract 45.02, Mercer County, New Jersey","45.02",126,292,21,1628,0,0,15,16,1628,1000001,1628,45,NA,NA,NA
"Census Tract 450, Morris County, New Jersey","450",610,601,234,5217,0,33,0,26,5074,290000,5217,106,NA,NA,NA
"Census Tract 451, Bergen County, New Jersey","451",403,1388,299,8310,53,0,43,37,8268,542200,8310,231,NA,NA,NA
"Census Tract 451, Morris County, New Jersey","451",504,616,380,6531,28,66,0,63,6531,315300,6531,222,NA,NA,NA
"Census Tract 452, Bergen County, New Jersey","452",117,647,58,2771,12,67,0,0,2759,528300,2771,149,NA,NA,NA
"Census Tract 452, Morris County, New Jersey","452",83,586,296,3669,105,0,0,0,3669,336900,3669,152,NA,NA,NA
"Census Tract 453, Morris County, New Jersey","453",221,774,224,4093,18,0,22,44,4000,306800,4093,179,NA,NA,NA
"Census Tract 454.01, Morris County, New Jersey","454.01",184,987,206,5110,32,55,17,67,5059,327900,5110,232,NA,NA,NA
"Census Tract 454.02, Morris County, New Jersey","454.02",385,905,260,5605,0,21,30,0,5605,305200,5605,136,NA,NA,NA
"Census Tract 455.01, Morris County, New Jersey","455.01",33,964,334,5173,117,0,13,0,5173,399200,5173,240,NA,NA,NA
"Census Tract 455.02, Morris County, New Jersey","455.02",412,1590,563,8528,16,12,46,56,8528,415100,8528,250,NA,NA,NA
"Census Tract 456.02, Morris County, New Jersey","456.02",183,126,56,1686,9,14,0,32,1686,217800,1686,28,NA,NA,NA
"Census Tract 456.03, Morris County, New Jersey","456.03",250,1305,143,5053,22,168,11,156,5053,429100,5053,138,NA,NA,NA
"Census Tract 457.01, Morris County, New Jersey","457.01",334,1299,175,6262,108,9,96,71,6262,625000,6262,237,NA,NA,NA
"Census Tract 457.03, Morris County, New Jersey","457.03",12,1044,97,3580,0,0,25,0,3580,626900,3580,141,NA,NA,NA
"Census Tract 457.04, Morris County, New Jersey","457.04",125,1375,167,5468,107,0,84,0,5468,550000,5468,232,NA,NA,NA
"Census Tract 458.04, Morris County, New Jersey","458.04",298,1356,222,5851,0,0,121,39,5851,864600,5851,288,NA,NA,NA
"Census Tract 459.01, Morris County, New Jersey","459.01",34,304,39,1558,15,4,8,6,1558,549100,1558,64,NA,NA,NA
"Census Tract 459.02, Morris County, New Jersey","459.02",407,2168,370,7851,142,0,85,0,7773,678600,7851,464,NA,NA,NA
"Census Tract 46, Essex County, New Jersey","46",686,214,71,2998,0,74,0,65,2998,276800,2998,9,NA,NA,NA
"Census Tract 46, Hudson County, New Jersey","46",246,230,49,2353,0,10,15,0,2353,277500,2353,88,NA,NA,NA
"Census Tract 46, Middlesex County, New Jersey","46",1660,405,90,5229,25,0,16,71,5229,225800,5229,49,NA,NA,NA
"Census Tract 460, Morris County, New Jersey","460",425,157,147,3252,0,0,0,0,3252,290200,3252,62,NA,NA,NA
"Census Tract 461, Bergen County, New Jersey","461",178,596,169,3995,0,66,37,37,3995,364400,3995,90,NA,NA,NA
"Census Tract 461.03, Morris County, New Jersey","461.03",436,1027,406,5833,17,153,0,95,5833,354700,5833,241,NA,NA,NA
"Census Tract 461.04, Morris County, New Jersey","461.04",468,1502,272,7755,32,22,51,41,7755,445100,7755,338,NA,NA,NA
"Census Tract 461.05, Morris County, New Jersey","461.05",389,1258,194,6778,56,224,13,130,6766,291200,6778,227,NA,NA,NA
"Census Tract 461.06, Morris County, New Jersey","461.06",358,1250,445,7686,109,52,6,44,7686,390700,7686,139,NA,NA,NA
"Census Tract 462, Bergen County, New Jersey","462",149,769,225,4270,0,37,10,28,4270,359000,4270,151,NA,NA,NA
"Census Tract 462.01, Morris County, New Jersey","462.01",170,1591,267,6383,119,190,16,32,6299,396200,6383,214,NA,NA,NA
"Census Tract 462.02, Morris County, New Jersey","462.02",61,1072,155,3776,0,0,30,0,3776,461600,3776,141,NA,NA,NA
"Census Tract 462.97, Morris County, New Jersey","462.97",48,723,108,3617,31,0,5,0,3617,509000,3617,241,NA,NA,NA
"Census Tract 462.98, Morris County, New Jersey","462.98",49,1070,250,4801,8,55,0,0,4801,467100,4801,270,NA,NA,NA
"Census Tract 463, Bergen County, New Jersey","463",314,605,187,4496,0,42,30,54,4496,350500,4496,79,NA,NA,NA
"Census Tract 463, Morris County, New Jersey","463",217,1236,225,5402,19,20,22,14,5402,479800,5402,329,NA,NA,NA
"Census Tract 464, Morris County, New Jersey","464",92,1092,95,5004,36,0,51,0,4675,660300,5004,246,NA,NA,NA
"Census Tract 47, Essex County, New Jersey","47",635,397,233,4971,150,35,0,0,4971,257500,4971,64,NA,NA,NA
"Census Tract 47, Hudson County, New Jersey","47",429,340,77,2917,0,72,0,75,2910,378000,2917,153,NA,NA,NA
"Census Tract 47, Middlesex County, New Jersey","47",841,202,73,3318,0,91,9,102,3318,276900,3318,21,NA,NA,NA
"Census Tract 471, Bergen County, New Jersey","471",227,1503,184,6074,0,0,157,35,5991,602300,6074,199,NA,NA,NA
"Census Tract 472, Bergen County, New Jersey","472",73,1066,62,4233,33,13,39,53,4233,863200,4233,283,NA,NA,NA
"Census Tract 473, Bergen County, New Jersey","473",119,884,9,2976,0,0,61,0,2976,1000001,2976,166,NA,NA,NA
"Census Tract 474, Bergen County, New Jersey","474",435,1697,127,5094,34,118,20,77,5086,732900,5094,229,NA,NA,NA
"Census Tract 475, Bergen County, New Jersey","475",48,1729,85,6622,26,30,55,12,6533,618100,6622,159,NA,NA,NA
"Census Tract 48, Hudson County, New Jersey","48",313,874,207,3956,0,0,0,50,3945,309500,3956,93,NA,NA,NA
"Census Tract 48, Middlesex County, New Jersey","48",1541,273,139,5881,0,0,11,13,5640,243100,5881,82,NA,NA,NA
"Census Tract 48.01, Essex County, New Jersey","48.01",741,26,88,2421,0,0,0,121,2421,226300,2421,15,NA,NA,NA
"Census Tract 48.02, Essex County, New Jersey","48.02",1876,39,161,3397,0,62,0,14,3397,287900,3397,10,NA,NA,NA
"Census Tract 481, Bergen County, New Jersey","481",259,732,192,3901,36,118,30,32,3901,467000,3901,188,NA,NA,NA
"Census Tract 482, Bergen County, New Jersey","482",78,1724,282,7439,59,0,8,0,7439,459900,7439,293,NA,NA,NA
"Census Tract 49, Essex County, New Jersey","49",715,308,99,3502,0,25,0,110,3502,275600,3502,68,NA,NA,NA
"Census Tract 49, Hudson County, New Jersey","49",500,465,76,3375,7,21,13,0,3375,298500,3375,14,NA,NA,NA
"Census Tract 49, Middlesex County, New Jersey","49",946,357,129,5587,0,26,0,19,5579,261400,5587,44,NA,NA,NA
"Census Tract 490.01, Bergen County, New Jersey","490.01",246,1257,107,4589,0,0,12,0,4589,666600,4589,327,NA,NA,NA
"Census Tract 490.02, Bergen County, New Jersey","490.02",108,1308,287,5089,0,0,0,36,5053,577100,5089,221,NA,NA,NA
"Census Tract 5, Atlantic County, New Jersey","5",833,223,65,3258,0,10,15,27,3258,174000,3258,69,NA,NA,NA
"Census Tract 5, Essex County, New Jersey","5",481,55,0,2234,7,4,0,0,2234,283700,2234,99,NA,NA,NA
"Census Tract 5, Hudson County, New Jersey","5",517,533,97,4038,49,43,0,25,4038,408200,4038,120,NA,NA,NA
"Census Tract 5, Mercer County, New Jersey","5",872,148,37,4424,0,0,0,36,4424,113800,4424,98,NA,NA,NA
"Census Tract 5.01, Middlesex County, New Jersey","5.01",249,576,213,5247,74,102,70,42,5231,305000,5247,34,NA,NA,NA
"Census Tract 5.02, Middlesex County, New Jersey","5.02",701,1456,301,7446,0,405,0,361,7446,301900,7446,156,NA,NA,NA
"Census Tract 50, Bergen County, New Jersey","50",275,1007,170,6161,15,30,96,41,6161,401800,6161,119,NA,NA,NA
"Census Tract 50, Essex County, New Jersey","50",983,144,96,2797,0,0,0,0,2797,244700,2797,8,NA,NA,NA
"Census Tract 50, Middlesex County, New Jersey","50",1201,290,173,5075,0,0,0,34,5075,336400,5075,100,NA,NA,NA
"Census Tract 500, Bergen County, New Jersey","500",196,847,229,5534,54,0,0,9,5273,365700,5534,144,NA,NA,NA
"Census Tract 5001, Gloucester County, New Jersey","5001",681,366,281,4295,36,90,29,0,4295,165600,4295,111,NA,NA,NA
"Census Tract 5002.01, Gloucester County, New Jersey","5002.01",187,195,90,2640,18,0,7,0,2640,193800,2640,29,NA,NA,NA
"Census Tract 5002.02, Gloucester County, New Jersey","5002.02",452,507,301,4504,10,95,0,0,4488,201200,4504,81,NA,NA,NA
"Census Tract 5002.03, Gloucester County, New Jersey","5002.03",90,909,359,4806,20,13,57,35,4806,213700,4806,117,NA,NA,NA
"Census Tract 5002.04, Gloucester County, New Jersey","5002.04",438,1231,294,6268,64,339,0,75,6119,300900,6268,241,NA,NA,NA
"Census Tract 5002.05, Gloucester County, New Jersey","5002.05",162,339,153,3370,105,0,24,21,3370,196000,3370,65,NA,NA,NA
"Census Tract 5003, Gloucester County, New Jersey","5003",205,183,145,3051,0,0,13,0,3040,177700,3051,90,NA,NA,NA
"Census Tract 5004, Gloucester County, New Jersey","5004",1781,240,233,6104,66,33,10,0,6093,147200,6104,157,NA,NA,NA
"Census Tract 5005, Gloucester County, New Jersey","5005",297,523,227,4906,0,25,220,0,4906,213000,4906,180,NA,NA,NA
"Census Tract 5006, Gloucester County, New Jersey","5006",650,1841,596,9570,192,63,64,0,9427,286300,9570,284,NA,NA,NA
"Census Tract 5007.01, Gloucester County, New Jersey","5007.01",713,1020,432,8084,232,0,29,0,8084,190900,8084,313,NA,NA,NA
"Census Tract 5007.02, Gloucester County, New Jersey","5007.02",232,934,364,5632,56,23,9,38,5618,239300,5632,225,NA,NA,NA
"Census Tract 5007.03, Gloucester County, New Jersey","5007.03",61,276,63,1469,0,0,17,0,1469,286600,1469,52,NA,NA,NA
"Census Tract 5008, Gloucester County, New Jersey","5008",44,501,93,2123,13,0,13,0,2116,304200,2123,106,NA,NA,NA
"Census Tract 5009, Gloucester County, New Jersey","5009",99,343,223,3062,0,0,0,0,3062,221100,3062,122,NA,NA,NA
"Census Tract 501, Somerset County, New Jersey","501",310,642,159,3096,8,50,0,22,2851,328200,3096,123,NA,NA,NA
"Census Tract 5010.01, Gloucester County, New Jersey","5010.01",582,126,169,2475,49,14,33,4,2475,168200,2475,52,NA,NA,NA
"Census Tract 5010.02, Gloucester County, New Jersey","5010.02",659,409,295,3946,15,79,0,0,3606,181900,3946,81,NA,NA,NA
"Census Tract 5010.03, Gloucester County, New Jersey","5010.03",271,681,222,3766,0,0,39,14,3766,183600,3766,177,NA,NA,NA
"Census Tract 5011.01, Gloucester County, New Jersey","5011.01",689,286,137,3804,33,125,23,0,3720,168600,3804,40,NA,NA,NA
"Census Tract 5011.02, Gloucester County, New Jersey","5011.02",661,1204,424,7178,55,41,0,138,7173,240600,7178,167,NA,NA,NA
"Census Tract 5011.03, Gloucester County, New Jersey","5011.03",258,703,262,5412,36,10,64,0,5412,224300,5412,194,NA,NA,NA
"Census Tract 5011.04, Gloucester County, New Jersey","5011.04",142,220,145,3020,10,0,12,0,2909,202700,3020,51,NA,NA,NA
"Census Tract 5011.05, Gloucester County, New Jersey","5011.05",426,328,140,2811,20,145,186,95,2811,180200,2811,75,NA,NA,NA
"Census Tract 5011.06, Gloucester County, New Jersey","5011.06",522,357,217,3557,0,0,22,0,3418,234700,3557,55,NA,NA,NA
"Census Tract 5011.07, Gloucester County, New Jersey","5011.07",345,308,330,4700,27,14,18,0,4700,190800,4700,87,NA,NA,NA
"Census Tract 5012.01, Gloucester County, New Jersey","5012.01",128,1224,373,6153,55,0,25,59,6074,316500,6153,259,NA,NA,NA
"Census Tract 5012.02, Gloucester County, New Jersey","5012.02",172,844,478,4998,23,0,24,0,4986,282000,4998,149,NA,NA,NA
"Census Tract 5012.03, Gloucester County, New Jersey","5012.03",75,422,203,3391,0,0,18,0,3391,222500,3391,130,NA,NA,NA
"Census Tract 5012.04, Gloucester County, New Jersey","5012.04",167,411,255,4063,0,0,13,0,4063,236400,4063,106,NA,NA,NA
"Census Tract 5012.05, Gloucester County, New Jersey","5012.05",92,470,248,3138,105,17,9,0,3138,268100,3138,99,NA,NA,NA
"Census Tract 5012.06, Gloucester County, New Jersey","5012.06",176,460,265,3671,44,33,0,22,3498,257600,3671,83,NA,NA,NA
"Census Tract 5012.08, Gloucester County, New Jersey","5012.08",331,555,277,3749,15,24,12,0,3717,217000,3749,136,NA,NA,NA
"Census Tract 5012.09, Gloucester County, New Jersey","5012.09",531,828,438,7507,13,413,0,71,7507,265000,7507,168,NA,NA,NA
"Census Tract 5012.10, Gloucester County, New Jersey","5012.10",62,381,345,3804,0,33,13,0,3787,255800,3804,115,NA,NA,NA
"Census Tract 5012.12, Gloucester County, New Jersey","5012.12",33,526,153,3672,44,0,0,0,3672,180000,3672,44,NA,NA,NA
