"full_name","census_tract","poverty","bachelors","associates","car","diff_countyHouse","diff_countyRent","diff_stateHouse","diff_stateRent","health_ins","house_val","population","self_income","museums","pharmacy","score"
"Census Tract 211.02, Salem County, New Jersey","211.02",294,401,267,4679,91,11,38,13,4610,207400,4679,153,NA,NA,NA
"Census Tract 212, Bergen County, New Jersey","212",777,617,209,5395,27,70,0,24,5395,369200,5395,138,NA,NA,NA
"Census Tract 212, Essex County, New Jersey","212",73,898,111,3445,79,0,18,0,3445,494500,3445,197,NA,NA,NA
"Census Tract 212.01, Salem County, New Jersey","212.01",185,395,338,3369,18,27,8,35,3306,220400,3369,139,NA,NA,NA
"Census Tract 212.02, Salem County, New Jersey","212.02",202,179,131,2673,31,0,11,0,2673,176000,2673,75,NA,NA,NA
"Census Tract 213, Bergen County, New Jersey","213",586,587,153,3975,23,0,0,73,3975,339600,3975,146,NA,NA,NA
"Census Tract 213, Cape May County, New Jersey","213",593,503,234,4049,76,38,149,77,4009,382300,4049,266,NA,NA,NA
"Census Tract 213, Essex County, New Jersey","213",227,1377,190,5944,122,12,10,29,5599,465600,5944,180,NA,NA,NA
"Census Tract 213, Salem County, New Jersey","213",173,119,91,1692,0,0,68,3,1453,223800,1692,46,NA,NA,NA
"Census Tract 214, Bergen County, New Jersey","214",579,515,123,4689,0,43,0,20,4689,361900,4689,125,NA,NA,NA
"Census Tract 214, Cape May County, New Jersey","214",1095,326,35,3615,38,0,1,18,3615,266200,3615,152,NA,NA,NA
"Census Tract 214, Essex County, New Jersey","214",248,1480,242,6488,120,33,19,9,6078,466200,6488,284,NA,NA,NA
"Census Tract 214, Salem County, New Jersey","214",157,393,236,3431,0,7,0,24,3431,174500,3431,100,NA,NA,NA
"Census Tract 215, Bergen County, New Jersey","215",393,469,247,5167,35,26,0,17,5167,355400,5167,167,NA,NA,NA
"Census Tract 215, Cape May County, New Jersey","215",236,262,33,2193,0,0,68,284,2193,210400,2193,53,NA,NA,NA
"Census Tract 215, Salem County, New Jersey","215",303,196,201,1860,7,35,0,22,1860,170800,1860,28,NA,NA,NA
"Census Tract 216, Bergen County, New Jersey","216",998,384,292,4943,0,76,0,0,4943,329100,4943,100,NA,NA,NA
"Census Tract 216, Cape May County, New Jersey","216",360,686,166,3289,56,23,25,118,3289,429100,3289,184,NA,NA,NA
"Census Tract 216, Salem County, New Jersey","216",741,393,320,5947,30,44,124,0,5947,182100,5947,167,NA,NA,NA
"Census Tract 216.01, Essex County, New Jersey","216.01",104,1437,205,7454,8,0,19,24,7454,583000,7454,372,NA,NA,NA
"Census Tract 216.02, Essex County, New Jersey","216.02",211,1754,119,6276,110,18,0,0,6276,750700,6276,432,NA,NA,NA
"Census Tract 2167.01, Passaic County, New Jersey","2167.01",145,1457,252,6775,30,0,28,0,6685,400800,6775,273,NA,NA,NA
"Census Tract 2167.02, Passaic County, New Jersey","2167.02",280,873,234,5459,72,0,19,0,5443,364000,5459,300,NA,NA,NA
"Census Tract 217, Salem County, New Jersey","217",401,283,160,2131,0,20,0,51,2131,192600,2131,41,NA,NA,NA
"Census Tract 217.01, Cape May County, New Jersey","217.01",171,333,66,2422,0,0,0,0,2282,303400,2422,128,NA,NA,NA
"Census Tract 217.01, Essex County, New Jersey","217.01",136,751,287,3472,34,22,0,0,3472,454900,3472,111,NA,NA,NA
"Census Tract 217.02, Cape May County, New Jersey","217.02",138,465,56,2591,19,0,10,0,2547,287500,2591,123,NA,NA,NA
"Census Tract 217.02, Essex County, New Jersey","217.02",102,921,172,4334,3,34,33,0,4314,501700,4334,141,NA,NA,NA
"Census Tract 218.01, Essex County, New Jersey","218.01",168,537,95,2569,9,0,11,0,2564,537000,2569,179,NA,NA,NA
"Census Tract 218.02, Essex County, New Jersey","218.02",158,785,282,3799,33,9,21,0,3598,465000,3799,152,NA,NA,NA
"Census Tract 218.03, Cape May County, New Jersey","218.03",659,237,125,3545,0,111,22,16,3515,216700,3545,139,NA,NA,NA
"Census Tract 218.03, Essex County, New Jersey","218.03",21,1122,137,4423,18,0,38,8,4423,452800,4423,130,NA,NA,NA
"Census Tract 218.04, Cape May County, New Jersey","218.04",291,278,169,5865,11,149,13,27,5807,204400,5865,152,NA,NA,NA
"Census Tract 218.05, Cape May County, New Jersey","218.05",537,545,178,4659,0,0,40,65,4595,270200,4659,104,NA,NA,NA
"Census Tract 218.06, Cape May County, New Jersey","218.06",302,264,140,2613,13,18,42,127,2613,267700,2613,197,NA,NA,NA
"Census Tract 219, Cape May County, New Jersey","219",142,361,78,2104,5,6,7,0,2102,500900,2104,177,NA,NA,NA
"Census Tract 219, Salem County, New Jersey","219",384,49,84,1909,4,43,0,51,1909,143400,1909,21,NA,NA,NA
"Census Tract 22, Bergen County, New Jersey","22",390,930,143,5151,0,0,2,0,4924,489300,5151,303,NA,NA,NA
"Census Tract 22, Hudson County, New Jersey","22",203,508,65,1477,33,34,30,49,1477,298000,1477,47,NA,NA,NA
"Census Tract 22, Mercer County, New Jersey","22",1449,268,133,5917,8,0,18,106,5887,93100,5917,61,NA,NA,NA
"Census Tract 22, Middlesex County, New Jersey","22",108,716,310,3464,12,12,0,0,3464,337300,3464,121,NA,NA,NA
"Census Tract 22.01, Essex County, New Jersey","22.01",1405,770,218,7306,0,209,0,95,7306,293800,7306,133,NA,NA,NA
"Census Tract 22.02, Essex County, New Jersey","22.02",439,302,95,3441,0,0,83,92,3408,275200,3441,73,NA,NA,NA
"Census Tract 220, Cape May County, New Jersey","220",259,462,205,3613,15,74,43,403,2922,612000,3613,125,NA,NA,NA
"Census Tract 220, Salem County, New Jersey","220",954,55,80,1921,8,84,0,64,1921,94700,1921,3,NA,NA,NA
"Census Tract 221, Bergen County, New Jersey","221",17,901,148,4152,50,0,14,0,4152,592900,4152,221,NA,NA,NA
"Census Tract 221, Salem County, New Jersey","221",373,69,28,1365,10,49,20,15,1365,97900,1365,31,NA,NA,NA
"Census Tract 221.01, Cape May County, New Jersey","221.01",615,95,47,2176,0,0,0,10,2120,218900,2176,35,NA,NA,NA
"Census Tract 221.02, Cape May County, New Jersey","221.02",359,480,251,5294,37,0,37,0,5280,197900,5294,172,NA,NA,NA
"Census Tract 222, Bergen County, New Jersey","222",273,1710,200,7479,37,0,111,0,7479,603800,7479,465,NA,NA,NA
"Census Tract 222.01, Salem County, New Jersey","222.01",114,132,126,1812,33,0,15,12,1807,227700,1812,82,NA,NA,NA
"Census Tract 222.02, Salem County, New Jersey","222.02",32,102,86,1025,4,0,11,0,1025,225300,1025,60,NA,NA,NA
"Census Tract 2238.01, Passaic County, New Jersey","2238.01",272,439,131,3052,0,5,0,0,3037,344800,3052,37,NA,NA,NA
"Census Tract 2238.02, Passaic County, New Jersey","2238.02",195,1098,243,7172,0,0,11,0,7048,396500,7172,194,NA,NA,NA
"Census Tract 2239, Passaic County, New Jersey","2239",261,42,0,560,0,0,0,0,487,NA,560,0,NA,NA,NA
"Census Tract 227, Essex County, New Jersey","227",1645,115,146,3377,0,0,0,0,3377,263100,3377,43,NA,NA,NA
"Census Tract 228, Essex County, New Jersey","228",890,75,18,2134,0,17,0,0,2134,243800,2134,0,NA,NA,NA
"Census Tract 229, Essex County, New Jersey","229",1155,492,71,3663,0,22,0,75,3663,326400,3663,21,NA,NA,NA
"Census Tract 23, Atlantic County, New Jersey","23",1133,107,60,2471,0,11,0,0,2471,189700,2471,70,NA,NA,NA
"Census Tract 23, Bergen County, New Jersey","23",169,1343,188,5729,0,0,0,224,5466,690700,5729,280,NA,NA,NA
"Census Tract 23, Essex County, New Jersey","23",1002,343,97,4963,24,36,23,49,4940,231100,4963,45,NA,NA,NA
"Census Tract 23, Hudson County, New Jersey","23",274,632,21,2162,0,126,8,37,2162,375400,2162,111,NA,NA,NA
"Census Tract 23.01, Middlesex County, New Jersey","23.01",213,647,325,3926,212,7,10,0,3926,342200,3926,81,NA,NA,NA
"Census Tract 23.02, Middlesex County, New Jersey","23.02",66,516,230,3628,32,0,0,0,3628,368300,3628,72,NA,NA,NA
"Census Tract 230, Essex County, New Jersey","230",1223,66,179,2827,0,0,30,0,2681,196700,2827,28,NA,NA,NA
"Census Tract 231, Bergen County, New Jersey","231",620,423,52,2660,8,40,8,88,2660,274400,2660,85,NA,NA,NA
"Census Tract 231, Essex County, New Jersey","231",833,154,129,2344,13,0,0,22,2344,237500,2344,10,NA,NA,NA
"Census Tract 232, Bergen County, New Jersey","232",571,1149,243,6974,0,95,0,62,6974,298900,6974,226,NA,NA,NA
"Census Tract 232, Essex County, New Jersey","232",1458,109,51,3681,0,30,50,69,3681,313100,3681,51,NA,NA,NA
"Census Tract 233.01, Bergen County, New Jersey","233.01",247,500,125,2765,0,0,54,171,2765,384400,2765,78,NA,NA,NA
"Census Tract 233.02, Bergen County, New Jersey","233.02",458,1612,178,4896,0,143,0,142,4879,282000,4896,115,NA,NA,NA
"Census Tract 234.01, Bergen County, New Jersey","234.01",246,904,161,4173,23,89,23,229,4173,164500,4173,123,NA,NA,NA
"Census Tract 234.02, Bergen County, New Jersey","234.02",741,650,327,6294,0,17,30,15,6102,367100,6294,182,NA,NA,NA
"Census Tract 235.01, Bergen County, New Jersey","235.01",832,289,49,3509,0,15,0,51,3336,289600,3509,76,NA,NA,NA
"Census Tract 235.02, Bergen County, New Jersey","235.02",686,577,140,4219,0,12,0,127,4219,228900,4219,103,NA,NA,NA
"Census Tract 236.01, Bergen County, New Jersey","236.01",725,348,93,3045,0,21,0,0,3045,319800,3045,48,NA,NA,NA
"Census Tract 236.02, Bergen County, New Jersey","236.02",626,528,192,4591,0,135,0,24,3758,366000,4591,141,NA,NA,NA
"Census Tract 2366.01, Passaic County, New Jersey","2366.01",236,419,161,4038,134,0,0,0,3717,292800,4038,46,NA,NA,NA
"Census Tract 2366.02, Passaic County, New Jersey","2366.02",168,1034,387,7024,47,0,10,0,7002,339400,7024,252,NA,NA,NA
"Census Tract 24, Atlantic County, New Jersey","24",1420,112,22,2369,0,25,0,83,2365,145100,2369,35,NA,NA,NA
"Census Tract 24, Essex County, New Jersey","24",1193,219,149,3448,0,21,16,90,3448,199200,3448,16,NA,NA,NA
"Census Tract 24, Hudson County, New Jersey","24",85,791,45,2571,0,105,0,60,2567,571300,2571,151,NA,NA,NA
"Census Tract 24, Mercer County, New Jersey","24",0,12,11,1867,0,0,0,0,0,NA,1867,0,NA,NA,NA
"Census Tract 24.01, Middlesex County, New Jersey","24.01",100,713,293,5274,18,0,0,67,5274,350900,5274,139,NA,NA,NA
"Census Tract 24.02, Middlesex County, New Jersey","24.02",52,226,40,1336,20,14,0,0,1336,627500,1336,39,NA,NA,NA
"Census Tract 241, Bergen County, New Jersey","241",159,1190,125,5754,21,0,13,22,5735,804000,5754,332,NA,NA,NA
"Census Tract 242, Bergen County, New Jersey","242",121,1161,152,4715,64,0,12,8,4715,634100,4715,225,NA,NA,NA
"Census Tract 2460.01, Passaic County, New Jersey","2460.01",298,936,173,5941,10,8,0,71,5799,496400,5941,201,NA,NA,NA
"Census Tract 2460.02, Passaic County, New Jersey","2460.02",79,792,84,3206,11,0,52,0,3032,579800,3206,183,NA,NA,NA
"Census Tract 2460.03, Passaic County, New Jersey","2460.03",186,1138,233,5748,126,30,13,0,5599,437900,5748,169,NA,NA,NA
"Census Tract 2461.01, Passaic County, New Jersey","2461.01",188,1254,107,6905,33,53,34,0,6829,467800,6905,413,NA,NA,NA
"Census Tract 2461.02, Passaic County, New Jersey","2461.02",225,592,106,2364,0,151,0,73,2364,236000,2364,66,NA,NA,NA
"Census Tract 2461.03, Passaic County, New Jersey","2461.03",62,1754,293,6864,40,36,20,0,6631,518600,6864,426,NA,NA,NA
"Census Tract 2461.04, Passaic County, New Jersey","2461.04",232,664,105,3264,27,39,0,111,3264,493900,3264,127,NA,NA,NA
"Census Tract 2462.01, Passaic County, New Jersey","2462.01",110,1361,149,6081,0,21,108,0,5915,579400,6081,242,NA,NA,NA
"Census Tract 2462.02, Passaic County, New Jersey","2462.02",100,1322,201,5508,91,30,37,0,5508,495600,5508,232,NA,NA,NA
"Census Tract 2462.03, Passaic County, New Jersey","2462.03",57,690,131,3970,86,0,17,0,3970,450600,3970,224,NA,NA,NA
"Census Tract 2463, Passaic County, New Jersey","2463",313,892,336,4790,168,218,39,9,4790,326400,4790,310,NA,NA,NA
"Census Tract 25, Atlantic County, New Jersey","25",1110,206,283,3925,28,71,13,25,3756,229800,3925,0,NA,NA,NA
"Census Tract 25, Essex County, New Jersey","25",469,172,227,2874,0,0,33,101,2874,207000,2874,43,NA,NA,NA
"Census Tract 25, Mercer County, New Jersey","25",705,367,302,6271,23,70,39,64,6271,193100,6271,257,NA,NA,NA
"Census Tract 25, Middlesex County, New Jersey","25",541,1322,189,7146,80,0,0,0,7146,329100,7146,287,NA,NA,NA
"Census Tract 251, Bergen County, New Jersey","251",532,1116,252,6230,0,26,0,0,6230,442000,6230,169,NA,NA,NA
"Census Tract 252, Bergen County, New Jersey","252",281,1088,251,5600,32,0,0,0,5600,461200,5600,225,NA,NA,NA
"Census Tract 2568.01, Passaic County, New Jersey","2568.01",260,423,202,4729,21,40,39,19,4729,287200,4729,165,NA,NA,NA
"Census Tract 2568.02, Passaic County, New Jersey","2568.02",107,657,174,3886,12,0,0,0,3886,314100,3886,180,NA,NA,NA
"Census Tract 2568.03, Passaic County, New Jersey","2568.03",146,616,216,4610,55,0,24,64,4610,257000,4610,217,NA,NA,NA
"Census Tract 2568.04, Passaic County, New Jersey","2568.04",259,1410,268,7450,61,0,66,0,7341,360200,7450,408,NA,NA,NA
"Census Tract 2568.05, Passaic County, New Jersey","2568.05",235,835,270,5194,17,82,50,107,5194,366600,5194,285,NA,NA,NA
"Census Tract 26, Essex County, New Jersey","26",795,44,46,1688,0,23,0,117,1688,175900,1688,15,NA,NA,NA
"Census Tract 26.01, Mercer County, New Jersey","26.01",358,223,162,4085,6,16,9,94,4075,189700,4085,39,NA,NA,NA
"Census Tract 26.02, Mercer County, New Jersey","26.02",257,452,188,3842,81,16,9,117,3842,217800,3842,64,NA,NA,NA
"Census Tract 26.03, Middlesex County, New Jersey","26.03",233,1294,144,5393,24,151,10,38,5393,319800,5393,149,NA,NA,NA
"Census Tract 26.04, Middlesex County, New Jersey","26.04",276,929,327,6321,76,41,14,108,6321,317800,6321,234,NA,NA,NA
"Census Tract 26.05, Middlesex County, New Jersey","26.05",160,450,71,2732,12,72,7,9,2726,339800,2732,47,NA,NA,NA
"Census Tract 261, Bergen County, New Jersey","261",144,943,267,4517,0,0,15,43,4517,542200,4517,301,NA,NA,NA
"Census Tract 262, Bergen County, New Jersey","262",371,1287,202,5734,0,0,49,0,5734,535500,5734,242,NA,NA,NA
"Census Tract 2641.01, Passaic County, New Jersey","2641.01",484,664,307,4823,0,32,0,14,4823,384700,4823,85,NA,NA,NA
"Census Tract 2641.02, Passaic County, New Jersey","2641.02",411,1276,292,7134,99,40,0,0,7126,397800,7134,331,NA,NA,NA
"Census Tract 2642, Passaic County, New Jersey","2642",2557,57,70,4574,0,17,25,88,4574,167500,4574,0,NA,NA,NA
"Census Tract 27, Hudson County, New Jersey","27",781,689,109,4445,7,7,0,62,4445,242600,4445,114,NA,NA,NA
"Census Tract 27.01, Mercer County, New Jersey","27.01",201,385,149,3797,118,76,0,93,3774,200300,3797,124,NA,NA,NA
"Census Tract 27.01, Middlesex County, New Jersey","27.01",680,996,118,5569,20,85,0,11,5569,308000,5569,86,NA,NA,NA
"Census Tract 27.02, Mercer County, New Jersey","27.02",884,750,502,6458,24,150,0,21,6458,265800,6458,71,NA,NA,NA
"Census Tract 27.03, Middlesex County, New Jersey","27.03",187,778,312,5948,0,59,0,25,5948,298600,5948,48,NA,NA,NA
"Census Tract 270, Bergen County, New Jersey","270",67,1199,137,4085,0,0,243,9,4085,771600,4085,258,NA,NA,NA
"Census Tract 28, Essex County, New Jersey","28",406,67,41,1550,0,16,11,0,1550,216400,1550,15,NA,NA,NA
"Census Tract 28, Hudson County, New Jersey","28",1115,848,135,5838,0,51,0,196,5838,267500,5838,229,NA,NA,NA
"Census Tract 28, Mercer County, New Jersey","28",1799,341,457,6753,0,0,54,0,6753,157700,6753,103,NA,NA,NA
"Census Tract 28.05, Middlesex County, New Jersey","28.05",32,366,222,2710,0,0,6,32,2710,328200,2710,100,NA,NA,NA
"Census Tract 280.01, Bergen County, New Jersey","280.01",523,1129,176,5185,45,0,0,0,5185,428000,5185,257,NA,NA,NA
"Census Tract 280.02, Bergen County, New Jersey","280.02",273,858,92,3763,0,12,0,62,3750,550400,3763,244,NA,NA,NA
"Census Tract 29, Hudson County, New Jersey","29",528,758,308,3746,22,64,20,98,3746,288600,3746,155,NA,NA,NA
"Census Tract 29.01, Middlesex County, New Jersey","29.01",98,380,172,3058,8,0,0,15,3058,303100,3058,42,NA,NA,NA
"Census Tract 29.02, Mercer County, New Jersey","29.02",611,641,221,4468,0,0,0,27,4468,257000,4468,125,NA,NA,NA
"Census Tract 29.02, Middlesex County, New Jersey","29.02",253,465,105,3196,11,0,0,0,3196,296800,3196,136,NA,NA,NA
"Census Tract 29.03, Mercer County, New Jersey","29.03",259,295,200,2828,0,0,14,33,2828,279100,2828,161,NA,NA,NA
"Census Tract 29.04, Mercer County, New Jersey","29.04",9,1168,597,5685,38,0,0,0,5685,335600,5685,326,NA,NA,NA
"Census Tract 291, Bergen County, New Jersey","291",167,791,255,4537,51,79,0,54,4537,315800,4537,88,NA,NA,NA
"Census Tract 292, Bergen County, New Jersey","292",368,981,212,6098,36,0,0,14,6098,403100,6098,115,NA,NA,NA
"Census Tract 3, Atlantic County, New Jersey","3",1102,360,110,4149,0,46,0,207,4149,233900,4149,4,NA,NA,NA
"Census Tract 3, Essex County, New Jersey","3",860,268,74,3178,0,0,0,32,3178,308300,3178,69,NA,NA,NA
"Census Tract 3, Hudson County, New Jersey","3",752,517,207,4338,11,24,0,128,4338,400700,4338,164,NA,NA,NA
"Census Tract 3, Mercer County, New Jersey","3",758,300,139,4721,80,71,39,113,4721,126200,4721,55,NA,NA,NA
"Census Tract 3, Middlesex County, New Jersey","3",640,1005,440,7271,34,49,0,0,7271,289300,7271,158,NA,NA,NA
"Census Tract 30, Hudson County, New Jersey","30",749,528,36,3158,6,213,0,90,3158,315300,3158,87,NA,NA,NA
"Census Tract 30.01, Mercer County, New Jersey","30.01",136,930,409,6606,150,0,12,36,6606,356400,6606,239,NA,NA,NA
"Census Tract 30.01, Middlesex County, New Jersey","30.01",587,570,119,4352,66,81,0,91,4352,325000,4352,106,NA,NA,NA
"Census Tract 30.02, Mercer County, New Jersey","30.02",23,1218,351,6115,106,0,6,0,6006,354600,6115,204,NA,NA,NA
"Census Tract 30.02, Middlesex County, New Jersey","30.02",155,1732,187,6575,16,158,0,261,6575,248700,6575,255,NA,NA,NA
"Census Tract 30.03, Mercer County, New Jersey","30.03",99,889,469,6041,42,36,29,0,6034,285900,6041,113,NA,NA,NA
"Census Tract 30.04, Mercer County, New Jersey","30.04",54,966,285,5704,0,0,90,0,5704,295100,5704,203,NA,NA,NA
"Census Tract 30.06, Mercer County, New Jersey","30.06",37,1098,372,5996,55,0,32,14,5887,312000,5996,257,NA,NA,NA
"Census Tract 30.07, Mercer County, New Jersey","30.07",124,475,266,3449,21,0,42,0,3449,311900,3449,94,NA,NA,NA
"Census Tract 30.08, Mercer County, New Jersey","30.08",143,733,469,5285,57,82,0,35,4998,286300,5285,162,NA,NA,NA
"Census Tract 30.09, Mercer County, New Jersey","30.09",26,991,392,5189,18,19,0,0,5165,223900,5189,105,NA,NA,NA
"Census Tract 301, Bergen County, New Jersey","301",251,547,346,4946,0,227,18,26,4946,344000,4946,88,NA,NA,NA
"Census Tract 301, Cumberland County, New Jersey","301",319,37,59,895,0,7,0,0,895,104200,895,10,NA,NA,NA
"Census Tract 302, Bergen County, New Jersey","302",773,930,304,7991,23,59,23,14,7991,395000,7991,200,NA,NA,NA
"Census Tract 302, Cumberland County, New Jersey","302",1655,181,105,5655,93,258,13,51,5655,136900,5655,97,NA,NA,NA
"Census Tract 302, Union County, New Jersey","302",651,45,42,2586,0,44,0,60,2586,241200,2586,37,NA,NA,NA
"Census Tract 303, Bergen County, New Jersey","303",780,431,168,4293,0,35,12,0,4274,369700,4293,94,NA,NA,NA
"Census Tract 303, Cumberland County, New Jersey","303",916,173,58,3710,0,62,0,6,3710,119000,3710,37,NA,NA,NA
"Census Tract 304, Bergen County, New Jersey","304",1166,892,226,6946,31,28,0,12,6946,332900,6946,109,NA,NA,NA
"Census Tract 304, Cumberland County, New Jersey","304",824,776,303,7849,11,15,22,58,7720,196900,7849,194,NA,NA,NA
"Census Tract 304, Union County, New Jersey","304",1603,57,77,5737,0,62,0,115,5715,252000,5737,72,NA,NA,NA
"Census Tract 305, Union County, New Jersey","305",1196,115,17,4856,0,165,0,0,4856,276300,4856,81,NA,NA,NA
"Census Tract 305.01, Cumberland County, New Jersey","305.01",110,513,407,6179,24,0,46,0,6179,198000,6179,113,NA,NA,NA
"Census Tract 305.02, Cumberland County, New Jersey","305.02",997,277,94,4150,83,8,14,0,4150,181000,4150,60,NA,NA,NA
"Census Tract 306, Union County, New Jersey","306",1013,92,122,3203,0,0,0,14,3182,234600,3203,44,NA,NA,NA
"Census Tract 306, Warren County, New Jersey","306",541,224,118,3765,33,13,9,40,3765,183600,3765,65,NA,NA,NA
"Census Tract 307, Warren County, New Jersey","307",1007,267,201,4942,19,168,18,16,4942,138100,4942,68,NA,NA,NA
"Census Tract 307.01, Union County, New Jersey","307.01",338,89,34,1837,0,0,0,127,1837,307100,1837,51,NA,NA,NA
"Census Tract 307.02, Union County, New Jersey","307.02",1171,553,137,8461,55,147,26,39,8461,317000,8461,276,NA,NA,NA
"Census Tract 308, Warren County, New Jersey","308",554,226,219,3198,74,8,4,23,3138,201600,3198,60,NA,NA,NA
"Census Tract 308.02, Union County, New Jersey","308.02",441,123,63,2945,5,0,0,52,2885,321900,2945,36,NA,NA,NA
"Census Tract 309, Union County, New Jersey","309",971,245,78,6400,27,90,24,0,6400,318000,6400,118,NA,NA,NA
"Census Tract 309, Warren County, New Jersey","309",591,135,110,3031,17,28,0,55,3031,139300,3031,91,NA,NA,NA
"Census Tract 31, Bergen County, New Jersey","31",274,940,210,5068,0,36,12,0,5068,346000,5068,166,NA,NA,NA
"Census Tract 31, Essex County, New Jersey","31",731,138,46,1995,0,0,25,4,1995,248100,1995,33,NA,NA,NA
"Census Tract 31, Hudson County, New Jersey","31",871,679,49,3681,0,66,0,114,3319,329300,3681,143,NA,NA,NA
"Census Tract 31, Mercer County, New Jersey","31",222,556,216,4257,30,24,55,91,4257,238600,4257,242,NA,NA,NA
"Census Tract 31.01, Middlesex County, New Jersey","31.01",62,520,145,2806,15,41,10,0,2806,316900,2806,65,NA,NA,NA
"Census Tract 31.02, Middlesex County, New Jersey","31.02",326,876,292,4475,48,103,0,70,4475,336700,4475,80,NA,NA,NA
"Census Tract 310, Union County, New Jersey","310",936,101,48,3909,0,0,0,41,3909,278300,3909,8,NA,NA,NA
"Census Tract 311, Bergen County, New Jersey","311",445,1049,252,5093,30,194,69,104,5093,420600,5093,126,NA,NA,NA
"Census Tract 311, Union County, New Jersey","311",1271,174,81,5641,0,60,0,52,5641,267400,5641,105,NA,NA,NA
"Census Tract 311.01, Warren County, New Jersey","311.01",348,728,430,5957,20,0,33,116,5957,346100,5957,357,NA,NA,NA
"Census Tract 311.02, Warren County, New Jersey","311.02",121,700,239,3885,7,3,14,0,3824,375500,3885,263,NA,NA,NA
"Census Tract 312, Bergen County, New Jersey","312",179,669,155,4836,30,87,0,0,4836,364800,4836,121,NA,NA,NA
"Census Tract 312, Union County, New Jersey","312",1013,122,74,5719,0,65,136,113,5621,287700,5719,73,NA,NA,NA
"Census Tract 312, Warren County, New Jersey","312",394,1050,473,7826,62,66,23,1,7791,324100,7826,330,NA,NA,NA
"Census Tract 313, Bergen County, New Jersey","313",377,758,150,5074,28,85,0,40,5074,420600,5074,199,NA,NA,NA
"Census Tract 313, Union County, New Jersey","313",847,147,180,6822,129,26,0,0,6822,286200,6822,156,NA,NA,NA
"Census Tract 313.01, Warren County, New Jersey","313.01",186,1081,295,5672,56,50,0,0,5667,296200,5672,228,NA,NA,NA
"Census Tract 313.02, Warren County, New Jersey","313.02",105,1210,272,4363,99,0,0,11,4363,295400,4363,199,NA,NA,NA
"Census Tract 314, Bergen County, New Jersey","314",367,499,195,5618,9,361,64,86,5618,395300,5618,157,NA,NA,NA
"Census Tract 314, Union County, New Jersey","314",1354,229,69,5388,0,12,0,125,5388,243500,5388,98,NA,NA,NA
"Census Tract 314.01, Warren County, New Jersey","314.01",418,525,191,4618,47,63,0,162,4499,293300,4618,164,NA,NA,NA
"Census Tract 314.02, Warren County, New Jersey","314.02",204,598,260,5125,133,37,13,21,5110,287700,5125,144,NA,NA,NA
"Census Tract 315, Union County, New Jersey","315",578,172,192,5072,14,18,0,162,5072,311400,5072,58,NA,NA,NA
"Census Tract 315, Warren County, New Jersey","315",593,1319,378,7734,93,337,11,97,7506,316000,7734,384,NA,NA,NA
"Census Tract 316.01, Union County, New Jersey","316.01",610,270,166,3759,28,151,0,47,3759,211900,3759,171,NA,NA,NA
"Census Tract 316.01, Warren County, New Jersey","316.01",269,581,266,4844,66,0,19,0,4703,296500,4844,293,NA,NA,NA
"Census Tract 316.02, Union County, New Jersey","316.02",951,377,120,5665,55,177,0,71,5662,280200,5665,170,NA,NA,NA
"Census Tract 316.02, Warren County, New Jersey","316.02",50,281,108,2505,6,0,0,0,2499,212400,2505,125,NA,NA,NA
"Census Tract 317, Union County, New Jersey","317",1789,211,283,6262,0,166,0,114,6242,285500,6262,116,NA,NA,NA
"Census Tract 317, Warren County, New Jersey","317",154,361,98,2681,0,0,0,6,2681,216200,2681,141,NA,NA,NA
"Census Tract 318, Warren County, New Jersey","318",32,314,134,2673,4,0,21,0,2661,302100,2673,109,NA,NA,NA
"Census Tract 318.01, Union County, New Jersey","318.01",816,429,125,5350,5,193,163,29,5312,320700,5350,144,NA,NA,NA
"Census Tract 318.02, Union County, New Jersey","318.02",327,327,182,2551,0,11,0,0,2551,320500,2551,137,NA,NA,NA
"Census Tract 319, Warren County, New Jersey","319",305,1242,312,6628,41,16,30,0,6597,331400,6628,246,NA,NA,NA
"Census Tract 319.03, Union County, New Jersey","319.03",1229,559,166,5790,11,206,13,131,5611,291900,5790,231,NA,NA,NA
"Census Tract 319.04, Union County, New Jersey","319.04",1210,173,80,3270,0,89,0,163,3270,302800,3270,117,NA,NA,NA
"Census Tract 32, Bergen County, New Jersey","32",765,1057,212,4422,15,102,21,0,4422,336500,4422,107,NA,NA,NA
"Census Tract 32.01, Mercer County, New Jersey","32.01",456,1061,368,7325,51,142,19,28,7325,294100,7325,148,NA,NA,NA
"Census Tract 32.01, Middlesex County, New Jersey","32.01",281,409,116,3242,0,0,0,17,3242,316300,3242,82,NA,NA,NA
"Census Tract 32.02, Mercer County, New Jersey","32.02",238,1122,351,5655,11,218,28,0,5570,333800,5655,329,NA,NA,NA
"Census Tract 32.03, Middlesex County, New Jersey","32.03",232,250,128,3509,0,0,0,0,3494,271700,3509,64,NA,NA,NA
"Census Tract 320, Warren County, New Jersey","320",877,767,333,6475,57,128,110,172,6475,230400,6475,176,NA,NA,NA
"Census Tract 320.01, Union County, New Jersey","320.01",1248,245,332,7022,82,115,15,51,7020,295300,7022,181,NA,NA,NA
"Census Tract 320.02, Union County, New Jersey","320.02",326,257,179,3875,0,44,0,13,3683,308500,3875,46,NA,NA,NA
"Census Tract 321, Union County, New Jersey","321",121,1055,252,6750,0,0,0,32,6750,352300,6750,386,NA,NA,NA
