"full_name","census_tract","poverty","bachelors","associates","car","diff_countyHouse","diff_countyRent","diff_stateHouse","diff_stateRent","health_ins","house_val","population","self_income","museums","score"
"Census Tract 308, Warren County, New Jersey","308",252,224,122,3002,59,10,0,99,2927,155800,3002,83,NA,NA
"Census Tract 308.02, Union County, New Jersey","308.02",507,208,93,3074,0,26,9,9,2907,294900,3074,76,NA,NA
"Census Tract 309, Union County, New Jersey","309",844,187,142,6259,0,0,13,12,6259,256700,6259,128,NA,NA
"Census Tract 309, Warren County, New Jersey","309",848,234,94,3146,0,89,28,0,3146,160900,3146,128,NA,NA
"Census Tract 31, Bergen County, New Jersey","31",253,1130,236,5154,18,21,225,17,5154,332800,5154,115,NA,NA
"Census Tract 31, Essex County, New Jersey","31",632,61,110,2212,0,0,0,0,2203,140200,2212,30,NA,NA
"Census Tract 31, Hudson County, New Jersey","31",1302,1194,112,5236,19,55,19,308,5060,359400,5236,96,NA,NA
"Census Tract 31, Mercer County, New Jersey","31",287,490,183,4545,8,21,29,128,4545,222000,4545,240,NA,NA
"Census Tract 31.01, Middlesex County, New Jersey","31.01",66,547,147,2552,20,64,17,4,2552,315500,2552,70,NA,NA
"Census Tract 31.02, Middlesex County, New Jersey","31.02",438,916,313,4669,0,87,38,118,4669,330200,4669,34,NA,NA
"Census Tract 310, Union County, New Jersey","310",870,36,33,4120,0,33,0,115,4120,233500,4120,92,NA,NA
"Census Tract 311, Bergen County, New Jersey","311",431,1106,208,6221,56,171,16,158,6221,363000,6221,141,NA,NA
"Census Tract 311, Union County, New Jersey","311",1792,271,103,5842,53,48,8,264,5842,317500,5842,147,NA,NA
"Census Tract 311.01, Warren County, New Jersey","311.01",280,1052,381,5764,16,0,144,27,5764,337000,5764,346,NA,NA
"Census Tract 311.02, Warren County, New Jersey","311.02",307,631,221,3864,73,14,28,20,3739,365100,3864,219,NA,NA
"Census Tract 312, Bergen County, New Jersey","312",786,750,175,4728,0,36,64,59,4728,368500,4728,194,NA,NA
"Census Tract 312, Union County, New Jersey","312",1258,218,231,5989,41,134,6,172,5787,270500,5989,105,NA,NA
"Census Tract 312, Warren County, New Jersey","312",215,1342,464,7665,71,47,107,63,7614,309200,7665,484,NA,NA
"Census Tract 313, Bergen County, New Jersey","313",587,723,291,5152,76,37,0,16,5152,383300,5152,63,NA,NA
"Census Tract 313, Union County, New Jersey","313",721,624,203,7120,150,83,0,0,7120,275200,7120,379,NA,NA
"Census Tract 313.01, Warren County, New Jersey","313.01",216,885,505,5488,155,64,47,17,5477,244500,5488,325,NA,NA
"Census Tract 313.02, Warren County, New Jersey","313.02",262,1183,189,4576,145,10,46,57,4576,279500,4576,254,NA,NA
"Census Tract 314, Bergen County, New Jersey","314",316,934,296,5929,0,15,11,0,5929,361800,5929,89,NA,NA
"Census Tract 314, Union County, New Jersey","314",1078,117,163,5507,42,155,15,144,5507,254800,5507,153,NA,NA
"Census Tract 314.01, Warren County, New Jersey","314.01",439,707,189,4597,123,156,17,0,4477,293800,4597,111,NA,NA
"Census Tract 314.02, Warren County, New Jersey","314.02",629,683,222,4904,85,340,0,13,4895,261400,4904,233,NA,NA
"Census Tract 315, Union County, New Jersey","315",500,419,307,5755,61,143,23,95,5755,276300,5755,299,NA,NA
"Census Tract 315, Warren County, New Jersey","315",468,1096,449,7434,58,121,17,53,7304,309200,7434,305,NA,NA
"Census Tract 316.01, Union County, New Jersey","316.01",656,432,68,3618,0,208,0,111,3618,NA,3618,84,NA,NA
"Census Tract 316.01, Warren County, New Jersey","316.01",214,823,313,4733,18,0,0,49,4582,267000,4733,145,NA,NA
"Census Tract 316.02, Union County, New Jersey","316.02",755,582,228,5123,0,224,0,61,5118,304700,5123,164,NA,NA
"Census Tract 316.02, Warren County, New Jersey","316.02",141,288,159,2478,56,0,28,28,2471,201600,2478,79,NA,NA
"Census Tract 317, Union County, New Jersey","317",1367,522,158,5530,0,110,17,193,5513,263600,5530,151,NA,NA
"Census Tract 317, Warren County, New Jersey","317",206,326,190,2601,9,36,0,5,2601,197100,2601,113,NA,NA
"Census Tract 318, Warren County, New Jersey","318",195,307,257,2655,12,4,40,17,2655,271400,2655,119,NA,NA
"Census Tract 318.01, Union County, New Jersey","318.01",1044,414,116,5268,15,107,0,10,5268,279700,5268,200,NA,NA
"Census Tract 318.02, Union County, New Jersey","318.02",373,251,116,2952,0,125,0,155,2943,295600,2952,51,NA,NA
"Census Tract 319, Warren County, New Jersey","319",232,959,651,6458,80,0,53,0,6458,309200,6458,316,NA,NA
"Census Tract 319.03, Union County, New Jersey","319.03",1836,508,111,6476,0,16,0,103,6252,265800,6476,89,NA,NA
"Census Tract 319.04, Union County, New Jersey","319.04",1036,159,63,3048,77,24,0,68,3048,210200,3048,111,NA,NA
"Census Tract 32, Bergen County, New Jersey","32",407,1075,277,5002,0,9,29,24,5002,324700,5002,220,NA,NA
"Census Tract 32.01, Mercer County, New Jersey","32.01",448,709,417,7884,102,62,55,30,7884,265700,7884,259,NA,NA
"Census Tract 32.01, Middlesex County, New Jersey","32.01",150,315,162,3151,10,0,38,0,3151,293700,3151,95,NA,NA
"Census Tract 32.02, Mercer County, New Jersey","32.02",271,1192,215,5623,336,26,0,42,5534,322000,5623,195,NA,NA
"Census Tract 32.03, Middlesex County, New Jersey","32.03",142,567,150,3685,31,0,0,0,3685,284200,3685,148,NA,NA
"Census Tract 320, Warren County, New Jersey","320",475,706,522,6478,60,140,0,185,6478,210600,6478,170,NA,NA
"Census Tract 320.01, Union County, New Jersey","320.01",816,435,226,7585,0,69,0,64,7580,291000,7585,145,NA,NA
"Census Tract 320.02, Union County, New Jersey","320.02",381,187,102,4004,13,12,0,39,3793,264100,4004,115,NA,NA
"Census Tract 321, Union County, New Jersey","321",209,686,360,6940,119,247,39,38,6923,309400,6940,130,NA,NA
"Census Tract 321.01, Warren County, New Jersey","321.01",104,475,181,3055,107,59,11,0,3055,311900,3055,122,NA,NA
"Census Tract 321.02, Bergen County, New Jersey","321.02",56,1396,362,5909,0,0,20,0,5909,766600,5909,105,NA,NA
"Census Tract 321.02, Warren County, New Jersey","321.02",142,1084,335,5523,23,47,58,48,5523,331200,5523,180,NA,NA
"Census Tract 321.03, Bergen County, New Jersey","321.03",316,1378,283,5149,0,77,31,52,5149,376300,5149,165,NA,NA
"Census Tract 321.04, Bergen County, New Jersey","321.04",149,392,53,4552,0,9,0,2,4552,391700,4552,75,NA,NA
"Census Tract 322, Union County, New Jersey","322",546,489,236,5775,185,78,45,0,5756,212900,5775,143,NA,NA
"Census Tract 322, Warren County, New Jersey","322",805,1333,366,8288,259,28,35,97,8107,263100,8288,289,NA,NA
"Census Tract 322.01, Bergen County, New Jersey","322.01",99,1628,173,5730,33,0,99,70,5730,579100,5730,241,NA,NA
"Census Tract 322.02, Bergen County, New Jersey","322.02",392,1061,173,4985,0,10,177,108,4985,464500,4985,250,NA,NA
"Census Tract 323, Union County, New Jersey","323",103,107,112,2576,28,88,7,0,2576,226600,2576,67,NA,NA
"Census Tract 323, Warren County, New Jersey","323",226,460,265,3217,53,21,98,0,3217,206800,3217,194,NA,NA
"Census Tract 324, Hudson County, New Jersey","324",1550,579,141,6531,0,48,0,0,6531,333800,6531,349,NA,NA
"Census Tract 324, Union County, New Jersey","324",962,947,233,7473,200,135,120,0,7407,232500,7473,185,NA,NA
"Census Tract 324, Warren County, New Jersey","324",104,234,140,2100,16,62,12,4,2100,188800,2100,81,NA,NA
"Census Tract 325, Union County, New Jersey","325",560,689,212,6071,97,0,37,0,6071,268200,6071,187,NA,NA
"Census Tract 326, Union County, New Jersey","326",201,766,228,5236,61,288,9,65,5236,292300,5236,71,NA,NA
"Census Tract 327, Union County, New Jersey","327",197,1593,481,7740,68,0,41,0,7740,293600,7740,311,NA,NA
"Census Tract 328, Union County, New Jersey","328",460,471,235,4559,62,0,27,58,4559,232000,4559,156,NA,NA
"Census Tract 329.01, Union County, New Jersey","329.01",182,509,207,4124,0,17,17,0,3918,327200,4124,67,NA,NA
"Census Tract 329.02, Union County, New Jersey","329.02",262,652,192,5295,142,30,10,0,5271,348000,5295,160,NA,NA
"Census Tract 33, Bergen County, New Jersey","33",406,1527,259,6724,35,19,50,0,6724,345000,6724,175,NA,NA
"Census Tract 33, Middlesex County, New Jersey","33",565,833,211,5447,12,32,0,10,5447,236000,5447,111,NA,NA
"Census Tract 33.01, Mercer County, New Jersey","33.01",234,1657,284,6847,166,38,39,50,6499,411100,6847,411,NA,NA
"Census Tract 33.02, Mercer County, New Jersey","33.02",275,1713,199,7895,62,243,63,445,7895,427300,7895,314,NA,NA
"Census Tract 330, Union County, New Jersey","330",277,961,151,4539,37,11,11,143,4539,279600,4539,118,NA,NA
"Census Tract 331, Bergen County, New Jersey","331",157,690,221,3796,0,0,6,10,3796,388600,3796,110,NA,NA
"Census Tract 331, Union County, New Jersey","331",209,1201,250,5938,169,270,0,0,5938,317700,5938,206,NA,NA
"Census Tract 332, Bergen County, New Jersey","332",180,430,122,2392,16,26,0,15,2392,380000,2392,97,NA,NA
"Census Tract 332, Union County, New Jersey","332",181,688,189,4341,15,28,16,12,4341,333400,4341,165,NA,NA
"Census Tract 333, Bergen County, New Jersey","333",244,457,181,3466,18,53,0,65,3466,371500,3466,35,NA,NA
"Census Tract 333, Union County, New Jersey","333",259,891,82,4269,43,25,25,9,4269,317400,4269,93,NA,NA
"Census Tract 334, Union County, New Jersey","334",223,792,220,3763,54,8,22,0,3763,340200,3763,122,NA,NA
"Census Tract 335, Union County, New Jersey","335",335,1414,489,8354,397,0,65,33,8186,344200,8354,390,NA,NA
"Census Tract 336, Union County, New Jersey","336",576,1241,366,8160,28,16,0,2,8160,346000,8160,161,NA,NA
"Census Tract 337, Union County, New Jersey","337",222,724,188,4731,0,20,8,0,4731,280900,4731,120,NA,NA
"Census Tract 338, Union County, New Jersey","338",261,1229,43,5594,59,41,54,122,5594,285100,5594,193,NA,NA
"Census Tract 339, Union County, New Jersey","339",385,478,219,3243,22,57,19,25,3243,263700,3243,122,NA,NA
"Census Tract 34, Mercer County, New Jersey","34",109,309,189,2313,0,5,0,0,2313,144300,2313,43,NA,NA
"Census Tract 34.01, Bergen County, New Jersey","34.01",20,565,75,2788,0,7,117,6,2782,381800,2788,126,NA,NA
"Census Tract 34.01, Middlesex County, New Jersey","34.01",144,555,249,3686,44,38,0,0,3624,281900,3686,105,NA,NA
"Census Tract 34.02, Bergen County, New Jersey","34.02",27,687,102,3702,0,0,59,0,3702,373600,3702,97,NA,NA
"Census Tract 340, Bergen County, New Jersey","340",327,1382,348,7263,79,217,49,57,7263,498500,7263,297,NA,NA
"Census Tract 340, Union County, New Jersey","340",613,481,179,5988,106,0,17,0,5988,223100,5988,68,NA,NA
"Census Tract 341, Union County, New Jersey","341",658,322,167,3707,10,0,0,0,3707,187900,3707,34,NA,NA
"Census Tract 342, Union County, New Jersey","342",232,597,250,3756,24,9,112,0,3745,223600,3756,149,NA,NA
"Census Tract 343, Union County, New Jersey","343",242,420,214,3970,39,49,93,0,3970,216800,3970,55,NA,NA
"Census Tract 344, Union County, New Jersey","344",404,281,166,4161,0,32,14,0,4161,217700,4161,76,NA,NA
"Census Tract 345, Union County, New Jersey","345",608,305,366,4467,18,44,18,27,4467,271600,4467,98,NA,NA
"Census Tract 346, Union County, New Jersey","346",574,319,308,4469,0,29,0,98,4469,248500,4469,116,NA,NA
"Census Tract 347, Union County, New Jersey","347",365,401,244,4114,0,58,18,0,4114,253300,4114,89,NA,NA
"Census Tract 348, Union County, New Jersey","348",123,678,330,4775,67,0,25,0,4775,297100,4775,124,NA,NA
"Census Tract 349, Union County, New Jersey","349",241,955,208,5870,32,39,99,0,5860,297000,5870,174,NA,NA
"Census Tract 35, Bergen County, New Jersey","35",390,668,169,4002,0,116,22,9,4002,353700,4002,190,NA,NA
"Census Tract 35, Essex County, New Jersey","35",617,140,131,2109,0,0,45,0,2109,174900,2109,19,NA,NA
"Census Tract 35, Hudson County, New Jersey","35",385,599,38,1918,0,0,0,71,1909,603800,1918,95,NA,NA
"Census Tract 35, Mercer County, New Jersey","35",743,723,428,6823,181,493,24,23,6792,184800,6823,196,NA,NA
"Census Tract 35, Middlesex County, New Jersey","35",300,357,150,3319,3,10,0,0,3319,266500,3319,133,NA,NA
"Census Tract 350, Union County, New Jersey","350",89,307,264,3006,0,0,12,0,2974,272900,3006,82,NA,NA
"Census Tract 351, Bergen County, New Jersey","351",571,1721,272,8438,0,0,69,128,8438,615800,8438,487,NA,NA
"Census Tract 351, Union County, New Jersey","351",594,471,261,4256,13,74,82,0,4256,248100,4256,149,NA,NA
"Census Tract 352, Bergen County, New Jersey","352",153,1696,271,5816,0,20,0,153,5728,790400,5816,378,NA,NA
"Census Tract 352, Union County, New Jersey","352",163,183,159,2696,0,139,95,23,2696,263800,2696,47,NA,NA
"Census Tract 353, Union County, New Jersey","353",864,567,343,5612,119,230,149,0,5422,286800,5612,236,NA,NA
"Census Tract 354, Union County, New Jersey","354",234,203,177,2768,0,54,0,0,2700,254700,2768,106,NA,NA
"Census Tract 355, Union County, New Jersey","355",969,759,386,7834,126,34,67,20,7809,224100,7834,114,NA,NA
"Census Tract 356, Union County, New Jersey","356",122,675,169,3624,29,0,25,0,3611,291500,3624,57,NA,NA
"Census Tract 357, Union County, New Jersey","357",241,913,369,5326,330,0,56,0,5326,310100,5326,72,NA,NA
"Census Tract 358, Union County, New Jersey","358",360,430,150,3728,20,97,0,0,3728,268300,3728,89,NA,NA
"Census Tract 359, Union County, New Jersey","359",213,529,145,3778,0,134,4,45,3770,234100,3778,111,NA,NA
"Census Tract 36, Middlesex County, New Jersey","36",1530,1042,233,7266,287,632,0,85,7266,255300,7266,167,NA,NA
"Census Tract 36.01, Mercer County, New Jersey","36.01",260,338,163,3664,0,220,13,9,3664,212200,3664,79,NA,NA
"Census Tract 36.02, Mercer County, New Jersey","36.02",637,481,220,3612,29,148,0,0,3612,187800,3612,64,NA,NA
"Census Tract 360, Union County, New Jersey","360",328,744,196,5080,0,214,0,128,4966,239000,5080,116,NA,NA
"Census Tract 361, Bergen County, New Jersey","361",272,219,95,2687,13,0,61,4,2687,391600,2687,68,NA,NA
"Census Tract 361, Union County, New Jersey","361",121,187,75,1574,9,25,0,3,1574,188200,1574,43,NA,NA
"Census Tract 362, Bergen County, New Jersey","362",285,309,95,2739,22,0,0,12,2739,356700,2739,81,NA,NA
"Census Tract 362, Union County, New Jersey","362",290,1117,291,6473,13,0,38,22,6473,408700,6473,196,NA,NA
"Census Tract 363.01, Union County, New Jersey","363.01",171,920,216,5216,54,179,10,68,5085,377100,5216,133,NA,NA
"Census Tract 363.02, Union County, New Jersey","363.02",295,765,193,3925,12,0,0,0,3925,565700,3925,156,NA,NA
"Census Tract 364, Union County, New Jersey","364",105,2001,105,7311,0,32,0,0,7279,807400,7311,249,NA,NA
"Census Tract 365, Union County, New Jersey","365",108,1466,107,5617,106,102,157,0,5617,948200,5617,236,NA,NA
"Census Tract 366, Union County, New Jersey","366",230,1010,205,4095,47,70,29,51,4095,570800,4095,198,NA,NA
"Census Tract 367, Union County, New Jersey","367",221,1470,195,5513,0,9,95,59,5513,638200,5513,289,NA,NA
"Census Tract 368, Union County, New Jersey","368",200,1583,291,7550,86,0,88,9,7361,683300,7550,232,NA,NA
"Census Tract 369, Union County, New Jersey","369",203,774,211,4334,0,26,25,23,4334,369800,4334,170,NA,NA
"Census Tract 37, Essex County, New Jersey","37",501,94,6,1820,0,0,0,34,1820,171000,1820,79,NA,NA
"Census Tract 37, Middlesex County, New Jersey","37",238,655,211,3708,191,0,196,34,3708,286500,3708,125,NA,NA
"Census Tract 37.03, Mercer County, New Jersey","37.03",161,601,158,7087,48,183,187,35,7087,236500,7087,73,NA,NA
"Census Tract 37.04, Mercer County, New Jersey","37.04",152,836,135,2805,76,13,14,34,2779,277500,2805,95,NA,NA
"Census Tract 37.05, Mercer County, New Jersey","37.05",457,1133,137,6239,11,69,63,40,5816,215200,6239,206,NA,NA
"Census Tract 37.06, Mercer County, New Jersey","37.06",304,1131,198,3514,201,143,0,23,3514,327600,3514,74,NA,NA
"Census Tract 370, Union County, New Jersey","370",45,1556,198,6038,147,12,204,0,5885,522300,6038,204,NA,NA
"Census Tract 371, Bergen County, New Jersey","371",178,1203,424,5648,0,0,74,22,5648,424600,5648,101,NA,NA
"Census Tract 371, Union County, New Jersey","371",60,1181,126,4313,36,0,34,0,4290,576600,4313,272,NA,NA
"Census Tract 3710, Sussex County, New Jersey","3710",178,323,264,3716,120,0,20,0,3711,200100,3716,211,NA,NA
"Census Tract 3711, Sussex County, New Jersey","3711",183,524,228,3950,48,0,11,0,3950,287800,3950,178,NA,NA
"Census Tract 3712, Sussex County, New Jersey","3712",297,145,46,1854,25,136,0,35,1854,221500,1854,54,NA,NA
"Census Tract 3713, Sussex County, New Jersey","3713",204,476,302,3426,30,33,0,0,3426,249600,3426,127,NA,NA
"Census Tract 3714, Sussex County, New Jersey","3714",58,453,135,2869,14,0,0,0,2869,272200,2869,138,NA,NA
"Census Tract 3715.02, Sussex County, New Jersey","3715.02",166,960,310,4909,76,157,120,0,4909,225600,4909,182,NA,NA
"Census Tract 3715.03, Sussex County, New Jersey","3715.03",46,320,259,2885,180,0,0,9,2885,224900,2885,84,NA,NA
"Census Tract 3716, Sussex County, New Jersey","3716",251,402,159,2911,56,61,37,22,2911,157800,2911,150,NA,NA
"Census Tract 3717, Sussex County, New Jersey","3717",123,945,217,5369,125,54,53,0,5369,275200,5369,148,NA,NA
"Census Tract 3718, Sussex County, New Jersey","3718",285,866,367,7036,73,0,0,38,7036,294300,7036,307,NA,NA
"Census Tract 3719, Sussex County, New Jersey","3719",80,373,70,1931,20,3,12,0,1931,260800,1931,84,NA,NA
"Census Tract 372, Union County, New Jersey","372",258,994,219,4220,59,92,14,90,4142,397100,4220,192,NA,NA
"Census Tract 372.01, Bergen County, New Jersey","372.01",283,886,108,3847,28,0,13,0,3847,408000,3847,139,NA,NA
"Census Tract 372.02, Bergen County, New Jersey","372.02",458,1407,347,7083,0,170,64,148,6885,401900,7083,159,NA,NA
"Census Tract 3720, Sussex County, New Jersey","3720",153,470,237,2972,44,11,0,0,2972,301800,2972,261,NA,NA
"Census Tract 3721, Sussex County, New Jersey","3721",192,300,107,1944,31,0,0,16,1932,226600,1944,129,NA,NA
"Census Tract 3722, Sussex County, New Jersey","3722",87,356,99,2164,133,0,23,0,2164,274100,2164,134,NA,NA
"Census Tract 3723, Sussex County, New Jersey","3723",306,628,229,4093,11,27,6,0,3983,330800,4093,228,NA,NA
"Census Tract 3724, Sussex County, New Jersey","3724",124,386,131,2390,18,16,15,0,2375,377200,2390,189,NA,NA
"Census Tract 3725, Sussex County, New Jersey","3725",165,487,156,3129,19,25,9,33,3129,218400,3129,100,NA,NA
"Census Tract 3726, Sussex County, New Jersey","3726",96,896,287,4757,91,40,158,21,4757,300700,4757,225,NA,NA
"Census Tract 3727, Sussex County, New Jersey","3727",217,489,302,3152,20,0,35,72,3152,189800,3152,94,NA,NA
"Census Tract 3728, Sussex County, New Jersey","3728",145,231,111,1679,21,37,6,0,1679,136700,1679,31,NA,NA
"Census Tract 3729, Sussex County, New Jersey","3729",249,326,203,3128,0,76,12,0,3128,201100,3128,80,NA,NA
"Census Tract 373, Union County, New Jersey","373",114,817,264,4680,27,19,33,19,4680,416000,4680,245,NA,NA
"Census Tract 3730, Sussex County, New Jersey","3730",129,254,147,2314,121,6,16,0,2305,217800,2314,105,NA,NA
"Census Tract 3731, Sussex County, New Jersey","3731",205,1289,234,6130,172,0,97,20,6130,444300,6130,203,NA,NA
"Census Tract 3732, Sussex County, New Jersey","3732",91,795,134,3303,33,5,0,0,3303,401700,3303,188,NA,NA
"Census Tract 3733, Sussex County, New Jersey","3733",140,687,252,3091,65,41,31,12,3091,365500,3091,184,NA,NA
"Census Tract 3734, Sussex County, New Jersey","3734",97,1809,369,6317,196,39,38,12,6294,333500,6317,318,NA,NA
"Census Tract 3735, Sussex County, New Jersey","3735",230,723,192,3624,56,50,10,15,3122,271500,3624,182,NA,NA
"Census Tract 3736, Sussex County, New Jersey","3736",138,577,163,2966,82,0,25,0,2904,276000,2966,110,NA,NA
"Census Tract 3737, Sussex County, New Jersey","3737",710,519,203,3970,24,44,0,73,3636,196700,3970,174,NA,NA
"Census Tract 3738, Sussex County, New Jersey","3738",317,416,273,3925,29,123,10,11,3914,219500,3925,145,NA,NA
"Census Tract 3739, Sussex County, New Jersey","3739",247,600,188,3936,123,0,33,0,3936,241700,3936,303,NA,NA
"Census Tract 374, Union County, New Jersey","374",46,1013,213,4631,34,53,50,0,4631,467700,4631,199,NA,NA
"Census Tract 3740, Sussex County, New Jersey","3740",251,599,191,3214,25,0,9,0,3205,362200,3214,159,NA,NA
