full_name,census_tract,poverty,bachelors,associates,car,diff_countyHouse,diff_countyRent,diff_stateHouse,diff_stateRent,health_ins,house_val,population,self_income,museums,pharmacies,score
"Census Tract 105.05, Atlantic County, New Jersey",105.05,165,369,159,2686,0,0,0,0,2686,217500.0,2686,122,21,2,24.506676923076924
"Census Tract 105.06, Atlantic County, New Jersey",105.06,438,861,302,5261,44,13,27,0,5261,210300.0,5261,287,21,6,24.817861538461543
"Census Tract 106, Atlantic County, New Jersey",106.0,765,319,159,4153,32,86,0,0,4116,139200.0,4153,124,21,7,16.652476923076925
"Census Tract 106, Cumberland County, New Jersey",106.0,337,585,295,4806,19,6,2,0,4586,166300.0,4806,146,18,6,19.789430769230773
"Census Tract 106, Essex County, New Jersey",106.0,903,232,159,4060,0,68,0,262,4060,229700.0,4060,48,18,6,26.36573846153846
"Census Tract 106, Hudson County, New Jersey",106.0,1266,1129,312,7222,31,27,46,22,7222,307200.0,7222,278,14,11,36.078553846153845
"Census Tract 106, Hunterdon County, New Jersey",106.0,133,981,393,6092,99,42,56,17,6044,380500.0,6092,470,12,5,43.48826153846155
"Census Tract 107, Atlantic County, New Jersey",107.0,562,695,263,5987,9,0,42,0,5964,209500.0,5987,291,21,4,24.965892307692307
"Census Tract 107, Cumberland County, New Jersey",107.0,1001,711,366,7473,43,32,12,119,7466,210300.0,7473,199,18,6,25.63106153846154
"Census Tract 107, Essex County, New Jersey",107.0,799,216,142,3068,0,0,0,11,2921,197300.0,3068,73,18,7,22.473507692307695
"Census Tract 107, Hudson County, New Jersey",107.0,601,492,88,3663,0,28,0,42,3663,325700.0,3663,45,14,11,36.543061538461544
"Census Tract 107.01, Hunterdon County, New Jersey",107.01,177,1318,221,5599,127,107,157,8,4754,390100.0,5599,145,12,9,44.181553846153854
"Census Tract 107.02, Hunterdon County, New Jersey",107.02,105,741,157,3281,50,0,31,14,3247,452400.0,3281,190,12,9,50.08203076923078
"Census Tract 108, Atlantic County, New Jersey",108.0,462,370,173,3383,69,121,14,24,3024,246600.0,3383,84,21,5,27.870307692307694
"Census Tract 108, Cumberland County, New Jersey",108.0,360,260,224,3069,54,0,10,29,2993,186500.0,3069,132,18,6,21.314292307692313
"Census Tract 108, Essex County, New Jersey",108.0,469,199,152,2628,0,19,27,124,2598,204500.0,2628,62,18,2,23.08149230769231
"Census Tract 108, Hudson County, New Jersey",108.0,308,468,164,3565,7,49,0,25,3565,338900.0,3565,106,14,11,37.92300000000001
"Census Tract 108.01, Hunterdon County, New Jersey",108.01,212,630,113,2676,70,21,19,47,2676,360200.0,2676,164,12,3,39.92864615384617
"Census Tract 108.02, Hunterdon County, New Jersey",108.02,92,414,117,1945,27,16,11,34,1945,282500.0,1945,83,12,1,31.231323076923083
"Census Tract 109, Atlantic County, New Jersey",109.0,544,800,267,5638,0,0,15,0,5638,254900.0,5638,217,21,2,29.72843076923077
"Census Tract 109, Essex County, New Jersey",109.0,360,166,39,2593,0,21,18,41,2593,223800.0,2593,43,18,7,25.107476923076927
"Census Tract 109, Hudson County, New Jersey",109.0,511,277,41,2149,4,38,4,52,2146,275000.0,2149,69,14,11,30.504876923076925
"Census Tract 109, Hunterdon County, New Jersey",109.0,450,742,132,3527,85,9,7,10,3527,257800.0,3527,235,12,5,29.2636
"Census Tract 11, Atlantic County, New Jersey",11.0,973,49,91,1882,0,0,0,28,1882,172900.0,1882,22,21,4,19.422
"Census Tract 11, Essex County, New Jersey",11.0,752,177,56,3187,5,0,6,32,3187,213800.0,3187,17,18,11,24.278184615384617
"Census Tract 11, Hudson County, New Jersey",11.0,891,965,225,5371,6,91,31,14,5371,293700.0,5371,80,14,6,33.83993846153846
"Census Tract 11, Middlesex County, New Jersey",11.0,320,975,119,4516,0,190,30,164,4511,417400.0,4516,257,16,4,46.8433076923077
"Census Tract 11.01, Mercer County, New Jersey",11.01,653,126,55,2526,22,46,0,29,2526,121600.0,2526,21,28,2,14.101846153846152
"Census Tract 11.02, Mercer County, New Jersey",11.02,1518,117,122,3459,0,72,0,31,3338,83100.0,3459,50,28,2,10.377246153846155
"Census Tract 110, Atlantic County, New Jersey",110.0,139,270,125,2514,0,0,0,0,2514,240600.0,2514,81,21,4,26.89952307692308
"Census Tract 110, Hudson County, New Jersey",110.0,382,293,69,2012,0,25,0,19,1987,308700.0,2012,67,14,11,34.07127692307693
"Census Tract 110.01, Hunterdon County, New Jersey",110.01,108,1205,239,7092,41,16,43,17,4606,449300.0,7092,211,12,4,50.81063076923078
"Census Tract 110.02, Hunterdon County, New Jersey",110.02,214,1466,323,5865,125,15,17,0,5756,413700.0,5865,336,12,9,47.00795384615385
"Census Tract 111, Atlantic County, New Jersey",111.0,428,215,228,2749,12,0,0,0,2749,235400.0,2749,70,21,5,26.459046153846156
"Census Tract 111, Bergen County, New Jersey",111.0,259,647,140,4382,16,0,30,180,4382,322600.0,4382,108,20,2,36.48536923076924
"Census Tract 111, Essex County, New Jersey",111.0,996,248,140,3986,0,22,0,92,3986,138600.0,3986,90,18,6,16.536030769230774
"Census Tract 111, Hudson County, New Jersey",111.0,859,633,176,4526,10,0,0,54,4512,300700.0,4526,142,14,11,34.241984615384624
"Census Tract 111, Hunterdon County, New Jersey",111.0,172,988,186,5270,32,0,22,0,5270,395900.0,5270,199,12,5,44.75595384615386
"Census Tract 112, Bergen County, New Jersey",112.0,513,676,201,5001,120,27,0,0,5001,358300.0,5001,214,20,6,40.61307692307693
"Census Tract 112, Essex County, New Jersey",112.0,863,225,152,3398,0,16,0,190,3398,220600.0,3398,72,18,7,25.143676923076924
"Census Tract 112, Hudson County, New Jersey",112.0,522,1191,240,6334,0,63,0,46,6334,322900.0,6334,149,14,11,37.338661538461544
"Census Tract 112.01, Atlantic County, New Jersey",112.01,167,204,110,1768,0,19,11,0,1768,186200.0,1768,34,21,5,20.757200000000005
"Census Tract 112.01, Hunterdon County, New Jersey",112.01,41,1750,232,7219,181,31,24,0,7219,554500.0,7219,538,12,9,62.73566153846154
"Census Tract 112.02, Atlantic County, New Jersey",112.02,961,489,331,7366,292,197,52,0,7366,187500.0,7366,151,21,6,23.10343076923077
"Census Tract 112.02, Hunterdon County, New Jersey",112.02,95,868,170,3391,28,43,45,0,3391,373600.0,3391,125,12,9,41.64478461538462
"Census Tract 113, Atlantic County, New Jersey",113.0,451,478,227,4422,41,181,55,27,4422,180600.0,4422,84,21,5,21.213907692307693
"Census Tract 113, Bergen County, New Jersey",113.0,317,688,195,4328,22,49,0,11,4328,350700.0,4328,82,20,4,39.49776923076924
"Census Tract 113, Essex County, New Jersey",113.0,828,286,330,3634,0,24,0,65,3628,263300.0,3634,76,18,4,29.851569230769226
"Census Tract 113, Hudson County, New Jersey",113.0,489,453,47,2614,5,28,61,0,2614,261700.0,2614,41,14,11,29.25563076923077
"Census Tract 113.01, Hunterdon County, New Jersey",113.01,92,1443,271,6375,140,37,45,0,6174,452800.0,6375,102,12,9,51.30315384615384
"Census Tract 113.02, Hunterdon County, New Jersey",113.02,601,1895,354,7548,118,15,27,24,7541,446600.0,7548,424,12,9,51.29936923076922
"Census Tract 113.03, Hunterdon County, New Jersey",113.03,229,883,456,4641,85,0,0,0,4641,289000.0,4641,132,12,9,33.03698461538462
"Census Tract 113.04, Hunterdon County, New Jersey",113.04,209,957,116,3499,72,0,29,0,3472,471900.0,3499,183,12,9,52.29690769230769
"Census Tract 114, Bergen County, New Jersey",114.0,504,900,203,6401,50,93,0,0,6401,383000.0,6401,209,20,3,43.800707692307704
"Census Tract 114, Essex County, New Jersey",114.0,780,631,156,4563,12,28,11,92,4441,225000.0,4563,139,18,1,26.078769230769232
"Census Tract 114, Hudson County, New Jersey",114.0,169,574,69,3572,0,32,0,6,3572,342300.0,3572,83,14,11,38.26969230769231
"Census Tract 114, Hunterdon County, New Jersey",114.0,1048,645,177,4624,36,179,0,82,4555,286700.0,4624,200,12,9,32.81215384615385
"Census Tract 114.01, Atlantic County, New Jersey",114.01,307,661,244,4314,45,0,14,0,4304,219700.0,4314,146,21,1,25.401323076923077
"Census Tract 114.03, Atlantic County, New Jersey",114.03,210,802,137,5654,134,446,50,14,5654,149400.0,5654,364,21,1,18.39404615384615
"Census Tract 114.04, Atlantic County, New Jersey",114.04,1098,1352,673,9439,274,18,91,199,8827,205300.0,9439,250,21,6,25.888276923076926
"Census Tract 115, Atlantic County, New Jersey",115.0,511,828,279,6811,34,247,36,131,6779,217200.0,6811,280,21,5,26.124292307692308
"Census Tract 115, Essex County, New Jersey",115.0,493,153,164,2361,36,5,14,0,2356,182300.0,2361,29,18,4,20.581738461538468
"Census Tract 115, Hudson County, New Jersey",115.0,435,520,80,2968,0,12,0,0,2968,345700.0,2968,90,14,11,38.44438461538462
"Census Tract 115, Hunterdon County, New Jersey",115.0,213,1094,291,5048,153,39,3,13,5029,398500.0,5048,456,12,9,45.06804615384616
"Census Tract 116, Atlantic County, New Jersey",116.0,275,545,242,4957,92,23,43,24,4946,189600.0,4957,184,21,2,22.38306153846154
"Census Tract 116, Essex County, New Jersey",116.0,1245,209,140,3334,16,112,0,12,3334,202000.0,3334,11,18,7,23.134769230769237
"Census Tract 116, Hudson County, New Jersey",116.0,611,825,149,3968,0,34,7,15,3968,323000.0,3968,61,14,11,36.42523076923078
"Census Tract 116, Hunterdon County, New Jersey",116.0,186,1041,114,5129,77,35,27,5,5129,444600.0,5129,491,12,9,50.03116923076924
"Census Tract 1165, Passaic County, New Jersey",1165.0,707,1469,533,8105,168,264,49,42,8001,297000.0,8105,203,15,1,35.30756923076923
"Census Tract 117, Essex County, New Jersey",117.0,667,245,174,2965,0,14,30,0,2937,176600.0,2965,20,18,2,20.209476923076927
"Census Tract 117, Hunterdon County, New Jersey",117.0,124,628,208,3888,29,15,0,17,3862,398500.0,3888,256,12,9,44.5011076923077
"Census Tract 117.01, Atlantic County, New Jersey",117.01,1916,875,320,8862,0,0,0,0,8862,185000.0,8862,263,21,5,23.520092307692305
"Census Tract 117.02, Atlantic County, New Jersey",117.02,377,193,173,3166,16,0,4,0,3166,111700.0,3166,21,21,4,13.255399999999998
"Census Tract 118, Essex County, New Jersey",118.0,222,218,59,2177,15,0,0,20,2177,230200.0,2177,43,18,4,25.642953846153848
"Census Tract 118, Hunterdon County, New Jersey",118.0,76,583,111,2774,11,18,28,21,2774,441900.0,2774,252,12,2,48.757753846153854
"Census Tract 118.02, Atlantic County, New Jersey",118.02,432,3251,945,16571,51,226,221,125,16536,251200.0,16571,406,21,2,33.74935384615385
"Census Tract 118.03, Atlantic County, New Jersey",118.03,916,816,342,4626,17,46,38,38,4626,201900.0,4626,174,21,7,23.713092307692307
"Census Tract 118.04, Atlantic County, New Jersey",118.04,351,902,281,6857,119,90,0,0,6857,198400.0,6857,278,21,3,24.100107692307695
"Census Tract 118.05, Atlantic County, New Jersey",118.05,198,276,76,1999,18,0,13,0,1993,242400.0,1999,69,21,1,26.908723076923074
"Census Tract 119, Atlantic County, New Jersey",119.0,1615,690,121,8433,43,127,22,51,8382,170200.0,8433,94,21,6,21.64586153846154
"Census Tract 119, Essex County, New Jersey",119.0,334,150,115,1612,0,32,0,0,1612,134400.0,1612,9,18,6,15.127246153846155
"Census Tract 119, Hunterdon County, New Jersey",119.0,400,990,212,3820,39,220,114,136,3820,383000.0,3820,342,12,2,42.947907692307695
"Census Tract 12, Atlantic County, New Jersey",12.0,1296,182,188,3306,12,32,0,0,3306,138300.0,3306,12,21,4,16.26826153846154
"Census Tract 12, Mercer County, New Jersey",12.0,461,432,233,4050,0,0,0,12,4012,169000.0,4050,120,28,4,19.814323076923078
"Census Tract 12, Middlesex County, New Jersey",12.0,620,1059,298,5107,0,114,0,92,5107,335700.0,5107,158,16,2,38.29066153846154
"Census Tract 12.01, Hudson County, New Jersey",12.01,449,598,40,2175,0,0,5,45,2175,403300.0,2175,59,14,16,44.36844615384616
"Census Tract 12.02, Hudson County, New Jersey",12.02,338,235,39,1357,0,3,0,33,1342,381300.0,1357,25,14,16,41.62975384615385
"Census Tract 120, Atlantic County, New Jersey",120.0,1027,416,98,4524,24,27,18,0,4524,123100.0,4524,74,21,6,15.073261538461539
"Census Tract 120, Essex County, New Jersey",120.0,1416,606,374,6372,0,63,57,256,6181,170700.0,6372,92,18,3,20.960800000000003
"Census Tract 120.01, Bergen County, New Jersey",120.01,870,1633,432,6174,0,44,18,29,6174,407600.0,6174,246,20,4,46.563507692307695
"Census Tract 120.02, Bergen County, New Jersey",120.02,140,700,192,3292,21,57,13,98,3277,370600.0,3292,110,20,4,41.26818461538463
"Census Tract 121, Atlantic County, New Jersey",121.0,805,90,202,2841,0,18,2,0,2666,136100.0,2841,45,21,2,15.782153846153843
"Census Tract 121, Essex County, New Jersey",121.0,624,367,134,3757,0,33,0,107,3757,199400.0,3757,86,18,2,22.980569230769234
"Census Tract 122, Atlantic County, New Jersey",122.0,932,217,177,5297,23,16,34,80,5223,151500.0,5297,91,21,6,18.374784615384616
"Census Tract 122, Essex County, New Jersey",122.0,1133,482,179,5122,0,0,0,0,5122,212100.0,5122,81,18,5,24.900769230769235
"Census Tract 123, Essex County, New Jersey",123.0,884,387,252,5069,0,49,27,33,5051,175000.0,5069,79,18,1,20.859846153846156
"Census Tract 123, Hudson County, New Jersey",123.0,288,333,47,2466,0,63,0,0,2466,303900.0,2466,65,14,5,33.712138461538466
"Census Tract 123.02, Atlantic County, New Jersey",123.02,267,618,211,3502,0,0,31,20,3502,241700.0,3502,67,21,3,27.447615384615386
"Census Tract 124, Essex County, New Jersey",124.0,931,386,241,4524,20,21,0,0,4524,200200.0,4524,52,18,1,23.37558461538462
"Census Tract 124, Hudson County, New Jersey",124.0,108,592,119,2994,126,0,14,0,2977,350700.0,2994,136,14,5,38.991200000000006
"Census Tract 124.01, Atlantic County, New Jersey",124.01,335,415,188,2935,47,0,20,11,2771,210000.0,2935,135,21,6,23.799907692307695
"Census Tract 124.02, Atlantic County, New Jersey",124.02,112,408,102,1907,12,0,28,0,1907,223400.0,1907,36,21,3,24.837907692307695
"Census Tract 1242, Passaic County, New Jersey",1242.0,393,1459,322,7654,278,57,93,14,7654,344600.0,7654,209,15,13,40.2189076923077
"Census Tract 1243.11, Passaic County, New Jersey",1243.11,232,943,337,4686,68,20,38,0,4686,360000.0,4686,174,15,13,40.70413846153847
"Census Tract 1243.12, Passaic County, New Jersey",1243.12,151,980,163,4114,15,0,15,65,4114,436400.0,4114,171,15,13,48.696938461538466
"Census Tract 1243.21, Passaic County, New Jersey",1243.21,436,1100,395,6198,152,162,49,17,6198,349000.0,6198,165,15,13,40.12286153846154
"Census Tract 1243.22, Passaic County, New Jersey",1243.22,272,884,184,4451,92,34,58,53,4451,341500.0,4451,155,15,13,38.60223076923078
"Census Tract 1243.23, Passaic County, New Jersey",1243.23,323,825,110,3115,0,163,0,17,3115,331800.0,3115,81,15,13,37.04704615384616
"Census Tract 1244.01, Passaic County, New Jersey",1244.01,685,1234,318,7655,73,14,132,80,7655,385300.0,7655,265,15,13,44.6044
"Census Tract 1244.02, Passaic County, New Jersey",1244.02,496,1161,259,5116,44,0,0,0,5116,333700.0,5116,152,15,13,38.06315384615385
"Census Tract 1245, Passaic County, New Jersey",1245.0,334,953,380,5418,135,15,37,0,5418,281900.0,5418,117,15,13,32.56036923076924
"Census Tract 1246.01, Passaic County, New Jersey",1246.01,977,463,161,4853,50,262,10,6,4644,293400.0,4853,120,15,13,33.53638461538462
"Census Tract 1246.02, Passaic County, New Jersey",1246.02,543,781,159,4873,126,7,0,29,4873,330500.0,4873,180,15,13,37.57835384615385
"Census Tract 1247, Passaic County, New Jersey",1247.0,648,631,324,6187,22,43,5,0,6180,296500.0,6187,58,15,4,34.35673846153847
"Census Tract 1248, Passaic County, New Jersey",1248.0,591,530,91,4734,29,6,26,24,4713,292100.0,4734,158,15,13,33.33615384615385
"Census Tract 1249, Passaic County, New Jersey",1249.0,605,448,163,5207,103,87,13,16,5207,326800.0,5207,61,15,13,37.22652307692308
"Census Tract 125, Essex County, New Jersey",125.0,881,349,123,3575,23,22,0,114,3575,214200.0,3575,32,18,4,24.520276923076928
"Census Tract 125, Hudson County, New Jersey",125.0,263,812,96,4019,60,92,9,0,4019,330200.0,4019,79,14,5,37.18220000000001
"Census Tract 125.01, Atlantic County, New Jersey",125.01,14,433,141,2584,14,69,25,69,2427,276800.0,2584,124,21,1,30.834815384615396
"Census Tract 125.02, Atlantic County, New Jersey",125.02,26,310,37,1470,4,21,0,0,1458,276800.0,1470,115,21,5,30.41760000000001
"Census Tract 1250, Passaic County, New Jersey",1250.0,667,542,193,7131,9,260,57,0,7131,339600.0,7131,142,15,13,39.3393076923077
"Census Tract 1251, Passaic County, New Jersey",1251.0,811,148,49,3777,13,11,0,82,3777,242600.0,3777,75,15,13,27.608030769230766
"Census Tract 126, Essex County, New Jersey",126.0,711,311,139,2978,22,73,0,0,2978,162500.0,2978,13,18,7,18.710738461538465
"Census Tract 126, Hudson County, New Jersey",126.0,369,573,120,3711,8,35,10,21,3711,334200.0,3711,107,14,2,37.48429230769231
"Census Tract 126.02, Atlantic County, New Jersey",126.02,14,250,86,1408,24,30,40,0,1408,290100.0,1408,88,21,6,31.82401538461539
"Census Tract 127, Essex County, New Jersey",127.0,447,304,150,4226,0,64,0,0,4226,165600.0,4226,57,18,4,19.467969230769235
"Census Tract 127, Hudson County, New Jersey",127.0,517,523,184,6393,0,49,42,9,5072,287400.0,6393,249,14,4,33.2469076923077
"Census Tract 127.01, Atlantic County, New Jersey",127.01,217,445,149,3250,11,18,0,0,3250,213000.0,3250,83,21,4,24.228969230769234
"Census Tract 127.02, Atlantic County, New Jersey",127.02,393,183,96,1819,94,56,20,0,1819,223200.0,1819,16,21,1,24.782723076923077
"Census Tract 128, Essex County, New Jersey",128.0,528,291,260,3354,0,13,20,0,3354,157700.0,3354,61,18,4,18.33143076923077
"Census Tract 128, Hudson County, New Jersey",128.0,411,441,221,4420,32,99,20,248,4420,332700.0,4420,133,14,1,37.60018461538462
"Census Tract 128.01, Atlantic County, New Jersey",128.01,394,550,84,3836,27,9,56,0,3799,211500.0,3836,128,21,6,24.30995384615385
"Census Tract 128.02, Atlantic County, New Jersey",128.02,157,307,128,1555,59,13,0,46,1555,233500.0,1555,117,21,1,25.820338461538462
"Census Tract 129, Essex County, New Jersey",129.0,1074,178,98,3543,0,0,0,0,3543,165700.0,3543,157,18,4,19.29941538461539
"Census Tract 129, Hudson County, New Jersey",129.0,724,487,115,4000,48,0,11,102,3880,326800.0,4000,75,14,6,36.79238461538462
"Census Tract 13, Atlantic County, New Jersey",13.0,421,195,90,1576,6,28,0,24,1576,172900.0,1576,12,21,4,19.275815384615388
"Census Tract 13, Essex County, New Jersey",13.0,335,78,84,1584,0,8,0,42,1584,0.0,1584,64,18,11,0.6432461538461539
"Census Tract 13, Hudson County, New Jersey",13.0,782,546,88,2896,0,59,13,186,2720,383300.0,2896,123,14,6,42.50743076923077
"Census Tract 13, Mercer County, New Jersey",13.0,614,474,118,4570,19,72,100,0,3371,197500.0,4570,75,28,3,22.893430769230772
"Census Tract 13, Middlesex County, New Jersey",13.0,523,897,90,4369,33,229,0,71,4369,364400.0,4369,179,16,3,41.06623076923077
"Census Tract 130, Atlantic County, New Jersey",130.0,231,747,231,3239,9,0,88,0,3239,477100.0,3239,160,21,6,52.75152307692307
"Census Tract 130, Essex County, New Jersey",130.0,172,209,117,1935,0,0,0,179,1935,0.0,1935,36,18,4,0.7757384615384616
"Census Tract 130, Hudson County, New Jersey",130.0,376,424,136,3929,0,15,29,53,3929,302000.0,3929,106,14,3,34.07518461538462
"Census Tract 130.01, Bergen County, New Jersey",130.01,683,2470,156,6669,0,377,26,284,6669,629500.0,6669,268,20,1,70.74418461538463
"Census Tract 130.02, Bergen County, New Jersey",130.02,350,1635,281,5515,54,40,45,260,5515,465000.0,5515,250,20,6,52.452938461538466
"Census Tract 131, Essex County, New Jersey",131.0,584,152,63,2037,0,0,18,0,2037,165100.0,2037,31,18,5,18.607907692307695
"Census Tract 131, Hudson County, New Jersey",131.0,239,212,87,2229,0,36,176,8,2229,316800.0,2229,26,14,2,34.99923076923078
"Census Tract 131.01, Atlantic County, New Jersey",131.01,35,335,11,1129,20,0,0,0,1129,657500.0,1129,61,21,1,71.28363076923078
"Census Tract 131.02, Atlantic County, New Jersey",131.02,115,353,179,1708,49,20,32,29,1708,374400.0,1708,134,21,1,41.0639076923077
"Census Tract 132, Essex County, New Jersey",132.0,806,154,87,2343,0,0,0,0,2343,201900.0,2343,36,18,2,22.707369230769235
"Census Tract 132, Hudson County, New Jersey",132.0,669,580,103,4286,0,0,0,0,4275,326100.0,4286,177,14,6,36.85827692307693
"Census Tract 132.01, Atlantic County, New Jersey	",132.01,527,262,52,3025,13,23,37,36,3025,312000.0,3025,40,21,4,34.794876923076934
"Census Tract 132.02, Atlantic County, New Jersey",132.02,341,363,101,2447,16,3,81,39,2447,225900.0,2447,95,21,1,25.337323076923084
